ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2011,2011-12-01,12,23.319,SEA,,PHI,W 31-14,,,,,,,
2,2011,2011-12-12,13,23.330,SEA,,STL,W 30-13,,,,,,,
3,2011,2011-12-18,14,23.336,SEA,@,CHI,W 38-14,,,,,,,
4,2011,2011-12-24,15,23.342,SEA,,SFO,L 17-19,,,,,,,
5,2011,2012-01-01,16,23.350,SEA,@,ARI,L 20-23,,,,,,,
6,2012,2012-09-09,1,24.237,SEA,@,ARI,L 16-20,,,,,,,
7,2012,2012-09-16,2,24.244,SEA,,DAL,W 27-7,,,,,,,
8,2012,2012-09-24,3,24.252,SEA,,GNB,W 14-12,,,,,,,
9,2012,2012-09-30,4,24.258,SEA,@,STL,L 13-19,,0.0,2,0,0,0,0
10,2012,2012-10-07,5,24.265,SEA,@,CAR,W 16-12,,0.0,0,0,0,0,0
11,2012,2012-10-14,6,24.272,SEA,,NWE,W 24-23,,0.0,0,0,0,0,0
12,2012,2012-10-18,7,24.276,SEA,@,SFO,L 6-13,,,,,,,
13,2012,2012-10-28,8,24.286,SEA,@,DET,L 24-28,,0.0,0,0,0,0,0
14,2012,2012-11-04,9,24.293,SEA,,MIN,W 30-20,,0.0,2,1,0,0,0
15,2012,2012-11-11,10,24.300,SEA,,NYJ,W 28-7,*,0.0,2,4,0,0,0
16,2012,2012-11-25,11,24.314,SEA,@,MIA,L 21-24,,,,,,,
17,2012,2012-12-02,12,24.321,SEA,@,CHI,W 23-17,,,,,,,
18,2012,2012-12-09,13,24.328,SEA,,ARI,W 58-0,,0.0,0,1,0,0,0
19,2012,2012-12-16,14,24.335,SEA,@,BUF,W 50-17,,,,,,,
20,2012,2012-12-23,15,24.342,SEA,,SFO,W 42-13,,0.0,0,0,0,0,0
21,2012,2012-12-30,16,24.349,SEA,,STL,W 20-13,,0.0,0,0,0,0,0
22,2013,2013-09-08,1,25.235,SEA,@,CAR,W 12-7,,,,,,,
23,2013,2013-09-15,2,25.242,SEA,,SFO,W 29-3,,0.0,1,0,0,0,0
24,2013,2013-09-22,3,25.249,SEA,,JAX,W 45-17,,0.0,1,2,0,0,0
25,2013,2013-09-29,4,25.256,SEA,@,HOU,W 23-20,,,,,,,
26,2013,2013-10-06,5,25.263,SEA,@,IND,L 28-34,,0.0,0,1,0,0,0
27,2013,2013-10-13,6,25.270,SEA,,TEN,W 20-13,,0.0,0,1,0,0,0
28,2013,2013-10-17,7,25.274,SEA,@,ARI,W 34-22,,0.0,1,0,0,0,0
29,2013,2013-10-28,8,25.285,SEA,@,STL,W 14-9,,,,,,,
30,2013,2013-11-03,9,25.291,SEA,,TAM,W 27-24,,0.0,0,1,0,0,0
31,2013,2013-11-10,10,25.298,SEA,@,ATL,W 33-10,,,,,,,
32,2013,2013-11-17,11,25.305,SEA,,MIN,W 41-20,,,,,,,
33,2013,2013-12-02,12,25.320,SEA,,NOR,W 34-7,,0.0,2,0,0,0,0
34,2013,2013-12-08,13,25.326,SEA,@,SFO,L 17-19,,,,,,,
35,2013,2013-12-15,14,25.333,SEA,@,NYG,W 23-0,,,,,,,
36,2013,2013-12-22,15,25.340,SEA,,ARI,L 10-17,,,,,,,
37,2013,2013-12-29,16,25.347,SEA,,STL,W 27-9,,0.0,1,0,0,0,0
38,2014,2014-09-04,1,26.231,SEA,,GNB,W 36-16,,0.0,1,1,0,0,0
39,2014,2014-09-14,2,26.241,SEA,@,SDG,L 21-30,,,,,,,
40,2014,2014-09-21,3,26.248,SEA,,DEN,W 26-20,,,,,,,
41,2014,2014-10-06,4,26.263,SEA,@,WAS,W 27-17,,,,,,,
42,2014,2014-10-12,5,26.269,SEA,,DAL,L 23-30,,0.0,1,1,0,0,0
43,2014,2014-10-19,6,26.276,SEA,@,STL,L 26-28,,,,,,,
44,2014,2014-10-26,7,26.283,SEA,@,CAR,W 13-9,,,,,,,
45,2014,2014-11-02,8,26.290,SEA,,OAK,W 30-24,,0.0,4,0,0,0,0
46,2014,2014-11-09,9,26.297,SEA,,NYG,W 38-17,,,,,,,
47,2014,2014-11-16,10,26.304,SEA,@,KAN,L 20-24,,,,,,,
48,2014,2014-11-23,11,26.311,SEA,,ARI,W 19-3,,0.0,0,1,0,0,0
49,2014,2014-11-27,12,26.315,SEA,@,SFO,W 19-3,,0.0,1,0,0,0,0
50,2014,2014-12-07,13,26.325,SEA,@,PHI,W 24-14,,,,,,,
51,2014,2014-12-14,14,26.332,SEA,,SFO,W 17-7,,,,,,,
52,2014,2014-12-21,15,26.339,SEA,@,ARI,W 35-6,,,,,,,
53,2014,2014-12-28,16,26.346,SEA,,STL,W 20-6,,,,,,,
54,2015,2015-09-27,3,27.254,SEA,,CHI,W 26-0,,0.0,0,0,0,0,0
55,2015,2015-10-05,4,27.262,SEA,,DET,W 13-10,,0.0,0,0,0,0,0
56,2015,2015-10-11,5,27.268,SEA,@,CIN,L 24-27,,0.0,0,0,0,0,0
57,2015,2015-10-18,6,27.275,SEA,,CAR,L 23-27,,1.0,1,0,0,0,0
58,2015,2015-10-22,7,27.279,SEA,@,SFO,W 20-3,,0.0,0,0,0,0,0
59,2015,2015-11-01,8,27.289,SEA,@,DAL,W 13-12,,0.0,0,0,0,0,0
60,2015,2015-11-15,9,27.303,SEA,,ARI,L 32-39,,0.0,0,0,0,0,0
61,2015,2015-11-22,10,27.310,SEA,,SFO,W 29-13,*,0.0,2,2,0,0,0
62,2015,2015-11-29,11,27.317,SEA,,PIT,W 39-30,*,0.0,2,2,0,0,0
63,2015,2015-12-06,12,27.324,SEA,@,MIN,W 38-7,,0.0,0,0,0,0,0
64,2015,2015-12-13,13,27.331,SEA,@,BAL,W 35-6,,0.0,0,0,0,0,0
65,2015,2015-12-20,14,27.338,SEA,,CLE,W 30-13,,0.0,0,0,0,0,0
66,2015,2015-12-27,15,27.345,SEA,,STL,L 17-23,,0.0,0,0,0,0,0
67,2015,2016-01-03,16,27.352,SEA,@,ARI,W 36-6,,0.0,2,0,0,0,0
68,2016,2016-09-11,1,28.239,SEA,,MIA,W 12-10,,0.0,0,0,0,0,0
69,2016,2016-09-18,2,28.246,SEA,@,LAR,L 3-9,*,0.0,1,0,0,0,0
70,2016,2016-09-25,3,28.253,SEA,,SFO,W 37-18,,0.0,0,1,0,0,0
71,2016,2016-10-02,4,28.260,SEA,@,NYJ,W 27-17,,0.0,0,0,0,0,0
72,2016,2016-12-04,12,28.323,SEA,,CAR,W 40-7,*,0.0,2,3,1,14,0
73,2016,2016-12-11,13,28.330,SEA,@,GNB,L 10-38,,0.0,0,0,0,0,0
74,2016,2016-12-15,14,28.334,SEA,,LAR,W 24-3,,0.0,2,0,0,0,0
75,2016,2016-12-24,15,28.343,SEA,,ARI,L 31-34,,0.0,1,0,0,0,0
76,2016,2017-01-01,16,28.351,SEA,@,SFO,W 25-23,*,0.0,0,0,0,0,0
