ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2002,2002-10-27,8,24.356,DAL,,SEA,L 14-17,,5,191,38.20,0
2,2002,2002-11-03,9,24.363,DAL,@,DET,L 7-9,,10,414,41.40,0
3,2002,2002-11-17,10,25.012,DAL,@,IND,L 3-20,,7,267,38.14,0
4,2002,2002-11-24,11,25.019,DAL,,JAX,W 21-19,,5,194,38.80,0
5,2002,2002-11-28,12,25.023,DAL,,WAS,W 27-20,,7,310,44.29,1
6,2002,2002-12-08,13,25.033,DAL,,SFO,L 27-31,,6,241,40.17,0
7,2002,2002-12-15,14,25.040,DAL,@,NYG,L 7-37,,9,340,37.78,0
8,2002,2002-12-21,15,25.046,DAL,,PHI,L 3-27,,8,333,41.63,0
9,2002,2002-12-29,16,25.054,DAL,@,WAS,L 14-20,,8,350,43.75,0
