ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
47,1973,1973-10-21,6,25.049,PIT,,NYJ,W 26-14,*,8,18,44.44,119,0,1,43.5,0,0,6.61,4.11,4,22,5.50,0,0,0,,0,0,0,0,0,,0
48,1973,1973-10-28,7,25.056,PIT,,CIN,W 20-13,*,3,7,42.86,37,0,1,20.2,0,0,5.29,-1.14,1,4,4.00,0,0,0,,0,0,0,0,0,,0
49,1973,1973-12-03,12,25.092,PIT,@,MIA,L 26-30,,14,35,40.00,117,2,3,32.7,0,0,3.34,0.63,2,3,1.50,0,0,0,,0,0,0,0,0,,0
50,1973,1973-12-09,13,25.098,PIT,,HOU,W 33-7,*,11,20,55.00,117,2,4,66.0,0,0,5.85,-1.15,3,8,2.67,0,0,0,,0,0,0,0,0,,0
51,1973,1973-12-15,14,25.104,PIT,@,SFO,W 37-14,*,8,16,50.00,135,1,0,99.7,0,0,8.44,9.69,3,10,3.33,0,0,0,,0,0,0,0,0,,0
52,1974,1974-09-29,3,26.027,PIT,,OAK,L 0-17,,1,2,50.00,11,0,1,27.1,0,0,5.50,-17.00,2,18,9.00,0,0,0,,0,0,0,0,0,,0
53,1974,1974-10-28,7,26.056,PIT,,ATL,W 24-17,*,9,21,42.86,130,0,2,24.0,0,0,6.19,1.90,9,16,1.78,1,0,0,,0,1,6,0,0,,0
54,1974,1974-11-03,8,26.062,PIT,,PHI,W 27-0,*,12,22,54.55,146,1,0,90.3,0,0,6.64,7.55,4,48,12.00,0,0,0,,0,0,0,0,0,,0
55,1974,1974-11-10,9,26.069,PIT,@,CIN,L 10-17,*,13,35,37.14,140,0,1,37.8,0,0,4.00,2.71,6,31,5.17,0,0,0,,0,0,0,0,0,,0
56,1974,1974-11-25,11,26.084,PIT,@,NOR,W 28-7,*,8,19,42.11,80,2,2,50.2,0,0,4.21,1.58,9,99,11.00,1,0,0,,0,1,6,0,0,,0
57,1974,1974-12-01,12,26.090,PIT,,HOU,L 10-13,*,6,20,30.00,60,1,1,35.4,0,0,3.00,1.75,2,2,1.00,0,0,0,,0,0,0,0,0,,0
58,1974,1974-12-08,13,26.097,PIT,@,NWE,W 21-17,*,10,16,62.50,86,1,1,71.4,0,0,5.38,3.81,1,6,6.00,0,0,0,,0,0,0,0,0,,0
59,1974,1974-12-14,14,26.103,PIT,,CIN,W 27-3,*,8,13,61.54,132,2,0,135.3,0,0,10.15,13.23,1,4,4.00,0,0,0,,0,0,0,0,0,,0
60,1975,1975-09-21,1,27.019,PIT,@,SDG,W 37-0,*,21,28,75.00,227,2,0,122.2,0,0,8.11,9.54,1,11,11.00,0,0,0,,0,0,0,0,0,,0
61,1975,1975-09-28,2,27.026,PIT,,BUF,L 21-30,*,3,8,37.50,69,0,1,29.7,0,0,8.63,3.00,3,7,2.33,0,0,0,,0,0,0,0,0,,0
62,1975,1975-10-05,3,27.033,PIT,@,CLE,W 42-6,*,7,8,87.50,151,1,0,158.3,0,0,18.88,21.38,1,-5,-5.00,0,0,0,,0,0,0,0,0,,0
63,1975,1975-10-12,4,27.040,PIT,,DEN,W 20-9,*,16,26,61.54,191,2,0,109.6,0,0,7.35,8.88,3,15,5.00,0,0,0,,0,0,0,0,0,,0
64,1975,1975-10-19,5,27.047,PIT,,CHI,W 34-3,*,11,22,50.00,146,0,0,71.4,0,0,6.64,6.64,3,11,3.67,1,0,0,,0,1,6,0,0,,0
65,1975,1975-10-26,6,27.054,PIT,@,GNB,W 16-13,*,12,22,54.55,84,0,0,63.4,0,0,3.82,3.82,3,17,5.67,0,0,0,,0,0,0,0,0,,0
66,1975,1975-11-02,7,27.061,PIT,@,CIN,W 30-24,*,13,24,54.17,164,2,2,68.7,0,0,6.83,4.75,2,3,1.50,1,0,0,,0,1,6,0,0,,0
67,1975,1975-11-09,8,27.068,PIT,,HOU,W 24-17,*,17,28,60.71,219,3,1,106.1,0,0,7.82,8.36,3,16,5.33,0,0,0,,0,0,0,0,0,,0
68,1975,1975-11-16,9,27.075,PIT,,KAN,W 28-3,*,16,24,66.67,204,2,1,103.5,0,0,8.50,8.29,1,2,2.00,0,0,0,,0,0,0,0,0,,0
69,1975,1975-11-24,10,27.083,PIT,@,HOU,W 32-9,*,13,16,81.25,168,1,2,91.7,0,0,10.50,6.13,5,26,5.20,0,0,0,,0,0,0,0,0,,0
70,1975,1975-11-30,11,27.089,PIT,@,NYJ,W 20-7,*,9,22,40.91,120,2,0,89.2,0,0,5.45,7.27,3,56,18.67,0,0,0,,0,0,0,0,0,,0
71,1975,1975-12-07,12,27.096,PIT,,CLE,W 31-17,*,11,25,44.00,135,2,0,87.9,0,0,5.40,7.00,3,30,10.00,0,0,0,,0,0,0,0,0,,0
72,1975,1975-12-13,13,27.102,PIT,,CIN,W 35-14,*,13,23,56.52,149,1,1,72.6,0,0,6.48,5.39,3,19,6.33,1,0,0,,0,1,6,0,0,,0
73,1975,1975-12-20,14,27.109,PIT,@,RAM,L 3-10,*,3,10,30.00,28,0,1,0.0,0,0,2.80,-1.70,1,2,2.00,0,0,0,,0,0,0,0,0,,0
74,1976,1976-09-12,1,28.010,PIT,@,OAK,L 28-31,*,15,27,55.56,253,1,1,84.3,0,0,9.37,8.44,2,1,0.50,0,0,0,,0,0,0,0,0,,0
75,1976,1976-09-19,2,28.017,PIT,,CLE,W 31-14,*,7,23,30.43,77,2,0,70.4,0,0,3.35,5.09,6,32,5.33,1,0,0,,0,1,6,0,0,,0
76,1976,1976-09-26,3,28.024,PIT,,NWE,L 27-30,*,20,39,51.28,291,1,0,84.5,0,0,7.46,7.97,6,42,7.00,0,0,0,,0,0,0,0,0,,0
77,1976,1976-10-04,4,28.032,PIT,@,MIN,L 6-17,*,10,22,45.45,90,1,4,32.6,0,0,4.09,-3.18,5,47,9.40,0,0,0,,0,0,0,0,0,,0
78,1976,1976-10-10,5,28.038,PIT,@,CLE,L 16-18,*,10,18,55.56,75,0,1,42.6,0,0,4.17,1.67,2,17,8.50,0,0,0,,0,0,0,0,0,,0
79,1976,1976-10-31,8,28.059,PIT,,SDG,W 23-0,,9,19,47.37,104,1,1,60.0,0,0,5.47,4.16,1,1,1.00,1,0,0,,0,1,6,0,0,,0
80,1976,1976-11-07,9,28.066,PIT,@,KAN,W 45-0,*,7,15,46.67,132,1,1,72.1,0,0,8.80,7.13,0,0,,0,0,0,,0,0,0,0,0,,0
81,1976,1976-11-14,10,28.073,PIT,,MIA,W 14-3,*,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,3,37,12.33,0,0,0,,0,0,0,0,0,,0
82,1976,1976-12-05,13,28.094,PIT,,TAM,W 42-0,,6,8,75.00,79,2,0,145.3,0,0,9.88,14.88,2,7,3.50,0,0,0,,0,0,0,0,0,,0
83,1976,1976-12-11,14,28.100,PIT,@,HOU,W 21-0,*,8,19,42.11,76,1,1,49.5,0,0,4.00,2.68,4,35,8.75,1,0,0,,0,1,6,0,0,,0
84,1977,1977-09-19,1,29.017,PIT,,SFO,W 27-0,*,12,23,52.17,164,1,0,89.8,0,0,7.13,8.00,4,20,5.00,0,0,0,,0,0,0,0,0,,0
85,1977,1977-09-25,2,29.023,PIT,,OAK,L 7-16,*,16,32,50.00,268,1,3,50.0,0,0,8.38,4.78,2,18,9.00,0,0,0,,0,0,0,0,0,,0
86,1977,1977-10-02,3,29.030,PIT,@,CLE,W 28-14,*,10,17,58.82,143,3,2,86.2,0,0,8.41,6.65,6,9,1.50,1,0,0,,0,1,6,0,0,,0
87,1977,1977-10-09,4,29.037,PIT,@,HOU,L 10-27,*,7,19,36.84,149,0,4,25.9,0,0,7.84,-1.63,3,46,15.33,0,0,0,,0,0,0,0,0,,0
88,1977,1977-10-17,5,29.045,PIT,,CIN,W 20-14,*,6,9,66.67,117,0,0,109.7,0,0,13.00,13.00,3,-3,-1.00,0,0,0,,0,0,0,0,0,,0
89,1977,1977-10-23,6,29.051,PIT,,HOU,W 27-10,*,16,24,66.67,227,2,1,107.5,0,0,9.46,9.25,1,0,0.00,0,0,0,,0,0,0,0,0,,0
90,1977,1977-10-30,7,29.058,PIT,@,BAL,L 21-31,*,11,26,42.31,234,1,5,48.1,0,0,9.00,1.12,3,37,12.33,0,0,0,,0,0,0,0,0,,0
91,1977,1977-11-06,8,29.065,PIT,@,DEN,L 7-21,*,13,26,50.00,146,1,0,80.0,0,0,5.62,6.38,0,0,,0,0,0,,0,0,0,0,0,,0
92,1977,1977-11-13,9,29.072,PIT,,CLE,W 35-31,*,13,21,61.90,283,3,0,145.3,0,0,13.48,16.33,0,0,,0,0,0,,0,0,0,0,0,,0
93,1977,1977-11-20,10,29.079,PIT,,DAL,W 28-13,*,7,12,58.33,106,2,0,127.1,0,0,8.83,12.17,1,1,1.00,0,0,0,,0,0,0,0,0,,0
94,1977,1977-11-27,11,29.086,PIT,@,NYJ,W 23-20,*,10,28,35.71,143,2,1,62.1,0,0,5.11,4.93,3,3,1.00,0,0,0,,0,0,0,0,0,,0
95,1977,1977-12-04,12,29.093,PIT,,SEA,W 30-20,*,13,21,61.90,158,1,1,81.1,0,0,7.52,6.33,4,40,10.00,2,0,0,,0,2,12,0,0,,0
96,1977,1977-12-10,13,29.099,PIT,@,CIN,L 10-17,*,20,39,51.28,246,0,1,60.4,0,0,6.31,5.15,0,0,,0,0,0,,0,0,0,0,0,,0
97,1977,1977-12-18,14,29.107,PIT,@,SDG,W 10-9,*,8,17,47.06,139,0,1,50.9,0,0,8.18,5.53,1,0,0.00,0,0,0,,0,0,0,0,0,,0
98,1978,1978-09-03,1,30.001,PIT,@,BUF,W 28-17,*,14,19,73.68,217,2,1,124.2,0,0,11.42,11.16,3,-6,-2.00,0,0,0,,0,0,0,0,0,,0
99,1978,1978-09-10,2,30.008,PIT,,SEA,W 21-10,*,17,33,51.52,213,2,0,92.1,0,0,6.45,7.67,3,6,2.00,0,0,0,,0,0,0,0,0,,0
100,1978,1978-09-17,3,30.015,PIT,@,CIN,W 28-3,*,14,19,73.68,242,2,1,128.7,0,0,12.74,12.47,1,10,10.00,0,0,0,,0,0,0,0,0,,0
101,1978,1978-09-24,4,30.022,PIT,,CLE,W 15-9,*,14,32,43.75,208,1,2,50.0,0,0,6.50,4.31,2,27,13.50,0,0,0,,0,0,0,0,0,,0
102,1978,1978-10-01,5,30.029,PIT,@,NYJ,W 28-17,*,17,25,68.00,189,3,1,113.2,0,0,7.56,8.16,1,0,0.00,0,0,1,,0,0,0,0,0,,0
103,1978,1978-10-08,6,30.036,PIT,,ATL,W 31-7,*,13,18,72.22,231,1,0,132.9,0,0,12.83,13.94,2,3,1.50,1,0,0,,0,1,6,0,0,,0
104,1978,1978-10-15,7,30.043,PIT,@,CLE,W 34-14,*,10,21,47.62,175,2,0,108.2,0,0,8.33,10.24,1,0,0.00,0,0,0,,0,0,0,0,0,,0
105,1978,1978-10-23,8,30.051,PIT,,HOU,L 17-24,*,17,33,51.52,226,2,1,81.1,0,0,6.85,6.70,2,26,13.00,0,0,0,,0,0,0,0,0,,0
106,1978,1978-10-29,9,30.057,PIT,,KAN,W 27-24,*,7,13,53.85,109,1,2,67.9,0,0,8.38,3.00,1,6,6.00,0,0,0,,0,0,0,0,0,,0
107,1978,1978-11-05,10,30.064,PIT,,NOR,W 20-14,*,16,23,69.57,200,2,1,107.2,0,0,8.70,8.48,2,4,2.00,0,0,0,,0,0,0,0,0,,0
108,1978,1978-11-12,11,30.071,PIT,@,RAM,L 7-10,*,11,25,44.00,125,1,3,33.3,0,0,5.00,0.40,1,2,2.00,0,0,0,,0,0,0,0,0,,0
109,1978,1978-11-19,12,30.078,PIT,,CIN,W 7-6,*,12,30,40.00,117,0,4,12.1,0,0,3.90,-2.10,1,-3,-3.00,0,0,0,,0,0,0,0,0,,0
110,1978,1978-11-27,13,30.086,PIT,@,SFO,W 24-7,*,13,21,61.90,195,3,1,112.1,0,0,9.29,10.00,6,6,1.00,0,0,0,,0,0,0,0,0,,0
111,1978,1978-12-03,14,30.092,PIT,@,HOU,W 13-3,*,11,24,45.83,97,1,1,53.6,0,0,4.04,3.00,3,-3,-1.00,0,0,0,,0,0,0,0,0,,0
112,1978,1978-12-09,15,30.098,PIT,,BAL,W 35-13,*,11,18,61.11,240,3,2,105.1,0,0,13.33,11.67,3,15,5.00,0,0,0,,0,0,0,0,0,,0
113,1978,1978-12-16,16,30.105,PIT,@,DEN,W 21-17,*,10,14,71.43,131,2,0,140.2,0,0,9.36,12.21,0,0,,0,0,0,,0,0,0,0,0,,0
114,1979,1979-09-03,1,31.001,PIT,@,NWE,W 16-13,*,15,26,57.69,221,1,0,98.4,0,0,8.50,9.27,0,0,,0,0,0,,0,0,0,0,0,,0
115,1979,1979-09-09,2,31.007,PIT,,HOU,W 38-7,*,12,29,41.38,198,2,2,59.3,0,0,6.83,5.10,3,-3,-1.00,0,0,0,,0,0,0,0,0,,0
116,1979,1979-09-16,3,31.014,PIT,@,STL,W 24-21,*,14,31,45.16,206,2,2,62.0,0,0,6.65,5.03,0,0,,0,0,0,,0,0,0,0,0,,0
117,1979,1979-09-23,4,31.021,PIT,,BAL,W 17-13,*,19,29,65.52,249,2,2,86.7,0,0,8.59,6.86,1,-2,-2.00,0,0,0,,0,0,0,0,0,,0
118,1979,1979-09-30,5,31.028,PIT,@,PHI,L 14-17,*,12,26,46.15,176,1,2,49.5,0,0,6.77,4.08,0,0,,0,0,0,,0,0,0,0,0,,0
119,1979,1979-10-07,6,31.035,PIT,@,CLE,W 51-35,*,12,21,57.14,161,3,0,121.2,0,0,7.67,10.52,0,0,,0,0,0,,0,0,0,0,0,,0
120,1979,1979-10-14,7,31.042,PIT,@,CIN,L 10-34,*,21,40,52.50,275,1,2,62.0,0,0,6.88,5.13,3,0,0.00,0,0,0,,0,0,0,0,0,,0
121,1979,1979-10-22,8,31.050,PIT,,DEN,W 42-7,*,18,24,75.00,267,2,1,121.4,0,0,11.13,10.92,2,5,2.50,0,0,0,,0,0,0,0,0,,0
122,1979,1979-10-28,9,31.056,PIT,,DAL,W 14-3,*,11,25,44.00,126,0,0,59.7,0,0,5.04,5.04,2,-5,-2.50,0,0,0,,0,0,0,0,0,,0
123,1979,1979-11-04,10,31.063,PIT,,WAS,W 38-7,*,15,27,55.56,311,4,1,120.5,0,0,11.52,12.81,0,0,,0,0,0,,0,0,0,0,0,,0
124,1979,1979-11-11,11,31.070,PIT,@,KAN,W 30-3,*,17,29,58.62,232,3,2,90.0,0,0,8.00,6.97,2,10,5.00,0,0,0,,0,0,0,0,0,,0
125,1979,1979-11-18,12,31.077,PIT,@,SDG,L 7-35,*,18,36,50.00,153,0,5,21.9,0,0,4.25,-2.00,1,3,3.00,0,0,0,,0,0,0,0,0,,0
126,1979,1979-11-25,13,31.084,PIT,,CLE,W 33-30,*,30,44,68.18,364,1,1,91.5,0,0,8.27,7.70,3,43,14.33,0,0,0,,0,0,0,0,0,,0
127,1979,1979-12-02,14,31.091,PIT,,CIN,W 37-17,*,17,29,58.62,339,2,1,108.3,0,0,11.69,11.52,1,2,2.00,0,0,0,,0,0,0,0,0,,0
128,1979,1979-12-10,15,31.099,PIT,@,HOU,L 17-20,*,14,29,48.28,237,1,2,59.1,0,0,8.17,5.76,1,20,20.00,0,0,0,,0,0,0,0,0,,0
129,1979,1979-12-16,16,31.105,PIT,,BUF,W 28-0,*,14,27,51.85,209,1,2,59.0,0,0,7.74,5.15,2,10,5.00,0,0,0,,0,0,0,0,0,,0
130,1980,1980-09-07,1,32.005,PIT,,HOU,W 31-17,*,12,24,50.00,254,2,2,80.9,0,0,10.58,8.50,2,6,3.00,1,0,0,,0,1,6,0,0,,0
131,1980,1980-09-14,2,32.012,PIT,@,BAL,W 20-17,*,20,35,57.14,282,2,1,90.4,0,0,8.06,7.91,4,-2,-0.50,0,0,0,,0,0,0,0,0,,0
132,1980,1980-09-21,3,32.019,PIT,@,CIN,L 28-30,*,14,25,56.00,265,3,2,99.2,0,0,10.60,9.40,1,0,0.00,0,0,0,,0,0,0,0,0,,0
133,1980,1980-09-28,4,32.026,PIT,,CHI,W 38-3,*,12,19,63.16,217,4,1,120.0,0,0,11.42,13.26,1,-6,-6.00,0,0,0,,0,0,0,0,0,,0
134,1980,1980-10-05,5,32.033,PIT,@,MIN,W 23-17,*,16,28,57.14,236,1,1,81.8,0,0,8.43,7.54,4,10,2.50,1,0,0,,0,1,6,0,0,,0
135,1980,1980-10-12,6,32.040,PIT,,CIN,L 16-17,*,14,35,40.00,237,1,1,61.2,0,0,6.77,6.06,3,13,4.33,0,0,0,,0,0,0,5,173,34.60,0
136,1980,1980-10-20,7,32.048,PIT,,OAK,L 34-45,*,18,27,66.67,299,2,1,113.0,0,0,11.07,10.89,2,12,6.00,0,0,0,,0,0,0,0,0,,0
137,1980,1980-11-02,9,32.061,PIT,,GNB,W 22-20,*,12,28,42.86,135,2,2,51.9,0,0,4.82,3.04,4,10,2.50,0,0,0,,0,0,0,0,0,,0
138,1980,1980-11-09,10,32.068,PIT,@,TAM,W 24-21,*,11,26,42.31,100,1,1,50.2,0,0,3.85,2.88,1,-1,-1.00,0,0,0,,0,0,0,0,0,,0
139,1980,1980-11-16,11,32.075,PIT,,CLE,W 16-13,*,19,35,54.29,263,2,4,58.1,0,0,7.51,3.51,3,21,7.00,0,0,0,,0,0,0,0,0,,0
140,1980,1980-11-23,12,32.082,PIT,@,BUF,L 13-28,*,17,31,54.84,155,0,0,68.6,0,0,5.00,5.00,3,17,5.67,0,0,0,,0,0,0,0,0,,0
141,1980,1980-11-30,13,32.089,PIT,,MIA,W 23-10,*,13,31,41.94,289,1,1,73.2,0,0,9.32,8.52,3,14,4.67,0,0,0,,0,0,0,0,0,,0
142,1980,1980-12-04,14,32.093,PIT,@,HOU,L 0-6,*,10,26,38.46,138,0,3,16.7,0,0,5.31,0.12,2,18,9.00,0,0,0,,0,0,0,0,0,,0
143,1980,1980-12-14,15,32.103,PIT,,KAN,W 21-16,*,14,22,63.64,197,2,2,84.8,0,0,8.95,6.68,2,-1,-0.50,0,0,0,,0,0,0,0,0,,0
144,1980,1980-12-22,16,32.111,PIT,@,SDG,L 17-26,*,16,32,50.00,272,1,0,89.6,0,0,8.50,9.13,1,0,0.00,0,0,0,,0,0,0,0,0,,0
145,1981,1981-09-06,1,33.004,PIT,,KAN,L 33-37,*,21,36,58.33,319,2,2,83.0,0,0,8.86,7.47,2,-7,-3.50,0,0,0,,0,0,0,0,0,,0
