ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2005,2005-09-18,2,23.168,JAX,@,IND,L 3-10,,0,0,,0,3,6,2.00,0
2,2006,2006-09-10,1,24.160,JAX,,DAL,W 24-17,,0,0,,0,4,30,7.50,0
3,2006,2006-09-18,2,24.168,JAX,,PIT,W 9-0,,0,0,,0,2,8,4.00,0
4,2006,2006-10-08,5,24.188,JAX,,NYJ,W 41-0,,0,0,,0,1,13,13.00,0
5,2006,2006-10-22,6,24.202,JAX,@,HOU,L 7-27,,0,0,,0,2,5,2.50,0
6,2007,2007-12-30,16,25.271,JAX,@,HOU,L 28-42,,5,94,18.80,0,1,0,0.00,0
