ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,23.098,GNB,@,SFO,L 28-34,*,14,41,2.93,1,2,1,31,31.00,0,50.0%,15.50,1,6,0.0,0,0
2,2013,2013-09-15,2,23.105,GNB,,WAS,W 38-20,*,1,10,10.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
3,2013,2013-10-06,4,23.126,GNB,,DET,W 22-9,*,23,99,4.30,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,0.0,0,0
4,2013,2013-10-13,5,23.133,GNB,@,BAL,W 19-17,*,23,120,5.22,0,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0
5,2013,2013-10-20,6,23.140,GNB,,CLE,W 31-13,*,22,82,3.73,1,7,5,26,5.20,0,71.4%,3.71,1,6,0.0,0,0
6,2013,2013-10-27,7,23.147,GNB,@,MIN,W 44-31,*,29,94,3.24,1,4,4,18,4.50,0,100.0%,4.50,1,6,0.0,0,0
7,2013,2013-11-04,8,23.155,GNB,,CHI,L 20-27,*,22,150,6.82,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
8,2013,2013-11-10,9,23.161,GNB,,PHI,L 13-27,*,24,73,3.04,0,2,2,11,5.50,0,100.0%,5.50,0,0,0.0,1,0
9,2013,2013-11-17,10,23.168,GNB,@,NYG,L 13-27,*,14,27,1.93,1,2,2,21,10.50,0,100.0%,10.50,1,6,0.0,1,0
10,2013,2013-11-24,11,23.175,GNB,,MIN,T 26-26,*,25,110,4.40,1,6,6,48,8.00,0,100.0%,8.00,1,6,0.0,0,0
11,2013,2013-11-28,12,23.179,GNB,@,DET,L 10-40,*,10,16,1.60,0,4,2,23,11.50,0,50.0%,5.75,0,0,0.0,0,0
12,2013,2013-12-08,13,23.189,GNB,,ATL,W 22-21,*,20,65,3.25,1,5,3,25,8.33,0,60.0%,5.00,1,6,0.0,0,0
13,2013,2013-12-15,14,23.196,GNB,@,DAL,W 37-36,*,21,141,6.71,1,5,4,30,7.50,0,80.0%,6.00,1,6,0.0,0,0
14,2013,2013-12-22,15,23.203,GNB,,PIT,L 31-38,*,15,84,5.60,2,3,2,6,3.00,0,66.7%,2.00,2,12,0.0,0,0
15,2013,2013-12-29,16,23.210,GNB,@,CHI,W 33-28,*,21,66,3.14,1,2,2,15,7.50,0,100.0%,7.50,1,6,0.0,0,0
16,2014,2014-09-04,1,24.094,GNB,@,SEA,L 16-36,*,12,34,2.83,0,3,3,11,3.67,0,100.0%,3.67,0,0,0.0,0,0
17,2014,2014-09-14,2,24.104,GNB,,NYJ,W 31-24,*,13,43,3.31,0,3,2,18,9.00,0,66.7%,6.00,0,0,0.0,0,0
18,2014,2014-09-21,3,24.111,GNB,@,DET,L 7-19,*,11,36,3.27,0,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
19,2014,2014-09-28,4,24.118,GNB,@,CHI,W 38-17,*,17,48,2.82,1,2,1,11,11.00,0,50.0%,5.50,1,6,0.0,0,0
20,2014,2014-10-02,5,24.122,GNB,,MIN,W 42-10,*,13,105,8.08,2,3,3,27,9.00,0,100.0%,9.00,2,12,0.0,0,0
21,2014,2014-10-12,6,24.132,GNB,@,MIA,W 27-24,*,14,40,2.86,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
22,2014,2014-10-19,7,24.139,GNB,,CAR,W 38-17,*,12,63,5.25,1,3,3,10,3.33,0,100.0%,3.33,1,6,0.0,0,0
23,2014,2014-10-26,8,24.146,GNB,@,NOR,L 23-44,*,13,59,4.54,0,9,8,123,15.38,0,88.9%,13.67,0,0,0.0,1,0
24,2014,2014-11-09,9,24.160,GNB,,CHI,W 55-14,*,14,50,3.57,0,6,3,68,22.67,1,50.0%,11.33,1,6,0.0,0,0
25,2014,2014-11-16,10,24.167,GNB,,PHI,W 53-20,*,10,69,6.90,1,4,3,45,15.00,1,75.0%,11.25,2,12,0.0,0,0
26,2014,2014-11-23,11,24.174,GNB,@,MIN,W 24-21,*,25,125,5.00,1,2,2,13,6.50,1,100.0%,6.50,2,12,0.0,0,0
27,2014,2014-11-30,12,24.181,GNB,,NWE,W 26-21,*,21,98,4.67,0,3,2,17,8.50,0,66.7%,5.67,0,0,0.0,0,0
28,2014,2014-12-08,13,24.189,GNB,,ATL,W 43-37,*,13,73,5.62,1,9,5,33,6.60,1,55.6%,3.67,2,12,0.0,0,0
29,2014,2014-12-14,14,24.195,GNB,@,BUF,L 13-21,*,15,97,6.47,1,2,2,11,5.50,0,100.0%,5.50,1,6,0.0,0,0
30,2014,2014-12-21,15,24.202,GNB,@,TAM,W 20-3,*,17,99,5.82,1,1,1,5,5.00,0,100.0%,5.00,1,6,0.0,0,0
31,2014,2014-12-28,16,24.209,GNB,,DET,W 30-20,*,26,100,3.85,0,4,3,26,8.67,0,75.0%,6.50,0,0,0.0,0,0
32,2015,2015-09-13,1,25.103,GNB,@,CHI,W 31-23,*,19,85,4.47,1,3,2,14,7.00,0,66.7%,4.67,1,6,0.0,0,0
33,2015,2015-09-20,2,25.110,GNB,,SEA,W 27-17,*,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
34,2015,2015-09-28,3,25.118,GNB,,KAN,W 38-28,*,10,46,4.60,0,3,3,41,13.67,0,100.0%,13.67,0,0,0.0,0,0
35,2015,2015-10-04,4,25.124,GNB,@,SFO,W 17-3,*,18,90,5.00,0,3,1,3,3.00,0,33.3%,1.00,0,0,0.0,0,0
36,2015,2015-10-11,5,25.131,GNB,,STL,W 24-10,*,13,27,2.08,0,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0
37,2015,2015-10-18,6,25.138,GNB,,SDG,W 27-20,,4,3,0.75,0,2,2,17,8.50,0,100.0%,8.50,0,0,0.0,0,0
38,2015,2015-11-01,7,25.152,GNB,@,DEN,L 10-29,*,11,38,3.45,1,2,1,9,9.00,0,50.0%,4.50,1,6,0.0,0,0
39,2015,2015-11-08,8,25.159,GNB,@,CAR,L 29-37,*,5,10,2.00,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
40,2015,2015-11-22,10,25.173,GNB,@,MIN,W 30-13,,22,100,4.55,0,2,1,6,6.00,0,50.0%,3.00,0,0,0.0,0,0
41,2015,2015-11-26,11,25.177,GNB,,CHI,L 13-17,*,17,105,6.18,0,5,4,34,8.50,1,80.0%,6.80,1,6,0.0,0,0
42,2015,2015-12-03,12,25.184,GNB,@,DET,W 27-23,,5,4,0.80,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,0.0,0,0
43,2015,2015-12-13,13,25.194,GNB,,DAL,W 28-7,*,24,124,5.17,1,1,1,24,24.00,0,100.0%,24.00,1,6,0.0,0,0
44,2015,2015-12-20,14,25.201,GNB,@,OAK,W 30-20,*,11,23,2.09,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
45,2015,2015-12-27,15,25.208,GNB,@,ARI,L 8-38,*,12,60,5.00,0,2,1,28,28.00,1,50.0%,14.00,1,6,0.0,0,0
46,2015,2016-01-03,16,25.215,GNB,,MIN,L 13-20,*,13,34,2.62,0,2,2,7,3.50,0,100.0%,3.50,0,0,0.0,0,0
47,2016,2016-09-11,1,26.101,GNB,@,JAX,W 27-23,*,14,61,4.36,0,2,1,17,17.00,0,50.0%,8.50,0,0,0.0,0,0
48,2016,2016-09-18,2,26.108,GNB,@,MIN,L 14-17,*,12,50,4.17,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
49,2016,2016-09-25,3,26.115,GNB,,DET,W 34-27,*,17,103,6.06,0,2,1,2,2.00,0,50.0%,1.00,0,0,0.0,0,0
50,2016,2016-10-09,4,26.129,GNB,,NYG,W 23-16,*,11,81,7.36,0,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,0,0
51,2016,2016-10-16,5,26.136,GNB,,DAL,L 16-30,*,17,65,3.82,0,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
52,2017,2017-09-10,1,27.100,SEA,@,GNB,L 9-17,,5,3,0.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
53,2017,2017-10-01,4,27.121,SEA,,IND,W 46-18,,11,52,4.73,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
54,2017,2017-10-08,5,27.128,SEA,@,LAR,W 16-10,*,9,19,2.11,0,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
55,2017,2017-10-22,6,27.142,SEA,@,NYG,W 24-7,,11,34,3.09,0,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
56,2017,2017-10-29,7,27.149,SEA,,HOU,W 41-38,*,6,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
57,2017,2017-11-05,8,27.156,SEA,,WAS,L 14-17,*,6,20,3.33,0,1,1,14,14.00,0,100.0%,14.00,0,0,0.0,0,0
58,2017,2017-11-20,10,27.171,SEA,,ATL,L 31-34,,3,2,0.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
59,2017,2017-11-26,11,27.177,SEA,@,SFO,W 24-13,,17,46,2.71,0,3,3,15,5.00,0,100.0%,5.00,0,0,0.0,0,0
60,2017,2017-12-03,12,27.184,SEA,,PHI,W 24-10,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
