ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1952,1952-09-28,1,22.326,CLE,,RAM,W 37-7,0,0,,0,3,4,1.33,0,0,0,,0,0,,,,,,,0,
2,1952,1952-11-02,6,22.361,CLE,@,DET,L 6-17,0,0,,0,2,12,6.00,0,0,0,,0,0,,,,,,,0,
3,1952,1952-11-09,7,23.002,CLE,,CRD,W 28-13,0,0,,0,1,-1,-1.00,0,0,0,,0,0,,,,,,,0,
4,1952,1952-11-16,8,23.009,CLE,,PIT,W 29-28,0,0,,0,2,-2,-1.00,0,0,0,,0,0,,,,,,,0,
5,1952,1952-12-14,12,23.037,CLE,@,NYG,L 34-37,1,8,8.00,0,2,13,6.50,0,0,0,,0,0,,,,,,,0,
6,1953,1953-09-27,1,23.324,CLE,@,GNB,W 27-0,6,97,16.17,0,6,27,4.50,0,0,0,,0,0,,,,,,,0,
7,1953,1953-10-04,2,23.331,CLE,@,CRD,W 27-7,3,71,23.67,1,3,2,0.67,0,0,0,,0,0,,,,,,,1,
8,1953,1953-10-10,3,23.337,CLE,,PHI,W 37-13,4,37,9.25,0,3,1,0.33,0,0,0,,0,0,,,,,,,0,
9,1953,1953-10-18,4,23.345,CLE,@,WAS,W 30-14,3,44,14.67,0,7,101,14.43,0,0,0,,0,0,,,,,,,0,
10,1953,1953-11-01,6,23.359,CLE,,WAS,W 27-3,2,26,13.00,0,8,29,3.63,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,
11,1953,1953-11-08,7,24.001,CLE,,PIT,W 34-16,3,35,11.67,0,9,67,7.44,1,0,0,,0,0,,,,,,,1,
12,1953,1953-11-15,8,24.008,CLE,,SFO,W 23-21,4,91,22.75,1,8,9,1.13,0,0,0,,0,0,,,,,,,1,
