ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1996,1996-12-08,14,23.144,MIA,,NYG,L 7-17,,,,,,,,,
2,1996,1996-12-16,15,23.152,MIA,,BUF,W 16-14,,,,,,,,,
3,1997,1997-08-31,1,24.045,MIA,,IND,W 16-10,,,,,,,,,
4,1997,1997-09-07,2,24.052,MIA,,TEN,W 16-13,,,,,,,,,
5,1997,1997-09-14,3,24.059,MIA,@,GNB,L 18-23,,,,,,,,,
6,1997,1997-09-21,4,24.066,MIA,@,TAM,L 21-31,,,,,,,,,
7,1997,1997-10-05,5,24.080,MIA,,KAN,W 17-14,,,,,,,,,
8,1997,1997-10-12,6,24.087,MIA,@,NYJ,W 31-20,,,,,,,,,
9,1997,1997-10-27,8,24.102,MIA,,CHI,L 33-36,,,,,,,,,
10,1997,1997-11-02,9,24.108,MIA,@,BUF,L 6-9,,,,,,,,,
11,1997,1997-11-09,10,24.115,MIA,,NYJ,W 24-17,,,,,,,,,
12,1997,1997-11-17,11,24.123,MIA,,BUF,W 30-13,,0,0,,0,1.0,0,0,0
13,1997,1997-11-23,12,24.129,MIA,@,NWE,L 24-27,,,,,,,,,
14,1997,1997-11-30,13,24.136,MIA,@,OAK,W 34-16,,0,0,,0,1.0,0,0,0
15,1997,1997-12-07,14,24.143,MIA,,DET,W 33-30,,,,,,,,,
16,1997,1997-12-14,15,24.150,MIA,@,IND,L 0-41,,,,,,,,,
17,1997,1997-12-22,16,24.158,MIA,,NWE,L 12-14,,,,,,,,,
18,1998,1998-09-06,1,25.051,MIA,@,IND,W 24-15,,,,,,,,,
19,1998,1998-09-13,2,25.058,MIA,,BUF,W 13-7,,,,,,,,,
20,1998,1998-09-20,3,25.065,MIA,,PIT,W 21-0,,,,,,,,,
21,1998,1998-10-04,4,25.079,MIA,@,NYJ,L 9-20,,,,,,,,,
22,1998,1998-10-12,5,25.087,MIA,@,JAX,L 21-28,,,,,,,,,
23,1998,1998-10-18,6,25.093,MIA,,STL,W 14-0,,,,,,,,,
24,1998,1998-10-25,7,25.100,MIA,,NWE,W 12-9,,,,,,,,,
25,1998,1998-11-01,8,25.107,MIA,@,BUF,L 24-30,,,,,,,,,
26,1998,1998-11-08,9,25.114,MIA,,IND,W 27-14,,,,,,,,,
27,1998,1998-11-15,10,25.121,MIA,@,CAR,W 13-9,,,,,,,,,
28,1998,1998-11-23,11,25.129,MIA,@,NWE,L 23-26,,,,,,,,,
29,1998,1998-11-29,12,25.135,MIA,,NOR,W 30-10,,,,,,,,,
30,1998,1998-12-06,13,25.142,MIA,@,OAK,W 27-17,,,,,,,,,
31,1998,1998-12-13,14,25.149,MIA,,NYJ,L 16-21,,,,,,,,,
32,1998,1998-12-21,15,25.157,MIA,,DEN,W 31-21,,0,0,,0,0.0,1,0,0
33,1998,1998-12-27,16,25.163,MIA,@,ATL,L 16-38,,,,,,,,,
34,1999,1999-09-13,1,26.058,MIA,@,DEN,W 38-21,,,,,,,,,
35,1999,1999-09-19,2,26.064,MIA,,ARI,W 19-16,,0,0,,0,1.0,0,0,0
36,1999,1999-10-04,3,26.079,MIA,,BUF,L 18-23,,2,43,21.50,0,0.0,0,0,0
37,1999,1999-10-10,4,26.085,MIA,@,IND,W 34-31,,1,7,7.00,0,0.0,0,0,0
38,1999,1999-10-17,5,26.092,MIA,@,NWE,W 31-30,,,,,,,,,
39,1999,1999-10-24,6,26.099,MIA,,PHI,W 16-13,,,,,,,,,
40,1999,1999-10-31,7,26.106,MIA,@,OAK,W 16-9,,,,,,,,,
41,1999,1999-11-07,8,26.113,MIA,,TEN,W 17-0,,0,0,,0,1.0,0,0,0
42,1999,1999-11-14,9,26.120,MIA,@,BUF,L 3-23,,,,,,,,,
43,1999,1999-11-21,10,26.127,MIA,,NWE,W 27-17,,0,0,,0,1.0,1,13,0
44,1999,1999-11-25,11,26.131,MIA,@,DAL,L 0-20,,,,,,,,,
45,1999,1999-12-05,12,26.141,MIA,,IND,L 34-37,,,,,,,,,
46,1999,1999-12-12,13,26.148,MIA,@,NYJ,L 20-28,,,,,,,,,
47,1999,1999-12-19,14,26.155,MIA,,SDG,W 12-9,,,,,,,,,
48,1999,1999-12-27,15,26.163,MIA,,NYJ,L 31-38,*,,,,,,,,
49,1999,2000-01-02,16,26.169,MIA,@,WAS,L 10-21,,,,,,,,,
50,2000,2000-09-03,1,27.048,MIA,,SEA,W 23-0,,,,,,,,,
51,2000,2000-09-10,2,27.055,MIA,@,MIN,L 7-13,,,,,,,,,
52,2000,2000-09-17,3,27.062,MIA,,BAL,W 19-6,,,,,,,,,
53,2000,2000-09-24,4,27.069,MIA,,NWE,W 10-3,,,,,,,,,
54,2000,2000-10-01,5,27.076,MIA,@,CIN,W 31-16,,,,,,,,,
55,2000,2000-10-08,6,27.083,MIA,,BUF,W 22-13,,0,0,,0,0.0,1,19,0
56,2000,2000-10-23,7,27.098,MIA,@,NYJ,L 37-40,*,,,,,,,,
57,2000,2000-10-29,8,27.104,MIA,,GNB,W 28-20,,,,,,,,,
58,2000,2000-11-05,9,27.111,MIA,@,DET,W 23-8,,,,,,,,,
59,2000,2000-11-12,10,27.118,MIA,@,SDG,W 17-7,,0,0,,0,0.5,0,0,0
60,2000,2000-11-19,11,27.125,MIA,,NYJ,L 3-20,,,,,,,,,
61,2000,2000-11-26,12,27.132,MIA,@,IND,W 17-14,,,,,,,,,
62,2000,2000-12-03,13,27.139,MIA,@,BUF,W 33-6,,,,,,,,,
63,2000,2000-12-10,14,27.146,MIA,,TAM,L 13-16,,,,,,,,,
64,2000,2000-12-17,15,27.153,MIA,,IND,L 13-20,,,,,,,,,
65,2000,2000-12-24,16,27.160,MIA,@,NWE,W 27-24,,,,,,,,,
66,2001,2002-01-06,16,28.173,NOR,,SFO,L 0-38,,,,,,,,,
67,2002,2002-09-15,2,29.060,NOR,,GNB,W 35-20,,,,,,,,,
68,2002,2002-09-22,3,29.067,NOR,@,CHI,W 29-23,,,,,,,,,
69,2002,2002-09-29,4,29.074,NOR,@,DET,L 21-26,,,,,,,,,
70,2002,2002-10-06,5,29.081,NOR,,PIT,W 32-29,,,,,,,,,
71,2002,2002-10-13,6,29.088,NOR,@,WAS,W 43-27,,,,,,,,,
72,2002,2002-10-20,7,29.095,NOR,,SFO,W 35-27,,,,,,,,,
73,2002,2002-10-27,8,29.102,NOR,,ATL,L 35-37,,,,,,,,,
74,2002,2002-12-01,12,29.137,SDG,,DEN,W 30-27,,,,,,,,,
75,2002,2002-12-08,13,29.144,SDG,,OAK,L 7-27,,,,,,,,,
76,2002,2002-12-15,14,29.151,SDG,@,BUF,L 13-20,,,,,,,,,
