ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1961,1961-10-01,3,22.081,SFO,@,DET,W 49-0,1,1,1.00,1,0,0,,0,1,6
2,1961,1961-10-08,4,22.088,SFO,,RAM,W 35-0,4,14,3.50,0,0,0,,0,0,0
3,1961,1961-10-29,7,22.109,SFO,@,PIT,L 10-20,0,0,,0,1,20,20.00,0,0,0
4,1961,1961-11-19,10,22.130,SFO,,CHI,W 41-31,1,4,4.00,0,1,13,13.00,0,0,0
5,1961,1961-11-26,11,22.137,SFO,,MIN,W 38-28,2,-2,-1.00,0,0,0,,0,0,0
6,1961,1961-12-03,12,22.144,SFO,@,BAL,L 17-20,0,0,,0,1,11,11.00,0,0,0
7,1962,1962-10-14,5,23.094,SFO,@,CHI,W 34-27,2,-2,-1.00,0,0,0,,0,0,0
8,1962,1962-10-21,6,23.101,SFO,@,GNB,L 13-31,0,0,,0,1,17,17.00,0,0,0
9,1963,1963-11-24,11,24.135,SFO,@,GNB,L 10-28,0,0,,0,2,8,4.00,0,0,0
