ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1964,1964-09-13,1,23.033,RAM,@,PIT,W 26-14,*,8,23,34.78,55,1,0,58.1,0,0,2.39,3.26,2,21,10.50,0,0,0,,0,0,0
2,1964,1964-09-19,2,23.039,RAM,,DET,T 17-17,*,18,32,56.25,224,2,2,72.9,0,0,7.00,5.44,2,5,2.50,0,0,0,,0,0,0
3,1964,1964-09-27,3,23.047,RAM,,MIN,W 22-13,*,9,18,50.00,170,1,1,78.5,0,0,9.44,8.06,0,0,,0,0,0,,0,0,0
4,1964,1964-10-04,4,23.054,RAM,@,BAL,L 20-35,*,18,32,56.25,256,1,1,79.7,0,0,8.00,7.22,2,31,15.50,0,0,0,,0,0,0
5,1964,1964-10-11,5,23.061,RAM,@,CHI,L 17-38,*,4,15,26.67,42,0,4,0.0,0,0,2.80,-9.20,1,0,0.00,0,0,0,,0,0,0
6,1964,1964-11-01,8,23.082,RAM,@,DET,L 17-37,,3,7,42.86,46,0,1,25.6,0,0,6.57,0.14,0,0,,0,0,0,,0,0,0
7,1964,1964-11-08,9,23.089,RAM,,PHI,W 20-10,,3,6,50.00,87,0,0,95.8,0,0,14.50,14.50,1,9,9.00,0,0,0,,0,0,0
8,1964,1964-11-22,11,23.103,RAM,,BAL,L 7-24,,7,11,63.64,92,1,0,120.3,0,0,8.36,10.18,3,10,3.33,0,0,0,,0,0,0
9,1964,1964-11-29,12,23.110,RAM,@,MIN,L 13-34,*,11,27,40.74,166,1,2,43.1,0,0,6.15,3.56,6,62,10.33,0,0,0,,0,0,0
10,1964,1964-12-06,13,23.117,RAM,@,SFO,L 7-28,*,19,36,52.78,245,1,2,60.5,0,0,6.81,4.86,1,4,4.00,0,0,0,,0,0,0
11,1964,1964-12-13,14,23.124,RAM,,GNB,T 24-24,*,8,16,50.00,150,1,2,64.1,0,0,9.38,5.00,1,8,8.00,0,0,0,,0,0,0
12,1965,1965-09-19,1,24.039,RAM,@,DET,L 0-20,*,8,19,42.11,85,0,3,16.2,0,0,4.47,-2.63,4,16,4.00,0,0,0,,0,0,0
