ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2002,2002-09-22,3,22.163,DET,,GNB,L 31-37,,0,0,,0,0,0,0,,0,0.0%,,6,149,24.83,0,2,0,0.00,0,0,0
2,2002,2002-11-10,9,22.212,DET,@,GNB,L 14-40,,0,0,,0,0,0,0,,0,0.0%,,1,32,32.00,0,1,0,0.00,0,0,0
3,2002,2002-11-17,10,22.219,DET,,NYJ,L 14-31,,0,0,,0,0,0,0,,0,0.0%,,6,160,26.67,0,1,0,0.00,0,0,0
4,2002,2002-11-24,11,22.226,DET,@,CHI,L 17-20,,0,0,,0,0,0,0,,0,0.0%,,2,39,19.50,0,3,29,9.67,0,0,0
5,2002,2002-11-28,12,22.230,DET,,NWE,L 12-20,,1,23,23.00,0,1,1,-2,-2.00,0,100.0%,-2.00,3,42,14.00,0,1,0,0.00,0,0,0
6,2002,2002-12-08,13,22.240,DET,@,ARI,L 20-23,,1,-2,-2.00,0,1,1,-1,-1.00,0,100.0%,-1.00,4,100,25.00,0,5,100,20.00,1,1,6
7,2002,2002-12-15,14,22.247,DET,,TAM,L 20-23,,0,0,,0,0,0,0,,0,0.0%,,5,197,39.40,0,3,4,1.33,0,0,0
8,2002,2002-12-22,15,22.254,DET,@,ATL,L 15-36,,0,0,,0,0,0,0,,0,0.0%,,6,178,29.67,0,1,0,0.00,0,0,0
9,2002,2002-12-29,16,22.261,DET,,MIN,L 36-38,,2,17,8.50,0,1,0,0,,0,0.0%,0.00,7,142,20.29,0,1,5,5.00,0,0,0
10,2003,2003-09-07,1,23.148,DET,,ARI,W 42-24,,0,0,,0,0,0,0,,0,0.0%,,5,119,23.80,0,3,77,25.67,1,1,6
11,2003,2003-09-14,2,23.155,DET,@,GNB,L 6-31,,0,0,,0,0,0,0,,0,0.0%,,5,115,23.00,0,2,8,4.00,0,0,0
12,2003,2003-09-21,3,23.162,DET,,MIN,L 13-23,,1,1,1.00,0,0,0,0,,0,0.0%,,4,89,22.25,0,1,26,26.00,0,0,0
13,2003,2003-11-27,12,23.229,DET,,GNB,W 22-14,,0,0,,0,0,0,0,,0,0.0%,,2,44,22.00,0,1,7,7.00,0,0,0
14,2003,2003-12-07,13,23.239,DET,,SDG,L 7-14,,0,0,,0,0,0,0,,0,0.0%,,3,54,18.00,0,5,33,6.60,0,0,0
15,2003,2003-12-28,16,23.260,DET,,STL,W 30-20,,0,0,,0,0,0,0,,0,0.0%,,2,48,24.00,0,0,0,,0,0,0
16,2004,2004-09-12,1,24.153,DET,@,CHI,W 20-16,,0,0,,0,0,0,0,,0,0.0%,,3,74,24.67,0,1,2,2.00,0,0,0
17,2004,2004-09-19,2,24.160,DET,,HOU,W 28-16,,0,0,,0,0,0,0,,0,0.0%,,4,157,39.25,1,0,0,,0,1,6
18,2004,2004-09-26,3,24.167,DET,,PHI,L 13-30,,0,0,,0,0,0,0,,0,0.0%,,7,192,27.43,0,2,9,4.50,0,0,0
19,2004,2004-10-10,4,24.181,DET,@,ATL,W 17-10,,0,0,,0,0,0,0,,0,0.0%,,2,34,17.00,0,2,2,1.00,0,0,0
20,2004,2004-10-17,5,24.188,DET,,GNB,L 10-38,,0,0,,0,0,0,0,,0,0.0%,,6,182,30.33,0,2,48,24.00,0,0,0
21,2004,2004-10-24,6,24.195,DET,@,NYG,W 28-13,,0,0,,0,0,0,0,,0,0.0%,,2,39,19.50,0,1,-2,-2.00,0,0,0
22,2004,2004-10-31,7,24.202,DET,@,DAL,L 21-31,,0,0,,0,0,0,0,,0,0.0%,,5,86,17.20,0,1,25,25.00,0,0,0
23,2004,2004-11-07,8,24.209,DET,,WAS,L 10-17,,0,0,,0,0,0,0,,0,0.0%,,3,57,19.00,0,5,21,4.20,0,0,0
24,2004,2004-11-14,9,24.216,DET,@,JAX,L 17-23,,0,0,,0,0,0,0,,0,0.0%,,2,58,29.00,0,6,199,33.17,2,2,12
