ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
25,2004,2004-11-21,10,24.223,DET,@,MIN,L 19-22,*,1,9,9.00,0,0,0,0,,0,0.0%,,4,156,39.00,1,3,12,4.00,0,1,6
26,2004,2004-11-25,11,24.227,DET,,IND,L 9-41,,0,0,,0,0,0,0,,0,0.0%,,3,57,19.00,0,1,0,0.00,0,0,0
27,2005,2005-09-11,1,25.152,DET,,GNB,W 17-3,,0,0,,0,0,0,0,,0,0.0%,,2,29,14.50,0,6,12,2.00,0,0,0
28,2005,2005-09-18,2,25.159,DET,@,CHI,L 6-38,,1,-3,-3.00,0,0,0,0,,0,0.0%,,6,159,26.50,0,2,20,10.00,0,0,0
29,2005,2005-10-02,3,25.173,DET,@,TAM,L 13-17,,0,0,,0,0,0,0,,0,0.0%,,2,26,13.00,0,3,17,5.67,0,0,0
30,2005,2005-10-09,4,25.180,DET,,BAL,W 35-17,,0,0,,0,0,0,0,,0,0.0%,,1,15,15.00,0,0,0,,0,0,0
31,2005,2005-10-30,7,25.201,DET,,CHI,L 13-19,,0,0,,0,0,0,0,,0,0.0%,,5,96,19.20,0,3,6,2.00,0,0,0
32,2005,2005-11-06,8,25.208,DET,@,MIN,L 14-27,,0,0,,0,0,0,0,,0,0.0%,,6,122,20.33,0,2,12,6.00,0,0,0
33,2005,2005-11-13,9,25.215,DET,,ARI,W 29-21,,0,0,,0,0,0,0,,0,0.0%,,4,106,26.50,0,1,13,13.00,0,0,0
34,2005,2005-11-20,10,25.222,DET,@,DAL,L 7-20,,0,0,,0,0,0,0,,0,0.0%,,4,79,19.75,0,1,-6,-6.00,0,0,0
35,2005,2005-11-24,11,25.226,DET,,ATL,L 7-27,,0,0,,0,0,0,0,,0,0.0%,,5,101,20.20,0,2,13,6.50,0,0,0
36,2005,2005-12-04,12,25.236,DET,,MIN,L 16-21,,0,0,,0,0,0,0,,0,0.0%,,3,68,22.67,0,3,69,23.00,0,0,0
37,2005,2005-12-24,15,25.256,DET,@,NOR,W 13-12,,0,0,,0,0,0,0,,0,0.0%,,5,150,30.00,0,1,0,0.00,0,0,0
38,2005,2006-01-01,16,25.264,DET,@,PIT,L 21-35,,0,0,,0,0,0,0,,0,0.0%,,6,126,21.00,0,2,1,0.50,0,0,0
39,2006,2006-09-10,1,26.151,DET,,SEA,L 6-9,,1,4,4.00,0,3,1,2,2.00,0,33.3%,0.67,2,38,19.00,0,3,10,3.33,0,0,0
40,2006,2006-09-17,2,26.158,DET,@,CHI,L 7-34,,0,0,,0,2,1,8,8.00,0,50.0%,4.00,4,66,16.50,0,1,5,5.00,0,0,0
41,2006,2006-09-24,3,26.165,DET,,GNB,L 24-31,,0,0,,0,1,0,0,,0,0.0%,0.00,5,117,23.40,0,4,26,6.50,0,0,0
42,2006,2006-10-01,4,26.172,DET,@,STL,L 34-41,,0,0,,0,0,0,0,,0,0.0%,,6,210,35.00,0,1,2,2.00,0,0,0
43,2006,2006-10-08,5,26.179,DET,@,MIN,L 17-26,,0,0,,0,4,0,0,,0,0.0%,0.00,5,102,20.40,0,2,41,20.50,0,0,0
44,2006,2006-10-15,6,26.186,DET,,BUF,W 20-17,,0,0,,0,0,0,0,,0,0.0%,,3,55,18.33,0,1,16,16.00,0,0,0
45,2006,2006-10-22,7,26.193,DET,@,NYJ,L 24-31,,0,0,,0,0,0,0,,0,0.0%,,5,103,20.60,0,0,0,,0,0,0
46,2006,2006-11-05,8,26.207,DET,,ATL,W 30-14,,0,0,,0,0,0,0,,0,0.0%,,3,64,21.33,0,2,30,15.00,0,0,0
47,2006,2006-11-12,9,26.214,DET,,SFO,L 13-19,,0,0,,0,0,0,0,,0,0.0%,,6,146,24.33,0,2,16,8.00,0,0,0
48,2006,2006-11-19,10,26.221,DET,@,ARI,L 10-17,,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,1,5,5.00,0,0,0
49,2006,2006-12-03,12,26.235,DET,@,NWE,L 21-28,,0,0,,0,0,0,0,,0,0.0%,,6,106,17.67,0,1,0,0.00,0,0,0
50,2006,2006-12-10,13,26.242,DET,,MIN,L 20-30,,0,0,,0,0,0,0,,0,0.0%,,6,135,22.50,0,4,51,12.75,0,0,0
51,2006,2006-12-17,14,26.249,DET,@,GNB,L 9-17,,0,0,,0,0,0,0,,0,0.0%,,4,68,17.00,0,4,22,5.50,0,0,0
52,2006,2006-12-31,16,26.263,DET,@,DAL,W 39-31,,0,0,,0,0,0,0,,0,0.0%,,6,121,20.17,0,2,72,36.00,0,0,0
53,2007,2007-09-09,1,27.150,KAN,@,HOU,L 3-20,,0,0,,0,0,0,0,,0,0.0%,,3,79,26.33,0,3,19,6.33,0,0,0
54,2007,2007-09-16,2,27.157,KAN,@,CHI,L 10-20,,0,0,,0,0,0,0,,0,0.0%,,5,96,19.20,0,2,22,11.00,0,0,0
55,2007,2007-09-23,3,27.164,KAN,,MIN,W 13-10,,1,-3,-3.00,0,0,0,0,,0,0.0%,,2,55,27.50,0,2,18,9.00,0,0,0
56,2007,2007-09-30,4,27.171,KAN,@,SDG,W 30-16,,0,0,,0,0,0,0,,0,0.0%,,3,50,16.67,0,0,0,,0,0,0
57,2007,2007-10-07,5,27.178,KAN,,JAX,L 7-17,,0,0,,0,0,0,0,,0,0.0%,,3,54,18.00,0,0,0,,0,0,0
58,2007,2007-10-14,6,27.185,KAN,,CIN,W 27-20,,0,0,,0,0,0,0,,0,0.0%,,2,45,22.50,0,4,37,9.25,0,0,0
59,2007,2007-10-21,7,27.192,KAN,@,OAK,W 12-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,7,52,7.43,0,0,0
60,2007,2007-11-04,8,27.206,KAN,,GNB,L 22-33,,0,0,,0,0,0,0,,0,0.0%,,6,126,21.00,0,2,14,7.00,0,0,0
61,2007,2007-11-11,9,27.213,KAN,,DEN,L 11-27,,0,0,,0,0,0,0,,0,0.0%,,4,73,18.25,0,4,14,3.50,0,0,0
62,2007,2007-12-16,14,27.248,KAN,,TEN,L 17-26,,0,0,,0,0,0,0,,0,0.0%,,1,39,39.00,0,2,6,3.00,0,0,0
63,2007,2007-12-23,15,27.255,KAN,@,DET,L 20-25,,0,0,,0,0,0,0,,0,0.0%,,5,97,19.40,0,1,4,4.00,0,0,0
64,2007,2007-12-30,16,27.262,KAN,@,NYJ,L 10-13,,0,0,,0,0,0,0,,0,0.0%,,3,71,23.67,0,5,36,7.20,0,0,0
