ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1966,1966-09-11,1,22.173,PHI,@,STL,L 13-16,2,28,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
2,1966,1966-09-18,2,22.180,PHI,,ATL,W 23-10,2,38,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
3,1966,1966-10-02,4,22.194,PHI,,STL,L 10-41,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
4,1966,1966-10-09,5,22.201,PHI,@,DAL,L 7-56,2,30,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
5,1966,1966-10-16,6,22.208,PHI,@,PIT,W 31-14,2,10,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
6,1966,1966-10-23,7,22.215,PHI,@,NYG,W 31-3,1,4,4.00,0,0,0,,0,0,0,,0,2,40,20.00,0,0,0
7,1966,1966-10-30,8,22.222,PHI,,WAS,L 13-27,3,12,4.00,0,0,0,,0,1,0,0.00,0,1,18,18.00,0,0,0
8,1966,1966-11-06,9,22.229,PHI,,DAL,W 24-23,0,0,,0,0,0,,0,0,0,,0,3,-13,-4.33,0,0,0
9,1966,1966-11-13,10,22.236,PHI,@,CLE,L 7-27,0,0,,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
10,1966,1966-12-11,13,22.264,PHI,,CLE,W 33-21,0,0,,0,0,0,,0,0,0,,0,1,2,2.00,0,0,0
11,1966,1966-12-18,14,22.271,PHI,@,WAS,W 37-28,0,0,,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
12,1967,1967-09-17,1,23.179,PHI,,WAS,W 35-24,5,100,20.00,0,0,0,,0,1,33,33.00,0,0,0,,0,0,0
13,1967,1967-09-24,2,23.186,PHI,,BAL,L 6-38,1,20,20.00,0,0,0,,0,1,23,23.00,0,0,0,,0,0,0
14,1967,1967-10-01,3,23.193,PHI,,PIT,W 34-24,8,187,23.38,2,0,0,,0,2,66,33.00,0,0,0,,0,2,12
15,1967,1967-10-08,4,23.200,PHI,@,ATL,W 38-7,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
16,1967,1967-10-15,5,23.207,PHI,,SFO,L 27-28,6,150,25.00,1,0,0,,0,1,26,26.00,0,0,0,,0,1,6
17,1967,1967-10-22,6,23.214,PHI,@,STL,L 14-48,6,197,32.83,1,0,0,,0,0,0,,0,0,0,,0,1,6
18,1967,1967-10-29,7,23.221,PHI,,DAL,W 21-14,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
19,1967,1967-11-05,8,23.228,PHI,@,NOR,L 24-31,4,56,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
20,1967,1967-11-12,9,23.235,PHI,@,RAM,L 17-33,4,85,21.25,0,0,0,,0,0,0,,0,0,0,,0,0,0
21,1967,1967-11-19,10,23.242,PHI,,NOR,W 48-21,3,88,29.33,2,0,0,,0,1,37,37.00,0,0,0,,0,2,12
22,1967,1967-11-26,11,23.249,PHI,@,NYG,L 7-44,4,30,7.50,0,0,0,,0,2,37,18.50,0,0,0,,0,0,0
23,1967,1967-12-03,12,23.256,PHI,@,WAS,T 35-35,5,151,30.20,2,0,0,,0,1,14,14.00,0,0,0,,0,2,12
24,1967,1967-12-10,13,23.263,PHI,@,DAL,L 17-38,7,65,9.29,1,0,0,,0,0,0,,0,0,0,,0,1,6
