ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2015,2015-09-13,1,24.187,NOR,@,ARI,L 19-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,2,2.00,0,0,0
2,2015,2015-09-20,2,24.194,NOR,,TAM,L 19-26,,0,0,,0,0,0,0,,0,0.0%,,1,23,23.00,0,1,0,0.00,0,0,0
3,2015,2015-09-27,3,24.201,NOR,@,CAR,L 22-27,,0,0,,0,0,0,0,,0,0.0%,,3,72,24.00,0,2,82,41.00,1,1,6
4,2015,2015-10-04,4,24.208,NOR,,DAL,W 26-20,,0,0,,0,0,0,0,,0,0.0%,,1,34,34.00,0,3,34,11.33,0,0,0
5,2015,2015-10-11,5,24.215,NOR,@,PHI,L 17-39,,0,0,,0,0,0,0,,0,0.0%,,3,66,22.00,0,1,1,1.00,0,0,0
6,2015,2015-10-15,6,24.219,NOR,,ATL,W 31-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,12,6.00,0,0,0
7,2015,2015-10-25,7,24.229,NOR,@,IND,W 27-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,8,44,5.50,0,0,0
8,2015,2015-11-01,8,24.236,NOR,,NYG,W 52-49,,0,0,,0,0,0,0,,0,0.0%,,1,23,23.00,0,2,30,15.00,0,0,0
9,2015,2015-11-08,9,24.243,NOR,,TEN,L 28-34,,0,0,,0,0,0,0,,0,0.0%,,3,82,27.33,0,3,21,7.00,0,0,0
10,2015,2015-11-15,10,24.250,NOR,@,WAS,L 14-47,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,10,10.00,0,0,0
11,2015,2015-11-29,11,24.264,NOR,@,HOU,L 6-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,1,12,12.00,0,0,0
12,2015,2015-12-06,12,24.271,NOR,,CAR,L 38-41,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,2,7,3.50,0,0,0
13,2015,2015-12-13,13,24.278,NOR,@,TAM,W 24-17,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,1,6,6.00,0,0,0
14,2016,2016-09-11,1,25.185,NOR,,OAK,L 34-35,,0,0,,0,0,0,0,,0,0.0%,,5,86,17.20,0,2,11,5.50,0,0,0
15,2016,2016-09-26,3,25.200,NOR,,ATL,L 32-45,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
16,2016,2016-11-17,10,25.252,NOR,@,CAR,L 20-23,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,2,19,9.50,0,4,46,11.50,0,0,0
17,2017,2017-12-31,16,26.296,BUF,@,MIA,W 22-16,,7,41,5.86,0,2,2,7,3.50,0,100.0%,3.50,1,18,18.00,0,0,0,,0,0,0
18,2018,2018-09-09,1,27.183,BUF,@,BAL,L 3-47,,6,31,5.17,0,2,0,0,,0,0.0%,0.00,5,165,33.00,0,1,9,9.00,0,0,0
19,2018,2018-09-16,2,27.190,BUF,,LAC,L 20-31,,3,6,2.00,0,5,1,7,7.00,0,20.0%,1.40,2,48,24.00,0,1,6,6.00,0,0,0
20,2018,2018-09-23,3,27.197,BUF,@,MIN,W 27-6,,8,33,4.13,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0
