ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,22.364,NWE,,KAN,W 17-10,,0,0,,0,0,0,0,,0,0.0%,,1,0,0.00,0,0.0,0,0
2,2008,2008-09-14,2,23.005,NWE,@,NYJ,W 19-10,,,,,,,,,,,0.0%,,,,,,,,
3,2008,2008-09-21,3,23.012,NWE,,MIA,L 13-38,,,,,,0,,,,,0.0%,,,,,,,,
4,2008,2008-10-05,4,23.026,NWE,@,SFO,W 30-21,,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,0.0,0,0
5,2008,2008-10-12,5,23.033,NWE,@,SDG,L 10-30,,0,0,,0,0,0,0,,0,0.0%,,3,71,23.67,0,0.0,0,0
6,2008,2008-10-20,6,23.041,NWE,,DEN,W 41-7,,0,0,,0,0,0,0,,0,0.0%,,1,28,28.00,0,0.0,0,0
7,2008,2008-11-09,9,23.061,NWE,,BUF,W 20-10,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0.0,0,1
8,2008,2008-11-13,10,23.065,NWE,,NYJ,L 31-34,,0,0,,0,0,0,0,,0,0.0%,,1,0,0.00,0,0.0,0,0
9,2008,2008-11-23,11,23.075,NWE,@,MIA,W 48-28,,0,0,,0,1,0,0,,0,0.0%,0.00,2,24,12.00,0,0.0,0,0
10,2008,2008-11-30,12,23.082,NWE,,PIT,L 10-33,,0,0,,0,0,0,0,,0,0.0%,,2,14,7.00,0,0.0,0,0
11,2008,2008-12-07,13,23.089,NWE,@,SEA,W 24-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
12,2008,2008-12-14,14,23.096,NWE,@,OAK,W 49-26,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
13,2008,2008-12-21,15,23.103,NWE,,ARI,W 47-7,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0.0,1,0
14,2008,2008-12-28,16,23.110,NWE,@,BUF,W 13-0,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
15,2009,2009-09-27,3,24.018,NWE,,ATL,W 26-10,,,,,,,,,,,0.0%,,,,,,,,
