ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
16,2009,2009-10-04,4,24.025,NWE,,BAL,W 27-21,,,,,,,,,,,0.0%,,,,,,,,
17,2009,2009-10-11,5,24.032,NWE,@,DEN,L 17-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,1
18,2009,2009-10-18,6,24.039,NWE,,TEN,W 59-0,,,,,,,,,,,0.0%,,,,,,,,
19,2009,2009-10-25,7,24.046,NWE,@,TAM,W 35-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
20,2009,2009-11-08,8,24.060,NWE,,MIA,W 27-17,,,,,,,,,,,0.0%,,,,,,,,
21,2009,2009-11-15,9,24.067,NWE,@,IND,L 34-35,,0,0,,0,0,0,0,,0,0.0%,,3,82,27.33,0,0.0,0,0
22,2009,2009-11-22,10,24.074,NWE,,NYJ,W 31-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
23,2009,2009-11-30,11,24.082,NWE,@,NOR,L 17-38,,0,0,,0,0,0,0,,0,0.0%,,3,80,26.67,0,0.0,0,0
24,2009,2009-12-06,12,24.088,NWE,@,MIA,L 21-22,,0,0,,0,0,0,0,,0,0.0%,,2,38,19.00,0,0.0,0,0
25,2009,2009-12-13,13,24.095,NWE,,CAR,W 20-10,,,,,,,,,,,0.0%,,,,,,,,
26,2009,2009-12-20,14,24.102,NWE,@,BUF,W 17-10,,1,6,6.00,0,0,0,0,,0,0.0%,,1,7,7.00,0,0.0,0,0
27,2009,2009-12-27,15,24.109,NWE,,JAX,W 35-7,,,,,,,,,,,0.0%,,,,,,,,
28,2009,2010-01-03,16,24.116,NWE,@,HOU,L 27-34,,0,0,,0,0,0,0,,0,0.0%,,2,62,31.00,0,0.0,0,0
29,2010,2010-09-12,1,25.003,NWE,,CIN,W 38-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,1
30,2010,2010-09-19,2,25.010,NWE,@,NYJ,L 14-28,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
31,2010,2010-09-26,3,25.017,NWE,,BUF,W 38-30,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0.0,0,0
32,2010,2010-10-04,4,25.025,NWE,@,MIA,W 41-14,,,,,,,,,,,0.0%,,,,,,,,
33,2010,2010-10-17,5,25.038,NWE,,BAL,W 23-20,,,,,,,,,,,0.0%,,,,,,,,
34,2010,2010-10-24,6,25.045,NWE,@,SDG,W 23-20,,,,,,,,,,,0.0%,,,,,,,,
35,2010,2010-11-07,8,25.059,NWE,@,CLE,L 14-34,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
36,2010,2010-11-14,9,25.066,NWE,@,PIT,W 39-26,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
37,2010,2010-11-21,10,25.073,NWE,,IND,W 31-28,,,,,,,,,,,0.0%,,,,,,,,
38,2010,2010-11-25,11,25.077,NWE,@,DET,W 45-24,,,,,,,,,,,0.0%,,,,,,,,
39,2010,2010-12-06,12,25.088,NWE,,NYJ,W 45-3,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
40,2010,2010-12-12,13,25.094,NWE,@,CHI,W 36-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
41,2010,2010-12-19,14,25.101,NWE,,GNB,W 31-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
42,2010,2010-12-26,15,25.108,NWE,@,BUF,W 34-3,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
43,2010,2011-01-02,16,25.115,NWE,,MIA,W 38-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
44,2011,2011-09-12,1,26.003,NWE,@,MIA,W 38-24,,0,0,,0,2,1,46,46.00,0,50.0%,23.00,1,22,22.00,0,0.0,0,0
45,2011,2011-09-18,2,26.009,NWE,,SDG,W 35-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
46,2011,2011-09-25,3,26.016,NWE,@,BUF,L 31-34,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
47,2011,2011-10-02,4,26.023,NWE,@,OAK,W 31-19,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0.0,0,1
48,2011,2011-10-09,5,26.030,NWE,,NYJ,W 30-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
49,2011,2011-10-16,6,26.037,NWE,,DAL,W 20-16,,0,0,,0,0,0,0,,0,0.0%,,1,22,22.00,0,0.0,0,0
50,2011,2011-10-30,7,26.051,NWE,@,PIT,L 17-25,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
51,2011,2011-11-06,8,26.058,NWE,,NYG,L 20-24,,0,0,,0,0,0,0,,0,0.0%,,1,10,10.00,0,0.0,0,0
52,2011,2011-11-13,9,26.065,NWE,@,NYJ,W 37-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,1
53,2011,2011-11-21,10,26.073,NWE,,KAN,W 34-3,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,1
54,2011,2011-11-27,11,26.079,NWE,@,PHI,W 38-20,,,,,,,,,,,0.0%,,,,,,,,
55,2011,2011-12-04,12,26.086,NWE,,IND,W 31-24,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,6,1
56,2011,2011-12-11,13,26.093,NWE,@,WAS,W 34-27,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,1
57,2011,2011-12-18,14,26.100,NWE,@,DEN,W 41-23,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,2,1
58,2011,2011-12-24,15,26.106,NWE,,MIA,W 27-24,,,,,,,,,,,0.0%,,,,,,,,
59,2011,2012-01-01,16,26.114,NWE,,BUF,W 49-21,,0,0,,0,0,0,0,,0,0.0%,,1,14,14.00,0,0.0,0,0
60,2012,2012-09-09,1,27.000,NWE,@,TEN,W 34-13,,0,0,,0,0,0,0,,0,0.0%,,1,19,19.00,0,0.0,0,0
61,2012,2012-09-16,2,27.007,NWE,,ARI,L 18-20,,,,,,,,,,,0.0%,,,,,,,,
62,2012,2012-09-23,3,27.014,NWE,@,BAL,L 30-31,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0.0,0,0
63,2012,2012-09-30,4,27.021,NWE,@,BUF,W 52-28,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0.0,0,0
64,2012,2012-10-07,5,27.028,NWE,,DEN,W 31-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
65,2012,2012-10-14,6,27.035,NWE,@,SEA,L 23-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
66,2012,2012-10-21,7,27.042,NWE,,NYJ,W 29-26,,,,,,,,,,,0.0%,,,,,,,,
67,2012,2012-10-28,8,27.049,NWE,@,STL,W 45-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
68,2012,2012-11-11,9,27.063,NWE,,BUF,W 37-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
69,2012,2012-11-18,10,27.070,NWE,,IND,W 59-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
70,2012,2012-11-22,11,27.074,NWE,@,NYJ,W 49-19,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
71,2012,2012-12-02,12,27.084,NWE,@,MIA,W 23-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,1,0
72,2012,2012-12-10,13,27.092,NWE,,HOU,W 42-14,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0.0,0,0
73,2012,2012-12-16,14,27.098,NWE,,SFO,L 34-41,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
74,2012,2012-12-23,15,27.105,NWE,@,JAX,W 23-16,,0,0,,0,0,0,0,,0,0.0%,,1,20,20.00,0,0.0,0,0
75,2012,2012-12-30,16,27.112,NWE,,MIA,W 28-0,,,,,,,,,,,0.0%,,,,,,,,
76,2013,2013-09-08,1,27.364,NWE,@,BUF,W 23-21,,,,,,,,,,,0.0%,,,,,,,,
77,2013,2013-09-12,2,28.003,NWE,,NYJ,W 13-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,1,0
78,2013,2013-10-20,7,28.041,NWE,@,NYJ,L 27-30,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,1,0
79,2013,2013-10-27,8,28.048,NWE,,MIA,W 27-17,,,,,,,,,,,0.0%,,,,,,,,
80,2013,2013-11-03,9,28.055,NWE,,PIT,W 55-31,,0,0,,0,0,0,0,,0,0.0%,,1,10,10.00,0,0.0,0,2
81,2013,2013-11-18,10,28.070,NWE,@,CAR,L 20-24,,,,,,,,,,,0.0%,,,,,,,,
82,2013,2013-11-24,11,28.076,NWE,,DEN,W 34-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,2,0
83,2013,2013-12-01,12,28.083,NWE,@,HOU,W 34-31,,,,,,,,,,,0.0%,,,,,,,,
84,2013,2013-12-08,13,28.090,NWE,,CLE,W 27-26,,0,0,,0,0,0,0,,0,0.0%,,1,0,0.00,0,0.0,0,0
85,2013,2013-12-15,14,28.097,NWE,@,MIA,L 20-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,2,0
86,2013,2013-12-22,15,28.104,NWE,@,BAL,W 41-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,2,0
87,2013,2013-12-29,16,28.111,NWE,,BUF,W 34-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,1
88,2014,2014-09-07,1,28.363,NWE,@,MIA,L 20-33,,,,,,,,,,,0.0%,,,,,,,,
89,2014,2014-09-14,2,29.005,NWE,@,MIN,W 30-7,,,,,,,,,,,0.0%,,,,,,,,
90,2014,2014-09-21,3,29.012,NWE,,OAK,W 16-9,,0,0,,0,0,0,0,,0,0.0%,,1,26,26.00,0,0.0,3,0
91,2014,2014-09-29,4,29.020,NWE,@,KAN,L 14-41,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,2,1
92,2014,2014-10-05,5,29.026,NWE,,CIN,W 43-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,3,0
93,2014,2014-10-12,6,29.033,NWE,@,BUF,W 37-22,,,,,,,,,,,0.0%,,,,,,,,
94,2014,2014-10-16,7,29.037,NWE,,NYJ,W 27-25,,,,,,,,,,,0.0%,,,,,,,,
95,2014,2014-10-26,8,29.047,NWE,,CHI,W 51-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,1
96,2014,2014-11-02,9,29.054,NWE,,DEN,W 43-21,,,,,,,,,,,0.0%,,,,,,,,
97,2014,2014-11-16,10,29.068,NWE,@,IND,W 42-20,,,,,,,,,,,0.0%,,,,,,,,
98,2014,2014-11-23,11,29.075,NWE,,DET,W 34-9,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,1,0
99,2014,2014-11-30,12,29.082,NWE,@,GNB,L 21-26,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,1,0
100,2014,2014-12-07,13,29.089,NWE,@,SDG,W 23-14,,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,0.0,1,0
101,2014,2014-12-14,14,29.096,NWE,,MIA,W 41-13,,,,,,,,,,,0.0%,,,,,,,,
102,2014,2014-12-21,15,29.103,NWE,@,NYJ,W 17-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,1,1
103,2014,2014-12-28,16,29.110,NWE,,BUF,L 9-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,1,0
104,2015,2015-09-10,1,30.001,NWE,,PIT,W 28-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
105,2015,2015-09-20,2,30.011,NWE,@,BUF,W 40-32,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
106,2015,2015-09-27,3,30.018,NWE,,JAX,W 51-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,1,0
107,2015,2015-10-11,4,30.032,NWE,@,DAL,W 30-6,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0.0,0,0
108,2015,2015-10-18,5,30.039,NWE,@,IND,W 34-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
109,2015,2015-10-25,6,30.046,NWE,,NYJ,W 30-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
110,2015,2015-10-29,7,30.050,NWE,,MIA,W 36-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
111,2015,2015-11-08,8,30.060,NWE,,WAS,W 27-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
112,2015,2015-11-15,9,30.067,NWE,@,NYG,W 27-26,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
113,2015,2015-11-23,10,30.075,NWE,,BUF,W 20-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
114,2015,2015-11-29,11,30.081,NWE,@,DEN,L 24-30,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
115,2015,2015-12-06,12,30.088,NWE,,PHI,L 28-35,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
116,2015,2015-12-13,13,30.095,NWE,@,HOU,W 27-6,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
117,2015,2015-12-20,14,30.102,NWE,,TEN,W 33-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
118,2015,2015-12-27,15,30.109,NWE,@,NYJ,L 20-26,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
119,2015,2016-01-03,16,30.116,NWE,@,MIA,L 10-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
120,2016,2016-09-11,1,31.002,NWE,@,ARI,W 23-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
121,2016,2016-09-18,2,31.009,NWE,,MIA,W 31-24,,0,0,,0,1,0,0,,0,0.0%,0.00,1,18,18.00,0,0.0,0,0
122,2016,2016-09-22,3,31.013,NWE,,HOU,W 27-0,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
123,2016,2016-10-02,4,31.023,NWE,,BUF,L 0-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
124,2016,2016-10-09,5,31.030,NWE,@,CLE,W 33-13,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
125,2016,2016-10-16,6,31.037,NWE,,CIN,W 35-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
126,2016,2016-10-23,7,31.044,NWE,@,PIT,W 27-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
127,2016,2016-10-30,8,31.051,NWE,@,BUF,W 41-25,,0,0,,0,0,0,0,,0,0.0%,,1,15,15.00,0,0.0,0,0
128,2016,2016-11-13,9,31.065,NWE,,SEA,L 24-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
129,2016,2016-11-20,10,31.072,NWE,@,SFO,W 30-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
130,2016,2016-12-12,13,31.094,NWE,,BAL,W 30-23,,0,0,,0,0,0,0,,0,0.0%,,1,19,19.00,0,0.0,0,0
131,2016,2016-12-18,14,31.100,NWE,@,DEN,W 16-3,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
132,2016,2017-01-01,16,31.114,NWE,@,MIA,W 35-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
133,2017,2017-10-05,5,32.026,NWE,@,TAM,W 19-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
134,2017,2017-10-15,6,32.036,NWE,@,NYJ,W 24-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
135,2017,2017-10-22,7,32.043,NWE,,ATL,W 23-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
136,2017,2017-10-29,8,32.050,NWE,,LAC,W 21-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
137,2017,2017-11-12,9,32.064,NWE,@,DEN,W 41-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
138,2017,2017-12-11,13,32.093,NWE,@,MIA,L 20-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
139,2017,2017-12-17,14,32.099,NWE,@,PIT,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
140,2017,2017-12-24,15,32.106,NWE,,BUF,W 37-16,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
141,2017,2017-12-31,16,32.113,NWE,,NYJ,W 26-6,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
142,2018,2018-09-09,1,33.000,NWE,,HOU,W 27-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
143,2018,2018-09-16,2,33.007,NWE,@,JAX,L 20-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
144,2018,2018-09-23,3,33.014,NWE,@,DET,L 10-26,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
