ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1981,1981-09-06,1,24.008,NYJ,@,BUF,L 0-31,0,0,,0,
2,1981,1981-09-13,2,24.015,NYJ,,CIN,L 30-31,1,8,8.00,0,0.0
3,1981,1981-09-20,3,24.022,NYJ,@,PIT,L 10-38,0,0,,0,
4,1981,1981-09-27,4,24.029,NYJ,,HOU,W 33-17,0,0,,0,
5,1981,1981-10-04,5,24.036,NYJ,@,MIA,T 28-28,0,0,,0,
6,1981,1981-10-11,6,24.043,NYJ,,NWE,W 28-24,0,0,,0,
7,1981,1981-10-18,7,24.050,NYJ,,BUF,W 33-14,0,0,,0,
8,1981,1981-10-25,8,24.057,NYJ,,SEA,L 3-19,0,0,,0,
9,1981,1981-11-01,9,24.064,NYJ,@,NYG,W 26-7,0,0,,0,
10,1981,1981-11-08,10,24.071,NYJ,@,BAL,W 41-14,0,0,,0,
11,1981,1981-11-22,12,24.085,NYJ,,MIA,W 16-15,0,0,,0,
12,1981,1981-11-29,13,24.092,NYJ,,BAL,W 25-0,0,0,,0,
13,1981,1981-12-06,14,24.099,NYJ,@,SEA,L 23-27,0,0,,0,
14,1981,1981-12-12,15,24.105,NYJ,@,CLE,W 14-13,0,0,,0,
15,1981,1981-12-20,16,24.113,NYJ,,GNB,W 28-3,0,0,,0,
16,1982,1982-09-12,1,25.014,NYJ,,MIA,L 28-45,,,,,
17,1982,1982-09-19,2,25.021,NYJ,@,NWE,W 31-7,0,0,,0,1.0
18,1982,1982-11-21,3,25.084,NYJ,,BAL,W 37-0,,,,,
19,1982,1982-11-28,4,25.091,NYJ,,GNB,W 15-13,,,,,
20,1982,1982-12-06,5,25.099,NYJ,@,DET,W 28-13,0,0,,0,1.0
21,1982,1982-12-12,6,25.105,NYJ,,TAM,W 32-17,,,,,
22,1982,1982-12-18,7,25.111,NYJ,@,MIA,L 19-20,,,,,
23,1982,1982-12-26,8,25.119,NYJ,@,MIN,W 42-14,,,,,
24,1982,1983-01-02,9,25.126,NYJ,@,KAN,L 13-37,,,,,
25,1983,1983-09-04,1,26.006,NYJ,@,SDG,W 41-29,,,,,
26,1983,1983-09-11,2,26.013,NYJ,,SEA,L 10-17,,,,,
27,1983,1983-09-18,3,26.020,NYJ,@,NWE,L 13-23,,,,,
28,1983,1983-09-25,4,26.027,NYJ,,RAM,W 27-24,,,,,
29,1983,1983-10-03,5,26.035,NYJ,@,BUF,W 34-10,0,0,,0,1.0
30,1983,1983-10-09,6,26.041,NYJ,@,CLE,L 7-10,0,0,,0,1.0
31,1983,1983-10-16,7,26.048,NYJ,,MIA,L 14-32,,,,,
32,1983,1983-10-23,8,26.055,NYJ,,ATL,L 21-27,,,,,
33,1983,1983-10-30,9,26.062,NYJ,@,SFO,W 27-13,,,,,
