ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-12,1,23.274,CLE,@,TAM,L 14-17,*,,0,0,0.0,7,3,0,0,0
2,2010,2010-09-19,2,23.281,CLE,,KAN,L 14-16,*,,0,0,0.0,8,1,0,0,0
3,2010,2010-09-26,3,23.288,CLE,@,BAL,L 17-24,*,,0,0,0.0,4,1,0,0,0
4,2010,2010-10-03,4,23.295,CLE,,CIN,W 23-20,*,,0,0,0.0,5,3,0,0,0
5,2010,2010-10-10,5,23.302,CLE,,ATL,L 10-20,*,,0,0,0.0,5,1,0,0,0
6,2010,2010-10-17,6,23.309,CLE,@,PIT,L 10-28,*,,0,0,0.0,6,4,0,0,0
7,2010,2010-10-24,7,23.316,CLE,@,NOR,W 30-17,*,,0,0,0.0,4,2,0,0,0
8,2010,2010-11-07,8,23.330,CLE,,NWE,W 34-14,*,,0,0,0.0,6,0,0,0,0
9,2010,2010-11-14,9,23.337,CLE,,NYJ,L 20-26,*,,0,0,0.0,4,4,0,0,0
10,2010,2010-11-21,10,23.344,CLE,@,JAX,L 20-24,*,,0,0,0.0,5,0,2,39,0
11,2010,2010-11-28,11,23.351,CLE,,CAR,W 24-23,*,,0,0,0.0,4,1,0,0,0
12,2010,2010-12-05,12,23.358,CLE,@,MIA,W 13-10,*,,0,0,0.0,2,1,0,0,0
13,2010,2010-12-12,13,24.000,CLE,@,BUF,L 6-13,*,,0,0,0.0,7,2,0,0,0
14,2010,2010-12-19,14,24.007,CLE,@,CIN,L 17-19,*,,0,0,0.0,6,3,0,0,0
15,2010,2010-12-26,15,24.014,CLE,,BAL,L 10-20,*,,0,0,0.0,1,1,0,0,0
16,2010,2011-01-02,16,24.021,CLE,,PIT,L 9-41,*,,0,0,0.0,6,1,0,0,0
17,2011,2011-09-11,1,24.273,CLE,,CIN,L 17-27,*,,0,0,0.0,5,1,0,0,0
18,2011,2011-09-18,2,24.280,CLE,@,IND,W 27-19,*,,0,0,0.0,2,2,0,0,0
19,2011,2011-09-25,3,24.287,CLE,,MIA,W 17-16,*,,0,0,0.0,4,0,0,0,0
20,2011,2011-10-02,4,24.294,CLE,,TEN,L 13-31,*,,0,0,0.0,3,1,0,0,0
21,2011,2011-10-16,5,24.308,CLE,@,OAK,L 17-24,*,,0,0,0.0,5,2,0,0,0
22,2011,2011-10-23,6,24.315,CLE,,SEA,W 6-3,*,,0,0,1.0,5,1,0,0,0
23,2011,2011-10-30,7,24.322,CLE,@,SFO,L 10-20,*,,0,0,0.0,0,1,0,0,0
24,2011,2011-11-06,8,24.329,CLE,@,HOU,L 12-30,*,,0,0,0.0,3,2,0,0,0
