ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-14,2,24.180,TAM,,STL,L 17-19,,,,,,
2,2014,2014-09-18,3,24.184,TAM,@,ATL,L 14-56,,,,,,
3,2014,2014-09-28,4,24.194,TAM,@,PIT,W 27-24,,0,0,0.0,1,0
4,2014,2014-10-05,5,24.201,TAM,@,NOR,L 31-37,,,,,,
5,2014,2014-10-12,6,24.208,TAM,,BAL,L 17-48,,,,,,
6,2014,2014-10-26,7,24.222,TAM,,MIN,L 13-19,,0,0,0.0,0,0
7,2014,2014-11-02,8,24.229,TAM,@,CLE,L 17-22,,0,0,1.0,1,0
8,2014,2014-11-09,9,24.236,TAM,,ATL,L 17-27,*,0,0,0.0,1,1
9,2014,2014-11-16,10,24.243,TAM,@,WAS,W 27-7,,0,0,2.0,3,0
10,2014,2014-11-23,11,24.250,TAM,@,CHI,L 13-21,*,0,0,1.0,2,0
11,2014,2014-11-30,12,24.257,TAM,,CIN,L 13-14,*,0,0,0.0,0,0
12,2014,2014-12-07,13,24.264,TAM,@,DET,L 17-34,*,0,0,2.0,3,1
13,2014,2014-12-14,14,24.271,TAM,@,CAR,L 17-19,*,0,0,0.5,2,2
14,2014,2014-12-21,15,24.278,TAM,,GNB,L 3-20,*,,,,,
15,2014,2014-12-28,16,24.285,TAM,,NOR,L 20-23,*,,,,,
16,2015,2015-09-13,1,25.179,TAM,,TEN,L 14-42,*,0,0,1.0,2,0
17,2015,2015-09-20,2,25.186,TAM,@,NOR,W 26-19,*,0,0,3.0,3,0
18,2015,2015-09-27,3,25.193,TAM,@,HOU,L 9-19,*,0,0,0.0,4,1
19,2015,2015-10-04,4,25.200,TAM,,CAR,L 23-37,*,0,0,0.0,1,1
20,2015,2015-10-11,5,25.207,TAM,,JAX,W 38-31,*,1,6,0.0,0,0
21,2015,2015-10-25,6,25.221,TAM,@,WAS,L 30-31,*,0,0,1.0,2,0
22,2015,2015-11-01,7,25.228,TAM,@,ATL,W 23-20,*,0,0,0.0,0,0
23,2015,2015-11-22,10,25.249,TAM,@,PHI,W 45-17,*,0,0,1.0,1,2
24,2015,2015-11-29,11,25.256,TAM,@,IND,L 12-25,*,0,0,0.0,0,0
25,2015,2015-12-17,14,25.274,TAM,@,STL,L 23-31,*,0,0,1.0,2,1
26,2015,2015-12-27,15,25.284,TAM,,CHI,L 21-26,*,0,0,0.0,0,1
27,2015,2016-01-03,16,25.291,TAM,@,CAR,L 10-38,,0,0,0.0,0,1
28,2016,2016-09-11,1,26.177,TAM,@,ATL,W 31-24,,0,0,0.0,0,0
29,2017,2017-10-01,3,27.197,TAM,,NYG,W 25-23,,0,0,0.0,0,0
30,2017,2017-11-06,8,27.233,DET,@,GNB,W 30-17,,0,0,0.0,0,0
31,2017,2017-11-12,9,27.239,DET,,CLE,W 38-24,,0,0,0.0,1,0
32,2018,2018-09-09,1,28.175,ARI,,WAS,L 6-24,,0,0,0.0,0,1
33,2018,2018-09-16,2,28.182,ARI,@,LAR,L 0-34,,0,0,0.0,0,0
34,2018,2018-09-23,3,28.189,ARI,,CHI,L 14-16,,0,0,0.0,0,0
