ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1993,1993-09-12,2,24.043,NWE,,DET,L 16-19,,,,,,,0.0%,,,,,
2,1993,1993-09-19,3,24.050,NWE,,SEA,L 14-17,,,,,,,0.0%,,,,,
3,1993,1993-12-12,13,24.134,NWE,,CIN,W 7-2,,,,,,,0.0%,,,,,
4,1995,1995-09-03,1,26.034,JAX,,HOU,L 3-10,,3,1,3,3.00,0,33.3%,1.00,0,0,,0
5,1995,1995-09-10,2,26.041,JAX,@,CIN,L 17-24,,1,0,0,,0,0.0%,0.00,0,0,,0
6,1995,1995-09-17,3,26.048,JAX,@,NYJ,L 10-27,,1,0,0,,0,0.0%,0.00,0,0,,0
7,1995,1995-09-24,4,26.055,JAX,,GNB,L 14-24,,,0,0,,0,0.0%,,0,0,,0
8,1995,1995-10-01,5,26.062,JAX,@,HOU,W 17-16,,3,1,11,11.00,0,33.3%,3.67,0,0,,0
9,1995,1995-10-08,6,26.069,JAX,,PIT,W 20-16,,3,2,42,21.00,0,66.7%,14.00,0,0,,0
10,1995,1995-10-15,7,26.076,JAX,,CHI,L 27-30,,7,4,52,13.00,0,57.1%,7.43,0,0,,0
11,1995,1995-10-22,8,26.083,JAX,@,CLE,W 23-15,,1,1,12,12.00,0,100.0%,12.00,1,9,9.00,0
12,1995,1995-10-29,9,26.090,JAX,@,PIT,L 7-24,,,0,0,,0,0.0%,,0,0,,0
13,1995,1995-11-12,10,26.104,JAX,,SEA,L 30-47,,3,2,32,16.00,0,66.7%,10.67,0,0,,0
14,1995,1995-11-19,11,26.111,JAX,@,TAM,L 16-17,,0,0,0,,0,0.0%,,0,0,,0
15,1995,1995-11-26,12,26.118,JAX,,CIN,L 13-17,,2,1,37,37.00,0,50.0%,18.50,0,0,,0
16,1995,1995-12-03,13,26.125,JAX,@,DEN,L 23-31,,,0,0,,0,0.0%,,0,0,,0
17,1995,1995-12-10,14,26.132,JAX,,IND,L 31-41,,6,4,54,13.50,0,66.7%,9.00,0,0,,0
18,1995,1995-12-17,15,26.139,JAX,@,DET,L 0-44,,,0,0,,0,0.0%,,0,0,,0
19,1995,1995-12-24,16,26.146,JAX,,CLE,W 24-21,,0,0,0,,0,0.0%,,0,0,,0
20,1996,1996-09-01,1,27.032,JAX,,PIT,W 24-9,,,0,0,,0,0.0%,,0,0,,0
21,1996,1996-09-08,2,27.039,JAX,,HOU,L 27-34,,2,1,3,3.00,0,50.0%,1.50,0,0,,0
22,1996,1996-09-15,3,27.046,JAX,@,OAK,L 3-17,,0,0,0,,0,0.0%,,0,0,,0
23,1996,1996-09-22,4,27.053,JAX,@,NWE,L 25-28,,2,1,9,9.00,0,50.0%,4.50,0,0,,0
24,1996,1996-09-29,5,27.060,JAX,,CAR,W 24-14,,3,3,41,13.67,0,100.0%,13.67,0,0,,0
25,1996,1996-10-06,6,27.067,JAX,@,NOR,L 13-17,,0,0,0,,0,0.0%,,0,0,,0
26,1996,1996-10-13,7,27.074,JAX,,NYJ,W 21-17,,,0,0,,0,0.0%,,0,0,,0
27,1996,1996-10-20,8,27.081,JAX,@,STL,L 14-17,,,0,0,,0,0.0%,,0,0,,0
28,1996,1996-10-27,9,27.088,JAX,@,CIN,L 21-28,,,0,0,,0,0.0%,,0,0,,0
29,1996,1996-11-10,10,27.102,JAX,,BAL,W 30-27,,,0,0,,0,0.0%,,0,0,,0
30,1996,1996-11-17,11,27.109,JAX,@,PIT,L 3-28,,,0,0,,0,0.0%,,0,0,,0
31,1996,1996-11-24,12,27.116,JAX,@,BAL,W 28-25,,0,0,0,,0,0.0%,,2,24,12.00,0
