ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
60,1998,1998-11-29,12,26.144,PHI,@,GNB,L 16-24,,0,0,,0,8,315,39.38,0
61,1998,1998-12-03,13,26.148,PHI,,STL,W 17-14,,0,0,,0,5,212,42.40,0
62,1998,1998-12-13,14,26.158,PHI,,ARI,L 17-20,,0,0,,0,4,175,43.75,0
63,1998,1998-12-20,15,26.165,PHI,@,DAL,L 9-13,,0,0,,0,6,201,33.50,0
64,1998,1998-12-27,16,26.172,PHI,,NYG,L 10-20,,0,0,,0,4,157,39.25,0
65,1999,1999-10-04,3,27.088,MIA,,BUF,L 18-23,,0,0,,0,5,196,39.20,0
66,1999,1999-10-10,4,27.094,MIA,@,IND,W 34-31,,0,0,,0,3,128,42.67,0
67,1999,1999-10-17,5,27.101,MIA,@,NWE,W 31-30,,0,0,,0,5,202,40.40,0
68,1999,1999-10-24,6,27.108,MIA,,PHI,W 16-13,,0,0,,0,4,172,43.00,0
69,1999,1999-10-31,7,27.115,MIA,@,OAK,W 16-9,,0,0,,0,6,245,40.83,0
70,1999,1999-11-07,8,27.122,MIA,,TEN,W 17-0,,0,0,,0,7,311,44.43,0
71,1999,1999-11-14,9,27.129,MIA,@,BUF,L 3-23,,0,0,,0,8,321,40.13,0
72,1999,1999-11-21,10,27.136,MIA,,NWE,W 27-17,,0,0,,0,7,301,43.00,0
73,1999,1999-11-25,11,27.140,MIA,@,DAL,L 0-20,,0,0,,0,4,150,37.50,0
74,1999,1999-12-05,12,27.150,MIA,,IND,L 34-37,,0,0,,0,4,177,44.25,0
75,1999,1999-12-12,13,27.157,MIA,@,NYJ,L 20-28,,0,0,,0,6,214,35.67,0
76,1999,1999-12-19,14,27.164,MIA,,SDG,W 12-9,,0,0,,0,7,269,38.43,0
77,1999,1999-12-27,15,27.172,MIA,,NYJ,L 31-38,,0,0,,0,3,108,36.00,0
78,1999,2000-01-02,16,27.178,MIA,@,WAS,L 10-21,,0,0,,0,4,184,46.00,0
