ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1995,1995-09-03,1,23.057,PHI,,TAM,L 6-21,,0,0,,0,6,268,44.67,0
2,1995,1995-09-10,2,23.064,PHI,@,ARI,W 31-19,,0,0,,0,4,176,44.00,0
3,1995,1995-09-17,3,23.071,PHI,,SDG,L 21-27,,0,0,,0,7,358,51.14,0
4,1995,1995-09-24,4,23.078,PHI,@,OAK,L 17-48,,0,0,,0,2,93,46.50,0
5,1995,1995-10-01,5,23.085,PHI,@,NOR,W 15-10,,0,0,,0,4,177,44.25,0
6,1995,1995-10-08,6,23.092,PHI,,WAS,W 37-34,,0,0,,0,4,148,37.00,0
7,1995,1995-10-15,7,23.099,PHI,@,NYG,W 17-14,,1,0,0.00,0,6,242,40.33,0
8,1995,1995-10-29,8,23.113,PHI,,STL,W 20-9,,0,0,,0,7,326,46.57,0
9,1995,1995-11-06,9,23.121,PHI,@,DAL,L 12-34,,0,0,,0,6,278,46.33,0
10,1995,1995-11-12,10,23.127,PHI,,DEN,W 31-13,,0,0,,0,4,152,38.00,0
11,1995,1995-11-19,11,23.134,PHI,,NYG,W 28-19,,0,0,,0,5,224,44.80,1
12,1995,1995-11-26,12,23.141,PHI,@,WAS,W 14-7,,0,0,,0,7,291,41.57,0
13,1995,1995-12-03,13,23.148,PHI,@,SEA,L 14-26,,0,0,,0,5,225,45.00,0
14,1995,1995-12-10,14,23.155,PHI,,DAL,W 20-17,,0,0,,0,4,146,36.50,0
15,1995,1995-12-17,15,23.162,PHI,,ARI,W 21-20,,0,0,,0,8,343,42.88,0
16,1995,1995-12-24,16,23.169,PHI,@,CHI,L 14-20,,0,0,,0,6,235,39.17,0
17,1996,1996-09-01,1,24.055,PHI,@,WAS,W 17-14,,0,0,,0,5,200,40.00,0
18,1996,1996-09-09,2,24.063,PHI,@,GNB,L 13-39,,0,0,,0,5,242,48.40,0
19,1996,1996-09-15,3,24.069,PHI,,DET,W 24-17,,0,0,,0,2,88,44.00,0
20,1996,1996-09-22,4,24.076,PHI,@,ATL,W 33-18,,0,0,,0,6,225,37.50,0
21,1996,1996-09-30,5,24.084,PHI,,DAL,L 19-23,,0,0,,0,3,139,46.33,0
22,1996,1996-10-13,6,24.097,PHI,@,NYG,W 19-10,,0,0,,0,7,308,44.00,0
23,1996,1996-10-20,7,24.104,PHI,,MIA,W 35-28,,0,0,,0,4,198,49.50,0
24,1996,1996-10-27,8,24.111,PHI,,CAR,W 20-9,,0,0,,0,9,383,42.56,0
25,1996,1996-11-03,9,24.118,PHI,@,DAL,W 31-21,,0,0,,0,3,148,49.33,0
26,1996,1996-11-10,10,24.125,PHI,,BUF,L 17-24,,0,0,,0,3,97,32.33,1
27,1996,1996-11-17,11,24.132,PHI,,WAS,L 21-26,,0,0,,0,4,178,44.50,0
28,1996,1996-11-24,12,24.139,PHI,@,ARI,L 30-36,,0,0,,0,4,145,36.25,0
29,1996,1996-12-01,13,24.146,PHI,,NYG,W 24-0,,0,0,,0,2,90,45.00,0
30,1996,1996-12-05,14,24.150,PHI,@,IND,L 10-37,,0,0,,0,6,275,45.83,0
31,1996,1996-12-14,15,24.159,PHI,@,NYJ,W 21-20,,0,0,,0,7,259,37.00,0
32,1996,1996-12-22,16,24.167,PHI,,ARI,W 29-19,,0,0,,0,3,132,44.00,0
33,1997,1997-08-31,1,25.054,PHI,@,NYG,L 17-31,,0,0,,0,8,335,41.88,0
34,1997,1997-09-07,2,25.061,PHI,,GNB,W 10-9,,0,0,,0,7,307,43.86,0
35,1997,1997-09-15,3,25.069,PHI,@,DAL,L 20-21,,1,0,0.00,0,6,250,41.67,0
36,1997,1997-09-28,4,25.082,PHI,@,MIN,L 19-28,,0,0,,0,4,191,47.75,0
37,1997,1997-10-05,5,25.089,PHI,,WAS,W 24-10,,0,0,,0,5,221,44.20,0
38,1997,1997-10-12,6,25.096,PHI,@,JAX,L 21-38,,0,0,,0,4,160,40.00,1
39,1997,1997-10-19,7,25.103,PHI,,ARI,W 13-10,,0,0,,0,4,205,51.25,0
40,1997,1997-10-26,8,25.110,PHI,,DAL,W 13-12,,0,0,,0,4,125,31.25,0
41,1997,1997-11-02,9,25.117,PHI,@,ARI,L 21-31,,0,0,,0,7,320,45.71,0
42,1997,1997-11-10,10,25.125,PHI,,SFO,L 12-24,,0,0,,0,7,283,40.43,0
43,1997,1997-11-16,11,25.131,PHI,@,BAL,T 10-10,,0,0,,0,9,405,45.00,0
44,1997,1997-11-23,12,25.138,PHI,,PIT,W 23-20,,0,0,,0,4,166,41.50,0
45,1997,1997-11-30,13,25.145,PHI,,CIN,W 44-42,,0,0,,0,4,157,39.25,0
46,1997,1997-12-07,14,25.152,PHI,,NYG,L 21-31,,0,0,,0,5,170,34.00,0
47,1997,1997-12-14,15,25.159,PHI,@,ATL,L 17-20,,0,0,,0,6,249,41.50,0
48,1997,1997-12-21,16,25.166,PHI,@,WAS,L 32-35,,0,0,,0,3,116,38.67,0
49,1998,1998-09-06,1,26.060,PHI,,SEA,L 0-38,,0,0,,0,9,382,42.44,0
50,1998,1998-09-13,2,26.067,PHI,@,ATL,L 12-17,,0,0,,0,5,233,46.60,0
51,1998,1998-09-20,3,26.074,PHI,@,ARI,L 3-17,,0,0,,0,6,219,36.50,0
52,1998,1998-09-27,4,26.081,PHI,,KAN,L 21-24,,0,0,,0,3,118,39.33,0
53,1998,1998-10-04,5,26.088,PHI,@,DEN,L 16-41,,0,0,,0,10,449,44.90,0
54,1998,1998-10-11,6,26.095,PHI,,WAS,W 17-12,,0,0,,0,7,308,44.00,0
55,1998,1998-10-18,7,26.102,PHI,@,SDG,L 10-13,,0,0,,0,5,206,41.20,0
56,1998,1998-11-02,8,26.117,PHI,,DAL,L 0-34,,0,0,,0,8,323,40.38,0
57,1998,1998-11-08,9,26.123,PHI,,DET,W 10-9,,0,0,,0,10,428,42.80,0
58,1998,1998-11-15,10,26.130,PHI,@,WAS,L 3-28,,0,0,,0,7,313,44.71,0
59,1998,1998-11-22,11,26.137,PHI,@,NYG,L 0-20,,0,0,,0,7,300,42.86,0
