ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2015,2015-09-13,1,22.118,DEN,,BAL,W 19-13,,0,0,0.0,0,0
2,2015,2015-09-17,2,22.122,DEN,@,KAN,W 31-24,,0,0,0.0,0,0
3,2015,2015-09-27,3,22.132,DEN,@,DET,W 24-12,,0,0,0.0,1,0
4,2015,2015-10-04,4,22.139,DEN,,MIN,W 23-20,,0,0,1.0,1,1
5,2015,2015-10-11,5,22.146,DEN,@,OAK,W 16-10,,0,0,1.0,1,0
6,2015,2015-10-18,6,22.153,DEN,@,CLE,W 26-23,,0,0,0.0,0,0
7,2015,2015-11-15,9,22.181,DEN,,KAN,L 13-29,,0,0,0.0,1,0
8,2015,2015-11-22,10,22.188,DEN,@,CHI,W 17-15,,0,0,0.0,0,1
9,2015,2015-11-29,11,22.195,DEN,,NWE,W 30-24,,0,0,0.0,1,1
10,2015,2015-12-06,12,22.202,DEN,@,SDG,W 17-3,,0,0,1.0,3,1
11,2015,2015-12-13,13,22.209,DEN,,OAK,L 12-15,,0,0,0.0,1,0
12,2015,2015-12-20,14,22.216,DEN,@,PIT,L 27-34,,0,0,1.0,2,0
13,2015,2015-12-28,15,22.224,DEN,,CIN,W 20-17,,0,0,0.0,1,0
14,2015,2016-01-03,16,22.230,DEN,,SDG,W 27-20,,0,0,0.0,3,1
15,2016,2016-09-08,1,23.113,DEN,,CAR,W 21-20,,0,0,0.0,1,1
16,2016,2016-09-18,2,23.123,DEN,,IND,W 34-20,,1,6,0.0,0,1
17,2016,2016-09-25,3,23.130,DEN,@,CIN,W 29-17,*,0,0,3.0,3,3
18,2016,2016-10-02,4,23.137,DEN,@,TAM,W 27-7,*,0,0,0.0,2,0
19,2016,2016-10-09,5,23.144,DEN,,ATL,L 16-23,*,0,0,0.5,6,1
20,2016,2016-10-13,6,23.148,DEN,@,SDG,L 13-21,*,0,0,0.5,2,1
21,2016,2016-10-24,7,23.159,DEN,,HOU,W 27-9,*,0,0,0.0,2,3
22,2016,2016-10-30,8,23.165,DEN,,SDG,W 27-19,*,0,0,0.0,0,2
23,2016,2016-11-06,9,23.172,DEN,@,OAK,L 20-30,*,0,0,0.0,2,2
24,2016,2016-11-13,10,23.179,DEN,@,NOR,W 25-23,,0,0,0.0,0,0
25,2016,2016-11-27,11,23.193,DEN,,KAN,L 27-30,,0,0,1.0,4,0
26,2016,2016-12-04,12,23.200,DEN,@,JAX,W 20-10,,0,0,0.0,4,0
27,2016,2016-12-11,13,23.207,DEN,@,TEN,L 10-13,,0,0,1.0,2,0
28,2016,2016-12-18,14,23.214,DEN,,NWE,L 3-16,,0,0,1.0,1,0
29,2016,2016-12-25,15,23.221,DEN,@,KAN,L 10-33,,0,0,0.0,3,1
30,2016,2017-01-01,16,23.228,DEN,,OAK,W 24-6,*,0,0,1.0,1,0
31,2017,2017-10-30,7,24.165,DEN,@,KAN,L 19-29,*,0,0,0.0,1,2
32,2017,2017-11-05,8,24.171,DEN,@,PHI,L 23-51,*,0,0,0.0,1,0
33,2017,2017-11-12,9,24.178,DEN,,NWE,L 16-41,*,0,0,0.0,3,1
34,2017,2017-11-19,10,24.185,DEN,,CIN,L 17-20,*,0,0,1.0,2,0
35,2017,2017-11-26,11,24.192,DEN,@,OAK,L 14-21,,0,0,0.0,1,1
36,2017,2017-12-03,12,24.199,DEN,@,MIA,L 9-35,*,0,0,0.0,0,1
37,2017,2017-12-10,13,24.206,DEN,,NYJ,W 23-0,*,0,0,0.0,0,1
38,2017,2017-12-14,14,24.210,DEN,@,IND,W 25-13,*,0,0,0.0,2,0
39,2018,2018-09-09,1,25.114,DEN,,SEA,W 27-24,,0,0,0.0,1,0
40,2018,2018-09-16,2,25.121,DEN,,OAK,W 20-19,,0,0,0.0,0,1
41,2018,2018-09-23,3,25.128,DEN,@,BAL,L 14-27,,0,0,1.0,1,0
