ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-09-11,1,26.049,CHI,@,WAS,L 7-9,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
2,2005,2005-09-18,2,26.056,CHI,,DET,W 38-6,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,
3,2005,2005-09-25,3,26.063,CHI,,CIN,L 7-24,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
4,2005,2005-10-09,4,26.077,CHI,@,CLE,L 10-20,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
5,2005,2005-11-13,9,26.112,CHI,,SFO,W 17-9,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
6,2005,2005-11-20,10,26.119,CHI,,CAR,W 13-3,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
7,2005,2005-11-27,11,26.126,CHI,@,TAM,W 13-10,,0,0,0,,0,0.0%,,0,0,,0,3,69,23.00,0,2,10,5.00,0,0,0,0.0,,
8,2005,2005-12-04,12,26.133,CHI,,GNB,W 19-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,21,7.00,0,0,0,0.0,,
9,2005,2005-12-11,13,26.140,CHI,@,PIT,L 9-21,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
10,2005,2005-12-18,14,26.147,CHI,,ATL,W 16-3,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
11,2005,2005-12-25,15,26.154,CHI,@,GNB,W 24-17,,0,0,0,,0,0.0%,,0,0,,0,2,39,19.50,0,0,0,,0,0,0,0.0,,
12,2005,2006-01-01,16,26.161,CHI,@,MIN,L 10-34,,0,0,0,,0,0.0%,,0,0,,0,6,143,23.83,0,0,0,,0,0,0,0.0,,
13,2006,2006-09-10,1,27.048,CHI,@,GNB,W 26-0,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,1,18,18.00,0,0,0,,0,0,0,0.0,,
14,2006,2006-09-17,2,27.055,CHI,,DET,W 34-7,*,1,1,31,31.00,0,100.0%,31.00,0,0,,0,1,19,19.00,0,0,0,,0,0,0,0.0,,
15,2006,2006-09-24,3,27.062,CHI,@,MIN,W 19-16,,4,3,48,16.00,1,75.0%,12.00,0,0,,0,4,116,29.00,0,0,0,,0,1,6,0.0,,
16,2006,2006-10-01,4,27.069,CHI,,SEA,W 37-6,,1,0,0,,0,0.0%,0.00,0,0,,0,3,77,25.67,0,0,0,,0,0,0,0.0,,
17,2006,2006-10-08,5,27.076,CHI,,BUF,W 40-7,*,6,3,41,13.67,1,50.0%,6.83,0,0,,0,2,28,14.00,0,0,0,,0,1,6,0.0,,
18,2006,2006-10-16,6,27.084,CHI,@,ARI,W 24-23,,5,2,27,13.50,0,40.0%,5.40,0,0,,0,3,57,19.00,0,0,0,,0,0,0,0.0,,
19,2006,2006-10-29,7,27.097,CHI,,SFO,W 41-10,,0,0,0,,0,0.0%,,0,0,,0,3,73,24.33,0,0,0,,0,0,0,0.0,,
20,2006,2006-11-05,8,27.104,CHI,,MIA,L 13-31,,9,5,40,8.00,0,55.6%,4.44,0,0,,0,4,116,29.00,0,0,0,,0,0,0,0.0,,
21,2006,2006-11-12,9,27.111,CHI,@,NYG,W 38-20,,5,1,26,26.00,0,20.0%,5.20,0,0,,0,4,89,22.25,0,0,0,,0,0,0,0.0,,
22,2006,2006-11-19,10,27.118,CHI,@,NYJ,W 10-0,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
23,2006,2006-11-26,11,27.125,CHI,@,NWE,L 13-17,,3,1,3,3.00,0,33.3%,1.00,0,0,,0,2,49,24.50,0,0,0,,0,0,0,0.0,,
24,2006,2006-12-03,12,27.132,CHI,,MIN,W 23-13,,1,0,0,,0,0.0%,0.00,0,0,,0,1,17,17.00,0,0,0,,0,0,0,0.0,,
25,2006,2006-12-11,13,27.140,CHI,@,STL,W 42-27,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
26,2006,2006-12-17,14,27.146,CHI,,TAM,W 34-31,,2,1,28,28.00,0,50.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
27,2006,2006-12-24,15,27.153,CHI,@,DET,W 26-21,,3,1,27,27.00,0,33.3%,9.00,0,0,,0,2,44,22.00,0,0,0,,0,0,0,0.0,,
28,2006,2006-12-31,16,27.160,CHI,,GNB,L 7-26,,8,2,19,9.50,0,25.0%,2.38,0,0,,0,2,50,25.00,0,0,0,,0,0,0,0.0,,
29,2007,2007-09-09,1,28.047,CHI,@,SDG,L 3-14,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
30,2007,2007-09-16,2,28.054,CHI,,KAN,W 20-10,*,6,3,20,6.67,0,50.0%,3.33,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
31,2007,2007-09-23,3,28.061,CHI,,DAL,L 10-34,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
32,2007,2007-09-30,4,28.068,CHI,@,DET,L 27-37,,5,5,38,7.60,0,100.0%,7.60,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
33,2007,2007-10-07,5,28.075,CHI,@,GNB,W 27-20,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
34,2007,2007-10-14,6,28.082,CHI,,MIN,L 31-34,,3,2,12,6.00,0,66.7%,4.00,0,0,,0,1,20,20.00,0,0,0,,0,0,0,0.0,,
35,2007,2007-10-21,7,28.089,CHI,@,PHI,W 19-16,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,3,24,8.00,0,0,0,,0,0,0,0.0,,
36,2007,2007-10-28,8,28.096,CHI,,DET,L 7-16,,0,0,0,,0,0.0%,,0,0,,0,1,14,14.00,0,0,0,,0,0,0,0.0,,
37,2007,2007-11-11,9,28.110,CHI,@,OAK,W 17-6,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
38,2007,2007-11-18,10,28.117,CHI,@,SEA,L 23-30,,2,1,36,36.00,0,50.0%,18.00,0,0,,0,2,31,15.50,0,0,0,,0,0,0,0.0,,
39,2007,2007-11-25,11,28.124,CHI,,DEN,W 37-34,,2,1,21,21.00,0,50.0%,10.50,0,0,,0,2,30,15.00,0,0,0,,0,0,0,0.0,,
40,2007,2007-12-02,12,28.131,CHI,,NYG,L 16-21,,5,2,17,8.50,0,40.0%,3.40,0,0,,0,1,10,10.00,0,0,0,,0,0,0,0.0,,
41,2007,2007-12-06,13,28.135,CHI,@,WAS,L 16-24,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
42,2007,2007-12-17,14,28.146,CHI,@,MIN,L 13-20,,1,0,0,,0,0.0%,0.00,0,0,,0,1,34,34.00,0,0,0,,0,0,0,0.0,,
43,2007,2007-12-23,15,28.152,CHI,,GNB,W 35-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
44,2007,2007-12-30,16,28.159,CHI,,NOR,W 33-25,,0,0,0,,0,0.0%,,0,0,,0,1,5,5.00,0,0,0,,0,0,0,0.0,,
45,2008,2008-09-07,1,29.045,CHI,@,IND,W 29-13,,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2008,2008-09-14,2,29.052,CHI,@,CAR,L 17-20,*,8,3,11,3.67,0,37.5%,1.38,1,17,17.00,0,0,0,,0,0,0,,0,0,0,0.0,1,0
47,2008,2008-09-21,3,29.059,CHI,,TAM,L 24-27,*,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2008,2008-09-28,4,29.066,CHI,,PHI,W 24-20,*,2,1,34,34.00,0,50.0%,17.00,0,0,,0,1,10,10.00,0,0,0,,0,0,0,0.0,0,0
49,2008,2008-10-05,5,29.073,CHI,@,DET,W 34-7,*,9,6,97,16.17,0,66.7%,10.78,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
50,2008,2008-10-12,6,29.080,CHI,@,ATL,L 20-22,*,6,4,41,10.25,1,66.7%,6.83,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
51,2008,2008-10-19,7,29.087,CHI,,MIN,W 48-41,*,4,3,24,8.00,0,75.0%,6.00,1,-1,-1.00,0,0,0,,0,0,0,,0,1,6,0.0,0,0
52,2008,2008-11-02,8,29.101,CHI,,DET,W 27-23,*,8,5,64,12.80,1,62.5%,8.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
53,2008,2008-11-09,9,29.108,CHI,,TEN,L 14-21,,5,1,15,15.00,0,20.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
54,2008,2008-11-16,10,29.115,CHI,@,GNB,L 3-37,*,2,1,36,36.00,0,50.0%,18.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
55,2008,2008-11-23,11,29.122,CHI,@,STL,W 27-3,*,4,1,10,10.00,0,25.0%,2.50,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
56,2008,2008-11-30,12,29.129,CHI,@,MIN,L 14-34,*,5,1,17,17.00,0,20.0%,3.40,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
57,2008,2008-12-07,13,29.136,CHI,,JAX,W 23-10,*,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
58,2008,2008-12-11,14,29.140,CHI,,NOR,W 27-24,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
59,2008,2008-12-22,15,29.151,CHI,,GNB,W 20-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,1
60,2008,2008-12-28,16,29.157,CHI,@,HOU,L 24-31,,2,2,35,17.50,0,100.0%,17.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
61,2009,2009-09-13,1,30.051,CHI,@,GNB,L 15-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
62,2009,2009-09-20,2,30.058,CHI,,PIT,W 17-14,,0,0,0,,0,0.0%,,0,0,,0,1,12,12.00,0,0,0,,0,0,0,0.0,0,0
63,2009,2009-09-27,3,30.065,CHI,@,SEA,W 25-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
