ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,22.124,MIA,@,BUF,L 7-17,0,0,1,15,0
2,1980,1980-09-14,2,22.131,MIA,,CIN,W 17-16,,,,,
3,1980,1980-09-21,3,22.138,MIA,@,ATL,W 20-17,,,,,
4,1980,1980-09-28,4,22.145,MIA,,NOR,W 21-16,,,,,
5,1980,1980-10-05,5,22.152,MIA,,BAL,L 17-30,,,,,
6,1980,1980-10-12,6,22.159,MIA,@,NWE,L 0-34,0,0,2,2,0
7,1980,1980-10-19,7,22.166,MIA,,BUF,W 17-14,,,,,
8,1980,1980-10-27,8,22.174,MIA,@,NYJ,L 14-17,0,0,1,0,0
9,1980,1980-11-02,9,22.180,MIA,@,OAK,L 10-16,,,,,
10,1980,1980-11-09,10,22.187,MIA,@,RAM,W 35-14,,,,,
11,1980,1980-11-16,11,22.194,MIA,,SFO,W 17-13,,,,,
12,1980,1980-11-20,12,22.198,MIA,,SDG,L 24-27,,,,,
13,1980,1980-11-30,13,22.208,MIA,@,PIT,L 10-23,0,0,1,0,0
14,1981,1981-09-06,1,23.123,MIA,@,STL,W 20-7,,,,,
15,1981,1981-09-10,2,23.127,MIA,,PIT,W 30-10,,,,,
16,1981,1981-09-20,3,23.137,MIA,@,HOU,W 16-10,,,,,
17,1981,1981-09-27,4,23.144,MIA,@,BAL,W 31-28,,,,,
18,1981,1981-10-25,8,23.172,MIA,@,DAL,L 27-28,,,,,
19,1981,1981-11-01,9,23.179,MIA,,BAL,W 27-10,,,,,
20,1981,1981-11-08,10,23.186,MIA,@,NWE,W 30-27,,,,,
21,1981,1981-11-15,11,23.193,MIA,,OAK,L 17-33,,,,,
22,1981,1981-11-22,12,23.200,MIA,@,NYJ,L 15-16,,,,,
23,1981,1981-11-30,13,23.208,MIA,,PHI,W 13-10,,,,,
24,1981,1981-12-06,14,23.214,MIA,,NWE,W 24-14,,,,,
25,1981,1981-12-13,15,23.221,MIA,@,KAN,W 17-7,,,,,
26,1982,1982-09-12,1,24.129,MIA,@,NYJ,W 45-28,1,6,1,19,1
27,1982,1982-09-19,2,24.136,MIA,,BAL,W 24-20,,,,,
28,1982,1982-11-21,3,24.199,MIA,@,BUF,W 9-7,0,0,1,0,0
29,1982,1982-11-29,4,24.207,MIA,@,TAM,L 17-23,,,,,
30,1982,1982-12-05,5,24.213,MIA,,MIN,W 22-14,,,,,
31,1982,1982-12-12,6,24.220,MIA,@,NWE,L 0-3,,,,,
32,1982,1982-12-18,7,24.226,MIA,,NYJ,W 20-19,0,0,1,0,0
33,1982,1982-12-27,8,24.235,MIA,,BUF,W 27-10,,,,,
34,1982,1983-01-02,9,24.241,MIA,@,BAL,W 34-7,0,0,1,23,0
35,1984,1984-09-02,1,26.119,MIA,@,WAS,W 35-17,,,,,
36,1984,1984-09-09,2,26.126,MIA,,NWE,W 28-7,0,0,1,0,0
37,1984,1984-09-17,3,26.134,MIA,@,BUF,W 21-17,,,,,
38,1984,1984-09-23,4,26.140,MIA,,IND,W 44-7,1,6,1,11,1
39,1984,1984-09-30,5,26.147,MIA,@,STL,W 36-28,,,,,
40,1984,1984-10-07,6,26.154,MIA,@,PIT,W 31-7,,,,,
41,1984,1984-10-14,7,26.161,MIA,,HOU,W 28-10,,,,,
42,1984,1984-10-21,8,26.168,MIA,@,NWE,W 44-24,,,,,
43,1984,1984-12-02,14,26.210,MIA,,RAI,L 34-45,,,,,
