ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1982,1982-09-12,1,25.092,RAI,@,SFO,W 23-17,,,,,,,,,,
2,1982,1982-09-19,2,25.099,RAI,@,ATL,W 38-14,,,,,,,,,,
3,1982,1982-11-22,3,25.163,RAI,,SDG,W 28-24,,,,,,,,,,
4,1982,1982-11-28,4,25.169,RAI,@,CIN,L 17-31,,,,,,,,,,
5,1982,1982-12-05,5,25.176,RAI,,SEA,W 28-23,0,0,,0,0,0,1.0,0,0,0
6,1982,1982-12-12,6,25.183,RAI,@,KAN,W 21-16,,,,,,,,,,
7,1982,1982-12-18,7,25.189,RAI,,RAM,W 37-31,,,,,,,,,,
8,1982,1982-12-26,8,25.197,RAI,,DEN,W 27-10,0,0,,0,0,0,0.0,1,55,0
9,1982,1983-01-02,9,25.204,RAI,@,SDG,W 41-34,0,0,,0,1,6,0.0,1,52,1
10,1983,1983-09-04,1,26.084,RAI,@,CIN,W 20-10,,,,,,,,,,
11,1983,1983-09-11,2,26.091,RAI,,HOU,W 20-6,,,,,,,,,,
12,1983,1983-09-19,3,26.099,RAI,,MIA,W 27-14,0,0,,0,0,0,0.0,1,10,0
13,1983,1983-09-25,4,26.105,RAI,@,DEN,W 22-7,,,,,,,,,,
14,1983,1983-10-02,5,26.112,RAI,@,WAS,L 35-37,,,,,,,,,,
15,1983,1983-10-09,6,26.119,RAI,,KAN,W 21-20,,,,,,,,,,
16,1983,1983-10-16,7,26.126,RAI,@,SEA,L 36-38,,,,,,,,,,
17,1983,1983-10-23,8,26.133,RAI,@,DAL,W 40-38,,,,,,,,,,
18,1983,1983-10-30,9,26.140,RAI,,SEA,L 21-34,,,,,,,,,,
19,1983,1983-11-06,10,26.147,RAI,@,KAN,W 28-20,,,,,,,,,,
20,1983,1983-11-13,11,26.154,RAI,,DEN,W 22-20,,,,,,,,,,
21,1983,1983-11-20,12,26.161,RAI,@,BUF,W 27-24,,,,,,,,,,
22,1983,1983-11-27,13,26.168,RAI,,NYG,W 27-12,,,,,,,,,,
23,1983,1983-12-01,14,26.172,RAI,@,SDG,W 42-10,,,,,,,,,,
24,1983,1983-12-11,15,26.182,RAI,,STL,L 24-34,,,,,,,,,,
25,1983,1983-12-18,16,26.189,RAI,,SDG,W 30-14,,,,,,,,,,
26,1984,1984-09-02,1,27.082,RAI,@,HOU,W 24-14,,,,,,,,,,
27,1984,1984-09-09,2,27.089,RAI,,GNB,W 28-7,,,,,,,,,,
28,1984,1984-09-16,3,27.096,RAI,@,KAN,W 22-20,,,,,,,,,,
29,1984,1984-09-24,4,27.104,RAI,,SDG,W 33-30,,,,,,,,,,
30,1984,1984-09-30,5,27.110,RAI,@,DEN,L 13-16,,,,,,,,,,
31,1984,1984-10-07,6,27.117,RAI,,SEA,W 28-14,,,,,,,,,,
32,1984,1984-10-14,7,27.124,RAI,,MIN,W 23-20,,,,,,,,,,
33,1984,1984-10-28,9,27.138,RAI,,DEN,L 19-22,,,,,,,,,,
34,1984,1984-11-04,10,27.145,RAI,@,CHI,L 6-17,,,,,,,,,,
35,1984,1984-11-12,11,27.153,RAI,@,SEA,L 14-17,,,,,,,,,,
36,1984,1984-11-18,12,27.159,RAI,,KAN,W 17-7,0,0,,0,0,0,0.0,1,8,0
37,1984,1984-11-25,13,27.166,RAI,,IND,W 21-7,,,,,,,,,,
38,1984,1984-12-02,14,27.173,RAI,@,MIA,W 45-34,,,,,,,,,,
39,1984,1984-12-10,15,27.181,RAI,@,DET,W 24-3,,,,,,,,,,
