ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1985,1985-09-08,1,22.266,RAM,,DEN,W 20-16,,,,,,,,,
2,1985,1985-09-15,2,22.273,RAM,@,PHI,W 17-6,,,,,,,,,
3,1985,1985-09-23,3,22.281,RAM,@,SEA,W 35-24,,,,,,,,,
4,1985,1985-09-29,4,22.287,RAM,,ATL,W 17-6,,,,,,,,,
5,1985,1985-10-06,5,22.294,RAM,,MIN,W 13-10,,,,,,,,,
6,1985,1985-10-13,6,22.301,RAM,@,TAM,W 31-27,,,,,,,,,
7,1985,1985-10-20,7,22.308,RAM,@,KAN,W 16-0,,,,,,,,,
8,1985,1985-10-27,8,22.315,RAM,,SFO,L 14-28,,,,,,,,,
9,1985,1985-11-03,9,22.322,RAM,,NOR,W 28-10,,,,,,,,,
10,1985,1985-11-10,10,22.329,RAM,@,NYG,L 19-24,,,,,,,,,
11,1985,1985-11-17,11,22.336,RAM,@,ATL,L 14-30,,,,,,,,,
12,1985,1985-11-24,12,22.343,RAM,,GNB,W 34-17,,,,,,,,,
13,1985,1985-12-01,13,22.350,RAM,@,NOR,L 3-29,,,,,,,,,
14,1985,1985-12-09,14,22.358,RAM,@,SFO,W 27-20,,,,,,,,,
15,1985,1985-12-15,15,22.364,RAM,,STL,W 46-14,,,,,,,,,
16,1985,1985-12-23,16,23.007,RAM,,RAI,L 6-16,,,,,,,,,
17,1986,1986-09-07,1,23.265,RAM,@,STL,W 16-10,0,0,,0,0,0,1,13,0
18,1986,1986-09-14,2,23.272,RAM,,SFO,W 16-13,0,0,,0,0,0,1,0,0
19,1986,1986-09-21,3,23.279,RAM,@,IND,W 24-7,0,0,,0,0,0,1,14,0
20,1986,1986-09-28,4,23.286,RAM,@,PHI,L 20-34,,,,,,,,,
21,1986,1986-10-05,5,23.293,RAM,,TAM,W 26-20,,,,,,,,,
22,1986,1986-10-12,6,23.300,RAM,@,ATL,L 14-26,0,0,,0,0,0,1,28,0
23,1986,1986-10-19,7,23.307,RAM,,DET,W 14-10,,,,,,,,,
24,1986,1986-10-26,8,23.314,RAM,,ATL,W 14-7,0,0,,0,0,0,1,17,0
25,1986,1986-11-03,9,23.322,RAM,@,CHI,W 20-17,0,0,,0,0,0,1,18,0
26,1986,1986-11-09,10,23.328,RAM,@,NOR,L 0-6,,,,,,,,,
27,1986,1986-11-16,11,23.335,RAM,,NWE,L 28-30,,,,,,,,,
28,1986,1986-11-23,12,23.342,RAM,,NOR,W 26-13,0,0,,0,0,0,1,1,0
29,1986,1986-11-30,13,23.349,RAM,@,NYJ,W 17-3,0,0,,0,0,0,1,10,0
30,1986,1986-12-07,14,23.356,RAM,,DAL,W 29-10,,,,,,,,,
31,1986,1986-12-14,15,23.363,RAM,,MIA,L 31-37,,,,,,,,,
32,1986,1986-12-19,16,24.003,RAM,@,SFO,L 14-24,,,,,,,,,
33,1987,1987-09-13,1,24.271,RAM,@,HOU,L 16-20,,,,,,,,,
34,1987,1987-09-20,2,24.278,RAM,,MIN,L 16-21,,,,,,,,,
35,1987,1987-10-26,6,24.314,RAM,@,CLE,L 17-30,,,,,,,,,
36,1987,1987-11-01,7,24.320,RAM,,SFO,L 10-31,,,,,,,,,
37,1987,1987-11-08,8,24.327,RAM,,NOR,L 14-31,0,0,,0,0,0,1,35,0
38,1987,1987-11-15,9,24.334,RAM,@,STL,W 27-24,,,,,,,,,
39,1987,1987-11-23,10,24.342,RAM,@,WAS,W 30-26,,,,,,,,,
40,1987,1987-11-29,11,24.348,RAM,,TAM,W 35-3,,,,,,,,,
41,1987,1987-12-06,12,24.355,RAM,@,DET,W 37-16,0,0,,0,0,0,1,0,0
