ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2006,2006-09-17,2,22.064,TEN,@,SDG,L 7-40,,,,,,,,,,,0.0%,,,,,,,,,,
2,2006,2006-09-24,3,22.071,TEN,@,MIA,L 10-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
3,2007,2007-10-21,6,23.098,TEN,@,HOU,W 38-36,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
4,2007,2007-10-28,7,23.105,TEN,,OAK,W 13-9,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
5,2008,2008-09-21,3,24.068,TEN,,HOU,W 31-12,,,,,,,,,,,0.0%,,,,,,,,,,
6,2008,2008-09-28,4,24.075,TEN,,MIN,W 30-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
7,2008,2008-10-05,5,24.082,TEN,@,BAL,W 13-10,,,,,,,,,,,0.0%,,,,,,,,,,
8,2008,2008-10-19,6,24.096,TEN,@,KAN,W 34-10,,2,11,5.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
9,2008,2008-10-27,7,24.104,TEN,,IND,W 31-21,,,,,,,,,,,0.0%,,,,,,,,,,
10,2008,2008-11-02,8,24.110,TEN,,GNB,W 19-16,,,,,,,,,,,0.0%,,,,,,,,,,
11,2008,2008-11-09,9,24.117,TEN,@,CHI,W 21-14,,,,,,,,,,,0.0%,,,,,,,,,,
12,2008,2008-11-16,10,24.124,TEN,@,JAX,W 24-14,,,,,,,,,,,0.0%,,,,,,,,,,
13,2008,2008-11-23,11,24.131,TEN,,NYJ,L 13-34,,0,0,,0,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,0.0,0,0
14,2008,2008-11-27,12,24.135,TEN,@,DET,W 47-10,,3,23,7.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
15,2008,2008-12-07,13,24.145,TEN,,CLE,W 28-9,,,,,,0,,,,,0.0%,,,,,,,,,,
16,2008,2008-12-21,15,24.159,TEN,,PIT,W 31-14,,,,,,,,,,,0.0%,,,,,,,,,,
17,2008,2008-12-28,16,24.166,TEN,@,IND,L 0-23,,4,27,6.75,0,3,3,3,1.00,0,100.0%,1.00,0,0,,0,0,0,0.0,0,0
18,2009,2009-11-15,9,25.123,WAS,,DEN,W 27-17,,3,4,1.33,0,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,0.0,0,0
19,2009,2009-11-22,10,25.130,WAS,@,DAL,L 6-7,,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
20,2009,2009-11-29,11,25.137,WAS,@,PHI,L 24-27,,5,32,6.40,0,1,1,-4,-4.00,0,100.0%,-4.00,1,25,25.00,0,0,0,0.0,0,0
21,2009,2009-12-06,12,25.144,WAS,,NOR,L 30-33,,8,46,5.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
22,2009,2009-12-13,13,25.151,WAS,@,OAK,W 34-13,*,14,50,3.57,2,3,3,43,14.33,0,100.0%,14.33,0,0,,0,2,12,0.0,0,0
23,2009,2009-12-21,14,25.159,WAS,,NYG,L 12-45,*,10,21,2.10,1,2,2,19,9.50,0,100.0%,9.50,0,0,,0,1,6,0.0,0,0
24,2009,2009-12-27,15,25.165,WAS,,DAL,L 0-17,*,7,13,1.86,0,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,0.0,0,0
25,2009,2010-01-03,16,25.172,WAS,@,SDG,L 20-23,*,12,29,2.42,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
26,2010,2010-09-12,1,26.059,SEA,,SFO,W 31-6,,,,,,,,,,,0.0%,,,,,,,,,,
27,2010,2010-09-19,2,26.066,SEA,@,DEN,L 14-31,*,,,,,1,,,,,0.0%,,,,,,,,,,
28,2010,2010-10-31,7,26.108,SEA,@,OAK,L 3-33,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
29,2010,2010-11-14,9,26.122,BUF,,DET,W 14-12,,4,2,0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
30,2010,2010-11-21,10,26.129,BUF,@,CIN,W 49-31,,1,11,11.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
31,2010,2010-11-28,11,26.136,BUF,,PIT,L 16-19,,3,11,3.67,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,0.0,0,0
32,2010,2010-12-05,12,26.143,BUF,@,MIN,L 14-38,,,,,,0,,,,,0.0%,,,,,,,,,,
33,2010,2010-12-12,13,26.150,BUF,,CLE,W 13-6,,,,,,,,,,,0.0%,,,,,,,,,,
34,2010,2010-12-19,14,26.157,BUF,@,MIA,W 17-14,,,,,,,,,,,0.0%,,,,,,,,,,
35,2010,2010-12-26,15,26.164,BUF,,NWE,L 3-34,,,,,,,,,,,0.0%,,,,,,,,,,
36,2010,2011-01-02,16,26.171,BUF,@,NYJ,L 7-38,,1,-6,-6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
