ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1990,1990-10-07,5,23.291,BUF,,RAI,W 38-24,,,,,,,,,
2,1990,1990-10-21,6,23.305,BUF,,NYJ,W 30-27,,,,,,,,,
3,1990,1990-11-04,8,23.319,BUF,@,CLE,W 42-0,,,,,,,,,
4,1990,1990-11-11,9,23.326,BUF,,PHO,W 45-14,,,,,,,,,
5,1990,1990-11-18,10,23.333,BUF,,NWE,W 14-0,0,0,,0,0,0,1,0,0
6,1990,1990-11-26,11,23.341,BUF,@,HOU,L 24-27,,,,,,,,,
7,1990,1990-12-15,14,23.360,BUF,@,NYG,W 17-13,,,,,,,,,
8,1990,1990-12-23,15,24.003,BUF,,MIA,W 24-14,,,,,,,,,
9,1990,1990-12-30,16,24.010,BUF,@,WAS,L 14-29,,,,,,,,,
10,1991,1991-09-08,2,24.262,NWE,,CLE,L 0-20,0,0,,0,,,,,
11,1991,1991-09-15,3,24.269,NWE,@,PIT,L 6-20,0,0,,0,,,,,
12,1991,1991-09-22,4,24.276,NWE,,HOU,W 24-20,0,0,,0,,,,,
13,1991,1991-09-29,5,24.283,NWE,@,PHO,L 10-24,0,0,,0,,,,,
14,1991,1991-10-06,6,24.290,NWE,,MIA,L 10-20,0,0,,0,,,,,
15,1991,1991-10-20,7,24.304,NWE,,MIN,W 26-23,0,0,,0,,,,,
16,1991,1991-10-27,8,24.311,NWE,,DEN,L 6-9,0,0,,0,,,,,
17,1991,1991-11-03,9,24.318,NWE,@,BUF,L 17-22,0,0,,0,,,,,
18,1991,1991-11-10,10,24.325,NWE,@,MIA,L 20-30,0,0,,0,,,,,
19,1991,1991-11-17,11,24.332,NWE,,NYJ,L 21-28,0,0,,0,,,,,
20,1991,1991-11-24,12,24.339,NWE,,BUF,W 16-13,0,0,,0,,,,,
21,1991,1991-12-01,13,24.346,NWE,@,DEN,L 3-20,0,0,,0,,,,,
22,1991,1991-12-08,14,24.353,NWE,,IND,W 23-17,0,0,,0,,,,,
23,1991,1991-12-15,15,24.360,NWE,@,NYJ,W 6-3,0,0,,0,,,,,
24,1991,1991-12-22,16,25.002,NWE,@,CIN,L 7-29,1,0,0.00,0,0,0,0,0,0
25,1992,1992-09-13,1,25.268,NWE,@,RAM,L 0-14,,,,,,,,,
26,1992,1992-09-20,2,25.275,NWE,,SEA,L 6-10,,,,,,,,,
27,1992,1992-09-27,3,25.282,NWE,,BUF,L 7-41,,,,,,,,,
28,1992,1992-10-04,4,25.289,NWE,@,NYJ,L 21-30,,,,,,,,,
29,1992,1992-10-11,5,25.296,NWE,,SFO,L 12-24,,,,,,,,,
30,1992,1992-10-18,6,25.303,NWE,@,MIA,L 17-38,,,,,,,,,
31,1992,1992-10-25,7,25.310,NWE,,CLE,L 17-19,,,,,,,,,
32,1992,1992-11-01,8,25.317,NWE,@,BUF,L 7-16,,,,,,,,,
33,1992,1992-11-08,9,25.324,NWE,,NOR,L 14-31,,,,,,,,,
34,1992,1992-11-15,10,25.331,NWE,@,IND,W 37-34,0,0,,0,1,6,1,41,1
35,1992,1992-11-22,11,25.338,NWE,,NYJ,W 24-3,0,0,,0,0,0,1,13,0
36,1992,1992-11-29,12,25.345,NWE,@,ATL,L 0-34,,,,,,,,,
37,1992,1992-12-06,13,25.352,NWE,,IND,L 0-6,,,,,,,,,
38,1992,1992-12-13,14,25.359,NWE,@,KAN,L 20-27,,,,,,,,,
39,1992,1992-12-20,15,26.000,NWE,@,CIN,L 10-20,,,,,,,,,
40,1992,1992-12-27,16,26.007,NWE,,MIA,L 13-16,,,,,,,,,
41,1993,1993-10-03,4,26.287,BUF,,NYG,W 17-14,,,,,,,,,
42,1993,1993-10-11,5,26.295,BUF,,HOU,W 35-7,,,,,,,,,
43,1994,1994-09-25,4,27.279,MIA,@,MIN,L 35-38,,,,,,,,,
