ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1991,1991-09-01,1,23.039,NYJ,,TAM,W 16-13,
2,1991,1991-09-08,2,23.046,NYJ,@,SEA,L 13-20,
3,1991,1991-09-15,3,23.053,NYJ,,BUF,L 20-23,
4,1991,1991-09-23,4,23.061,NYJ,@,CHI,L 13-19,
5,1991,1991-09-29,5,23.067,NYJ,,MIA,W 41-23,
6,1991,1991-10-06,6,23.074,NYJ,@,CLE,W 17-14,
7,1991,1991-10-20,8,23.088,NYJ,@,IND,W 17-6,
8,1991,1991-11-03,9,23.102,NYJ,,GNB,W 19-16,
9,1991,1991-11-10,10,23.109,NYJ,,IND,L 27-28,
10,1991,1991-11-17,11,23.116,NYJ,@,NWE,W 28-21,
11,1991,1991-11-24,12,23.123,NYJ,,SDG,W 24-3,
12,1991,1991-12-01,13,23.130,NYJ,@,BUF,L 13-24,
13,1991,1991-12-08,14,23.137,NYJ,@,DET,L 20-34,
14,1991,1991-12-15,15,23.144,NYJ,,NWE,L 3-6,
15,1991,1991-12-22,16,23.151,NYJ,@,MIA,W 23-20,
16,1992,1992-09-06,1,24.044,NYJ,@,ATL,L 17-20,
17,1992,1992-09-13,2,24.051,NYJ,@,PIT,L 10-27,
18,1992,1992-09-20,3,24.058,NYJ,,SFO,L 14-31,
19,1992,1992-09-27,4,24.065,NYJ,@,RAM,L 10-18,
20,1992,1992-10-04,5,24.072,NYJ,,NWE,W 30-21,1.0
21,1992,1992-10-11,6,24.079,NYJ,@,IND,L 3-6,
22,1992,1992-10-26,7,24.094,NYJ,,BUF,L 20-24,1.0
23,1992,1992-11-01,8,24.100,NYJ,,MIA,W 26-14,
24,1992,1992-11-08,9,24.107,NYJ,@,DEN,L 16-27,
25,1992,1992-11-15,10,24.114,NYJ,,CIN,W 17-14,
26,1992,1992-11-22,11,24.121,NYJ,@,NWE,L 3-24,
27,1992,1992-11-29,12,24.128,NYJ,,KAN,L 7-23,
28,1992,1992-12-06,13,24.135,NYJ,@,BUF,W 24-17,
29,1992,1992-12-13,14,24.142,NYJ,,IND,L 6-10,
30,1992,1992-12-20,15,24.149,NYJ,@,MIA,L 17-19,
31,1992,1992-12-26,16,24.155,NYJ,,NOR,L 0-20,
32,1993,1993-10-10,5,25.078,NYJ,@,RAI,L 20-24,
33,1993,1993-10-24,6,25.092,NYJ,,BUF,L 10-19,
34,1993,1993-10-31,7,25.099,NYJ,@,NYG,W 10-6,
35,1993,1993-11-07,8,25.106,NYJ,,MIA,W 27-10,
36,1993,1993-11-14,9,25.113,NYJ,@,IND,W 31-17,
37,1993,1993-11-21,10,25.120,NYJ,,CIN,W 17-12,
38,1993,1993-11-28,11,25.127,NYJ,@,NWE,W 6-0,
39,1993,1993-12-05,12,25.134,NYJ,,IND,L 6-9,
40,1993,1993-12-11,13,25.140,NYJ,@,WAS,W 3-0,
41,1993,1993-12-18,14,25.147,NYJ,,DAL,L 7-28,
42,1993,1993-12-26,15,25.155,NYJ,@,BUF,L 14-16,
43,1993,1994-01-02,16,25.162,NYJ,@,HOU,L 0-24,
44,1994,1994-09-04,1,26.042,NYJ,@,BUF,W 23-3,
45,1994,1994-09-11,2,26.049,NYJ,,DEN,W 25-22,
46,1994,1994-09-18,3,26.056,NYJ,@,MIA,L 14-28,
47,1995,1995-09-03,1,27.041,PHI,,TAM,L 6-21,
48,1995,1995-09-10,2,27.048,PHI,@,ARI,W 31-19,
49,1995,1995-09-17,3,27.055,PHI,,SDG,L 21-27,
50,1995,1995-09-24,4,27.062,PHI,@,OAK,L 17-48,
51,1995,1995-10-01,5,27.069,PHI,@,NOR,W 15-10,
52,1995,1995-10-08,6,27.076,PHI,,WAS,W 37-34,
53,1995,1995-10-15,7,27.083,PHI,@,NYG,W 17-14,
54,1995,1995-10-29,8,27.097,PHI,,STL,W 20-9,
55,1995,1995-11-06,9,27.105,PHI,@,DAL,L 12-34,
56,1995,1995-11-19,11,27.118,PHI,,NYG,W 28-19,
57,1995,1995-12-17,15,27.146,PHI,,ARI,W 21-20,0.5
58,1995,1995-12-24,16,27.153,PHI,@,CHI,L 14-20,
59,1996,1996-09-01,1,28.039,PHI,@,WAS,W 17-14,
60,1996,1996-09-09,2,28.047,PHI,@,GNB,L 13-39,
61,1996,1996-09-15,3,28.053,PHI,,DET,W 24-17,
62,1996,1996-09-29,5,28.067,NYJ,@,WAS,L 16-31,
63,1996,1996-10-06,6,28.074,NYJ,,OAK,L 13-34,
64,1996,1996-10-13,7,28.081,NYJ,@,JAX,L 17-21,
65,1996,1996-10-20,8,28.088,NYJ,,BUF,L 22-25,2.0
66,1996,1996-10-27,9,28.095,NYJ,@,ARI,W 31-21,
67,1996,1996-11-10,10,28.109,NYJ,,NWE,L 27-31,
68,1996,1996-11-17,11,28.116,NYJ,@,IND,L 29-34,
69,1996,1996-11-24,12,28.123,NYJ,@,BUF,L 10-35,
70,1996,1996-12-01,13,28.130,NYJ,,HOU,L 10-35,
