ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1982,1982-09-12,1,22.103,NWE,@,BAL,W 24-13,0,0,,0,,,,,,,,,,,,,,,,,,,,,
2,1982,1983-01-02,9,22.215,NWE,,BUF,W 30-19,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
3,1983,1983-09-04,1,23.095,NWE,,BAL,L 23-29,3,59,19.67,0,0,0,,0,0,0,,0,0,0,,,,,,1,23,23.00,0,0,0
4,1983,1983-09-11,2,23.102,NWE,@,MIA,L 24-34,2,29,14.50,0,0,0,,0,0,0,,0,0,0,,,,,,1,15,15.00,0,0,0
5,1983,1983-09-18,3,23.109,NWE,,NYJ,W 23-13,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,1,10,10.00,0,0,0
6,1983,1983-10-02,5,23.123,NWE,,SFO,L 13-33,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
7,1983,1983-10-09,6,23.130,NWE,@,BAL,L 7-12,3,42,14.00,1,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
8,1983,1983-10-16,7,23.137,NWE,,SDG,W 37-21,2,44,22.00,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
9,1983,1983-10-23,8,23.144,NWE,@,BUF,W 31-0,0,0,,0,,,,,,,,,,,,,,,,0,0,,0,,
10,1983,1983-10-30,9,23.151,NWE,@,ATL,L 13-24,2,41,20.50,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
