ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1954,1954-12-12,12,29.006,RAM,,GNB,W 35-27,1,49,49.00,1
2,1962,1962-11-04,8,36.333,NYG,,STL,W 31-28,1,26,26.00,0
