ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-10-04,3,25.364,SDG,@,CIN,W 10-9,5,73,14.60,0,0,0,,0,3,47,15.67,0,0,0
2,1987,1987-10-11,4,26.006,SDG,@,TAM,W 17-13,5,110,22.00,0,0,0,,0,4,20,5.00,0,0,0
3,1987,1987-10-18,5,26.013,SDG,@,RAI,W 23-17,2,64,32.00,1,1,11,11.00,0,3,29,9.67,0,1,6
