ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-14,1,23.146,MIA,@,CLE,W 27-23,,,,,,,,,
2,1992,1992-09-20,2,23.152,MIA,,RAM,W 26-10,,,,,,,,,
3,1992,1992-09-27,3,23.159,MIA,@,SEA,W 19-17,,,,,,,,,
4,1992,1992-10-04,4,23.166,MIA,@,BUF,W 37-10,,,,,,,,,
5,1992,1992-10-11,5,23.173,MIA,,ATL,W 21-17,,,,,,,,,
6,1992,1992-10-18,6,23.180,MIA,,NWE,W 38-17,,,,,,,,,
7,1992,1992-10-25,7,23.187,MIA,,IND,L 20-31,,,,,,,,,
8,1992,1992-11-01,8,23.194,MIA,@,NYJ,L 14-26,,,,,,,,,
9,1992,1992-11-08,9,23.201,MIA,@,IND,W 28-0,,,,,,,,,
10,1992,1992-11-16,10,23.209,MIA,,BUF,L 20-26,,,,,,,,,
11,1992,1992-11-22,11,23.215,MIA,,HOU,W 19-16,,,,,,,,,
12,1992,1992-11-29,12,23.222,MIA,@,NOR,L 13-24,,,,,,,,,
13,1992,1992-12-06,13,23.229,MIA,@,SFO,L 3-27,,,,,,,,,
14,1992,1992-12-14,14,23.237,MIA,,RAI,W 20-7,,,,,,,,,
15,1992,1992-12-20,15,23.243,MIA,,NYJ,W 19-17,,,,,,,,,
16,1992,1992-12-27,16,23.250,MIA,@,NWE,W 16-13,,0,0,,0,1.0,0,0,0
17,1993,1993-09-05,1,24.137,MIA,@,IND,W 24-20,,,,,,,,,
18,1993,1993-09-12,2,24.144,MIA,,NYJ,L 14-24,,,,,,,,,
19,1993,1993-09-26,3,24.158,MIA,@,BUF,W 22-13,,,,,,,,,
20,1993,1993-10-04,4,24.166,MIA,,WAS,W 17-10,,,,,,,,,
21,1993,1993-10-10,5,24.172,MIA,@,CLE,W 24-14,,,,,,,,,
22,1993,1993-10-24,6,24.186,MIA,,IND,W 41-27,,,,,,,,,
23,1993,1993-10-31,7,24.193,MIA,,KAN,W 30-10,,,,,,,,,
24,1993,1993-11-07,8,24.200,MIA,@,NYJ,L 10-27,,,,,,,,,
25,1993,1993-11-14,9,24.207,MIA,@,PHI,W 19-14,,,,,,,,,
26,1993,1993-11-21,10,24.214,MIA,,NWE,W 17-13,,,,,,,,,
27,1993,1993-11-25,11,24.218,MIA,@,DAL,W 16-14,,,,,,,,,
28,1993,1993-12-05,12,24.228,MIA,,NYG,L 14-19,,,,,,,,,
29,1993,1993-12-13,13,24.236,MIA,,PIT,L 20-21,,,,,,,,,
30,1993,1993-12-19,14,24.242,MIA,,BUF,L 34-47,,,,,,,,,
31,1993,1993-12-27,15,24.250,MIA,@,SDG,L 20-45,,,,,,,,,
32,1993,1994-01-02,16,24.256,MIA,@,NWE,L 27-33,,,,,,,,,
33,1994,1994-10-09,6,25.171,MIA,@,BUF,L 11-21,,,,,,,,,
34,1994,1994-10-16,7,25.178,MIA,,RAI,W 20-17,,,,,,,,,
35,1994,1994-10-30,8,25.192,MIA,@,NWE,W 23-3,,,,,,,,,
36,1994,1994-11-06,9,25.199,MIA,,IND,W 22-21,,,,,,,,,
37,1994,1994-11-13,10,25.206,MIA,,CHI,L 14-17,,,,,,,,,
38,1994,1994-11-20,11,25.213,MIA,@,PIT,L 13-16,,,,,,,,,
39,1994,1994-11-27,12,25.220,MIA,@,NYJ,W 28-24,,,,,,,,,
40,1994,1994-12-04,13,25.227,MIA,,BUF,L 31-42,,,,,,,,,
41,1994,1994-12-12,14,25.235,MIA,,KAN,W 45-28,,,,,,,,,
42,1994,1994-12-18,15,25.241,MIA,@,IND,L 6-10,,,,,,,,,
43,1994,1994-12-25,16,25.248,MIA,,DET,W 27-20,,0,0,,0,0.0,1,36,0
44,1995,1995-09-03,1,26.135,MIA,,NYJ,W 52-14,,,,,,,,,
45,1995,1995-09-10,2,26.142,MIA,@,NWE,W 20-3,,,,,,,,,
46,1995,1995-09-18,3,26.150,MIA,,PIT,W 23-10,,,,,,,,,
47,1995,1995-10-01,4,26.163,MIA,@,CIN,W 26-23,,,,,,,,,
48,1995,1995-10-08,5,26.170,MIA,,IND,L 24-27,,,,,,,,,
49,1995,1995-10-15,6,26.177,MIA,@,NOR,L 30-33,,,,,,,,,
50,1995,1995-10-22,7,26.184,MIA,@,NYJ,L 16-17,,,,,,,,,
51,1995,1995-10-29,8,26.191,MIA,,BUF,W 23-6,,,,,,,,,
52,1995,1995-11-05,9,26.198,MIA,@,SDG,W 24-14,,,,,,,,,
53,1995,1995-11-12,10,26.205,MIA,,NWE,L 17-34,,,,,,,,,
54,1995,1995-11-20,11,26.213,MIA,,SFO,L 20-44,,,,,,,,,
55,1995,1995-11-26,12,26.219,MIA,@,IND,L 28-36,,,,,,,,,
56,1995,1995-12-03,13,26.226,MIA,,ATL,W 21-20,,,,,,,,,
57,1995,1995-12-11,14,26.234,MIA,,KAN,W 13-6,,,,,,,,,
58,1995,1995-12-17,15,26.240,MIA,@,BUF,L 20-23,,,,,,,,,
59,1995,1995-12-24,16,26.247,MIA,@,STL,W 41-22,,,,,,,,,
60,1996,1996-09-01,1,27.133,MIA,,NWE,W 24-10,,,,,,,,,
61,1996,1996-09-08,2,27.140,MIA,@,ARI,W 38-10,,,,,,,,,
