ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-16,2,23.046,CLE,@,CIN,L 27-34,,0,0,0.0,0,1
2,2012,2012-09-23,3,23.053,CLE,,BUF,L 14-24,,,,,,
3,2012,2012-09-27,4,23.057,CLE,@,BAL,L 16-23,,,,,,
4,2012,2012-10-07,5,23.067,CLE,@,NYG,L 27-41,,0,0,0.0,1,0
5,2012,2012-10-14,6,23.074,CLE,,CIN,W 34-24,,,,,,
6,2012,2012-10-21,7,23.081,CLE,@,IND,L 13-17,,,,,,
7,2012,2012-10-28,8,23.088,CLE,,SDG,W 7-6,,0,0,0.0,0,0
8,2012,2012-11-04,9,23.095,CLE,,BAL,L 15-25,,,,,,
9,2012,2012-11-18,10,23.109,CLE,@,DAL,L 20-23,,0,0,0.0,3,1
10,2012,2012-11-25,11,23.116,CLE,,PIT,W 20-14,,0,0,0.0,0,0
11,2012,2012-12-02,12,23.123,CLE,@,OAK,W 20-17,,,,,,
12,2012,2012-12-23,15,23.144,CLE,@,DEN,L 12-34,,0,0,0.0,2,0
13,2012,2012-12-30,16,23.151,CLE,@,PIT,L 10-24,,0,0,0.0,2,1
14,2013,2013-12-22,15,24.143,NOR,@,CAR,L 13-17,,,,,,
15,2013,2013-12-29,16,24.150,NOR,,TAM,W 42-17,,0,0,0.0,0,0
16,2015,2015-09-13,1,26.043,NYG,@,DAL,L 26-27,,0,0,0.0,0,0
17,2015,2015-09-20,2,26.050,NYG,,ATL,L 20-24,,0,0,0.0,0,0
18,2015,2015-09-24,3,26.054,NYG,,WAS,W 32-21,,0,0,0.0,2,0
19,2015,2015-10-04,4,26.064,NYG,@,BUF,W 24-10,,0,0,0.0,0,0
20,2015,2015-10-11,5,26.071,NYG,,SFO,W 30-27,,0,0,0.0,2,1
21,2015,2015-10-19,6,26.079,NYG,@,PHI,L 7-27,*,0,0,0.0,4,2
22,2015,2015-10-25,7,26.085,NYG,,DAL,W 27-20,,0,0,0.0,5,1
23,2015,2015-11-01,8,26.092,NYG,@,NOR,L 49-52,,0,0,0.0,4,1
24,2015,2015-11-08,9,26.099,NYG,@,TAM,W 32-18,,1,6,0.0,2,0
25,2015,2015-11-15,10,26.106,NYG,,NWE,L 26-27,,0,0,0.0,2,0
26,2015,2015-11-29,11,26.120,NYG,@,WAS,L 14-20,,0,0,0.0,3,1
27,2015,2015-12-06,12,26.127,NYG,,NYJ,L 20-23,*,0,0,0.0,6,0
28,2015,2015-12-14,13,26.135,NYG,@,MIA,W 31-24,,0,0,0.0,4,0
29,2015,2015-12-20,14,26.141,NYG,,CAR,L 35-38,,0,0,0.0,0,0
30,2015,2015-12-27,15,26.148,NYG,@,MIN,L 17-49,,0,0,0.0,1,0
31,2015,2016-01-03,16,26.155,NYG,,PHI,L 30-35,*,0,0,0.0,4,3
32,2016,2016-09-11,1,27.041,NYG,@,DAL,W 20-19,,0,0,0.0,0,0
33,2016,2016-09-18,2,27.048,NYG,,NOR,W 16-13,,0,0,0.0,0,0
34,2016,2016-09-25,3,27.055,NYG,,WAS,L 27-29,,0,0,0.0,1,0
35,2016,2016-10-03,4,27.063,NYG,@,MIN,L 10-24,*,0,0,0.0,6,0
36,2016,2016-10-09,5,27.069,NYG,@,GNB,L 16-23,,0,0,0.0,0,0
37,2016,2016-10-16,6,27.076,NYG,,BAL,W 27-23,,0,0,0.0,1,1
38,2016,2016-10-23,7,27.083,NYG,@,LAR,W 17-10,,0,0,0.0,0,0
39,2016,2016-11-06,8,27.097,NYG,,PHI,W 28-23,,0,0,0.0,2,0
40,2016,2016-11-14,9,27.105,NYG,,CIN,W 21-20,,0,0,0.0,2,0
41,2016,2016-11-20,10,27.111,NYG,,CHI,W 22-16,,0,0,0.0,1,0
42,2016,2016-11-27,11,27.118,NYG,@,CLE,W 27-13,,0,0,0.0,0,0
43,2016,2016-12-04,12,27.125,NYG,@,PIT,L 14-24,,0,0,0.0,1,0
44,2016,2016-12-11,13,27.132,NYG,,DAL,W 10-7,,0,0,0.0,0,0
45,2016,2016-12-18,14,27.139,NYG,,DET,W 17-6,,0,0,0.0,2,0
46,2016,2016-12-22,15,27.143,NYG,@,PHI,L 19-24,*,0,0,0.0,3,0
47,2016,2017-01-01,16,27.153,NYG,@,WAS,W 19-10,,1,6,0.0,3,1
