ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1994,1994-09-04,1,22.035,CLE,@,CIN,W 28-20,,0,0,0.0,1,0,0
2,1994,1994-09-11,2,22.042,CLE,,PIT,L 10-17,,,,,,,
3,1994,1994-09-18,3,22.049,CLE,,ARI,W 32-0,,0,0,0.0,1,2,0
4,1994,1994-09-25,4,22.056,CLE,@,IND,W 21-14,,,,,,,
5,1994,1994-10-02,5,22.063,CLE,,NYJ,W 27-7,,,,,,,
6,1994,1994-10-13,6,22.074,CLE,@,HOU,W 11-8,,,,,,,
7,1994,1994-10-23,7,22.084,CLE,,CIN,W 37-13,,,,,,,
8,1994,1994-10-30,8,22.091,CLE,@,DEN,L 14-26,,,,,,,
9,1994,1994-11-06,9,22.098,CLE,,NWE,W 13-6,,,,,,,
10,1994,1994-11-13,10,22.105,CLE,@,PHI,W 26-7,,,,,,,
11,1994,1994-11-20,11,22.112,CLE,@,KAN,L 13-20,,,,,,,
12,1994,1994-11-27,12,22.119,CLE,,HOU,W 34-10,,,,,,,
13,1994,1994-12-04,13,22.126,CLE,,NYG,L 13-16,,,,,,,
14,1994,1994-12-10,14,22.132,CLE,@,DAL,W 19-14,,,,,,,
15,1994,1994-12-18,15,22.140,CLE,@,PIT,L 7-17,,,,,,,
16,1994,1994-12-24,16,22.146,CLE,,SEA,W 35-9,,,,,,,
17,1995,1995-09-03,1,23.034,CLE,@,NWE,L 14-17,,,,,,,
18,1995,1995-09-10,2,23.041,CLE,,TAM,W 22-6,,,,,,,
19,1995,1995-09-17,3,23.048,CLE,@,HOU,W 14-7,,,,,,,
20,1995,1995-09-24,4,23.055,CLE,,KAN,W 35-17,,,,,,,
21,1995,1995-10-02,5,23.063,CLE,,BUF,L 19-22,,,,,,,
22,1995,1995-10-08,6,23.069,CLE,@,DET,L 20-38,,,,,,,
23,1995,1995-10-22,7,23.083,CLE,,JAX,L 15-23,,0,0,0.0,1,0,0
24,1995,1995-10-29,8,23.090,CLE,@,CIN,W 29-26,,,,,,,
25,1995,1995-11-05,9,23.097,CLE,,HOU,L 10-37,,0,0,0.0,1,29,0
26,1995,1995-11-13,10,23.105,CLE,@,PIT,L 3-20,,,,,,,
27,1995,1995-11-19,11,23.111,CLE,,GNB,L 20-31,,,,,,,
28,1995,1995-11-26,12,23.118,CLE,,PIT,L 17-20,,,,,,,
29,1995,1995-12-03,13,23.125,CLE,@,SDG,L 13-31,,,,,,,
30,1995,1995-12-09,14,23.131,CLE,@,MIN,L 11-27,,,,,,,
31,1995,1995-12-17,15,23.139,CLE,,CIN,W 26-10,,,,,,,
32,1995,1995-12-24,16,23.146,CLE,@,JAX,L 21-24,,,,,,,
33,1996,1996-09-01,1,24.032,BAL,,OAK,W 19-14,,0,0,0.0,1,28,0
34,1996,1996-09-08,2,24.039,BAL,@,PIT,L 17-31,,,,,,,
35,1996,1996-09-15,3,24.046,BAL,@,HOU,L 13-29,,,,,,,
36,1996,1996-09-29,4,24.060,BAL,,NOR,W 17-10,,,,,,,
37,1996,1996-10-06,5,24.067,BAL,,NWE,L 38-46,,,,,,,
38,1996,1996-10-13,6,24.074,BAL,@,IND,L 21-26,,,,,,,
39,1996,1996-10-20,7,24.081,BAL,@,DEN,L 34-45,,0,0,0.0,1,26,0
40,1996,1996-10-27,8,24.088,BAL,,STL,W 37-31,,,,,,,
41,1996,1996-11-03,9,24.095,BAL,,CIN,L 21-24,,,,,,,
42,1996,1996-11-17,11,24.109,BAL,@,SFO,L 20-38,,0,0,0.0,1,0,0
43,1996,1996-11-24,12,24.116,BAL,,JAX,L 25-28,,,,,,,
44,1996,1996-12-01,13,24.123,BAL,,PIT,W 31-17,,,,,,,
45,1996,1996-12-08,14,24.130,BAL,@,CIN,L 14-21,,,,,,,
46,1996,1996-12-15,15,24.137,BAL,@,CAR,L 16-27,,0,0,0.0,2,5,0
47,1996,1996-12-22,16,24.144,BAL,,HOU,L 21-24,,,,,,,
48,1997,1997-08-31,1,25.031,BAL,,JAX,L 27-28,,,,,,,
49,1997,1997-09-07,2,25.038,BAL,,CIN,W 23-10,,,,,,,
50,1997,1997-09-14,3,25.045,BAL,@,NYG,W 24-23,,,,,,,
51,1997,1997-09-21,4,25.052,BAL,@,TEN,W 36-10,,,,,,,
52,1997,1997-09-28,5,25.059,BAL,@,SDG,L 17-21,,0,0,0.0,1,0,0
53,1997,1997-10-05,6,25.066,BAL,,PIT,L 34-42,,,,,,,
54,1997,1997-10-19,7,25.080,BAL,,MIA,L 13-24,,,,,,,
55,1997,1997-10-26,8,25.087,BAL,@,WAS,W 20-17,,,,,,,
56,1997,1997-11-02,9,25.094,BAL,@,NYJ,L 16-19,,,,,,,
57,1997,1997-11-09,10,25.101,BAL,@,PIT,L 0-37,,,,,,,
58,1997,1997-11-16,11,25.108,BAL,,PHI,T 10-10,,,,,,,
59,1997,1997-11-23,12,25.115,BAL,,ARI,L 13-16,,,,,,,
60,1997,1997-11-30,13,25.122,BAL,@,JAX,L 27-29,,1,6,0.0,1,40,1
61,1997,1997-12-07,14,25.129,BAL,,SEA,W 31-24,,,,,,,
62,1997,1997-12-14,15,25.136,BAL,,TEN,W 21-19,,0,0,0.0,1,0,0
63,1997,1997-12-21,16,25.143,BAL,@,CIN,L 14-16,,0,0,1.0,0,0,0
64,1998,1998-09-06,1,26.037,SFO,,NYJ,W 36-30,,0,0,0.0,1,0,0
65,1998,1998-09-14,2,26.045,SFO,@,WAS,W 45-10,,,,,,,
66,1998,1998-09-27,3,26.058,SFO,,ATL,W 31-20,,,,,,,
67,1998,1998-10-04,4,26.065,SFO,@,BUF,L 21-26,,,,,,,
68,1998,1998-10-11,5,26.072,SFO,@,NOR,W 31-0,,,,,,,
69,1998,1998-10-18,6,26.079,SFO,,IND,W 34-31,,,,,,,
70,1998,1998-10-25,7,26.086,SFO,@,STL,W 28-10,,,,,,,
71,1998,1998-11-01,8,26.093,SFO,@,GNB,L 22-36,,,,,,,
72,1998,1998-12-14,14,26.136,SFO,,DET,W 35-13,,,,,,,
73,1998,1998-12-20,15,26.142,SFO,@,NWE,L 21-24,,,,,,,
74,1998,1998-12-27,16,26.149,SFO,,STL,W 38-19,,,,,,,
75,1999,1999-09-12,1,27.043,CLE,,PIT,L 0-43,*,,,,,,
76,1999,1999-09-19,2,27.050,CLE,@,TEN,L 9-26,,,,,,,
77,1999,1999-10-17,6,27.078,CLE,@,JAX,L 7-24,,,,,,,
78,1999,1999-10-24,7,27.085,CLE,@,STL,L 3-34,,,,,,,
79,1999,1999-10-31,8,27.092,CLE,@,NOR,W 21-16,,,,,,,
80,1999,1999-11-07,9,27.099,CLE,,BAL,L 9-41,,,,,,,
81,1999,1999-11-14,10,27.106,CLE,@,PIT,W 16-15,,,,,,,
82,1999,1999-11-21,11,27.113,CLE,,CAR,L 17-31,,,,,,,
83,1999,1999-11-28,12,27.120,CLE,,TEN,L 21-33,,,,,,,
84,1999,1999-12-05,13,27.127,CLE,@,SDG,L 10-23,*,,,,,,
85,1999,1999-12-12,14,27.134,CLE,@,CIN,L 28-44,,,,,,,
86,1999,1999-12-19,15,27.141,CLE,,JAX,L 14-24,,,,,,,
87,1999,1999-12-26,16,27.148,CLE,,IND,L 28-29,,,,,,,
88,2000,2000-09-03,1,28.034,NWE,,TAM,L 16-21,*,,,,,,
