ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1987,1987-10-04,3,23.096,CHI,@,PHI,W 35-3,
2,1987,1987-10-11,4,23.103,CHI,,MIN,W 27-7,1.0
3,1987,1987-10-18,5,23.110,CHI,,NOR,L 17-19,
