ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1962,1962-09-30,3,27.077,DET,@,BAL,W 29-20,1,28,0
2,1964,1964-10-11,5,29.088,DET,@,MIN,W 24-20,1,2,0
3,1964,1964-11-15,10,29.123,DET,@,CLE,L 21-37,1,5,0
4,1969,1969-11-09,8,34.117,DET,,ATL,W 27-21,1,22,0
5,1970,1970-09-20,1,35.067,DET,@,GNB,W 40-0,,,
6,1970,1970-09-27,2,35.074,DET,,CIN,W 38-3,,,
7,1970,1970-10-05,3,35.082,DET,,CHI,W 28-14,,,
8,1970,1970-10-11,4,35.088,DET,@,WAS,L 10-31,,,
9,1970,1970-10-18,5,35.095,DET,@,CLE,W 41-24,,,
10,1970,1970-11-01,7,35.109,DET,,MIN,L 17-30,,,
11,1970,1970-11-08,8,35.116,DET,@,NOR,L 17-19,,,
12,1970,1970-11-15,9,35.123,DET,@,MIN,L 20-24,,,
13,1970,1970-11-22,10,35.130,DET,,SFO,W 28-7,,,
14,1970,1970-11-26,11,35.134,DET,,OAK,W 28-14,,,
15,1970,1970-12-06,12,35.144,DET,,STL,W 16-3,,,
16,1970,1970-12-14,13,35.152,DET,@,RAM,W 28-23,,,
17,1970,1970-12-20,14,35.158,DET,,GNB,W 20-0,,,
