ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1998,1998-09-06,1,22.210,CAR,,ATL,L 14-19,
2,1998,1998-09-13,2,22.217,CAR,@,NOR,L 14-19,
3,1998,1998-09-27,3,22.231,CAR,,GNB,L 30-37,
4,1998,1998-10-04,4,22.238,CAR,@,ATL,L 23-51,
5,1998,1998-10-11,5,22.245,CAR,@,DAL,L 20-27,
6,1998,1998-10-18,6,22.252,CAR,@,TAM,L 13-16,
7,1998,1998-10-25,7,22.259,CAR,,BUF,L 14-30,
8,1998,1998-11-01,8,22.266,CAR,,NOR,W 31-17,
9,1998,1998-11-08,9,22.273,CAR,@,SFO,L 23-25,
10,1998,1998-11-15,10,22.280,CAR,,MIA,L 9-13,
11,1998,1998-11-22,11,22.287,CAR,@,STL,W 24-20,
12,1998,1998-11-29,12,22.294,CAR,@,NYJ,L 21-48,
13,1998,1998-12-06,13,22.301,CAR,,SFO,L 28-31,
14,1998,1998-12-13,14,22.308,CAR,,WAS,L 25-28,
15,1998,1998-12-20,15,22.315,CAR,,STL,W 20-13,
16,1998,1998-12-27,16,22.322,CAR,@,IND,W 27-19,
17,1999,1999-09-26,3,23.230,IND,@,SDG,W 27-19,
18,1999,1999-10-10,4,23.244,IND,,MIA,L 31-34,
19,1999,1999-10-31,7,23.265,IND,,DAL,W 34-24,
20,1999,1999-11-07,8,23.272,IND,,KAN,W 25-17,
21,1999,1999-11-14,9,23.279,IND,@,NYG,W 27-19,
22,1999,1999-11-21,10,23.286,IND,@,PHI,W 44-17,
23,1999,1999-11-28,11,23.293,IND,,NYJ,W 13-6,
24,1999,1999-12-05,12,23.300,IND,@,MIA,W 37-34,
25,1999,1999-12-12,13,23.307,IND,,NWE,W 20-15,
26,1999,1999-12-19,14,23.314,IND,,WAS,W 24-21,
27,1999,1999-12-26,15,23.321,IND,@,CLE,W 29-28,
28,1999,2000-01-02,16,23.328,IND,@,BUF,L 6-31,
