ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,22.190,WAS,@,HOU,L 6-17,,,,,,,,,,,0.0%,,,,,,
2,2014,2014-09-14,2,22.197,WAS,,JAX,W 41-10,,8,41,5.13,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
3,2014,2014-09-21,3,22.204,WAS,@,PHI,L 34-37,,,,,,,,,,,0.0%,,,,,,
4,2014,2014-09-25,4,22.208,WAS,,NYG,L 14-45,,,,,,,,,,,0.0%,,,,,,
5,2014,2014-10-06,5,22.219,WAS,,SEA,L 17-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,1,1
6,2014,2014-10-12,6,22.225,WAS,@,ARI,L 20-30,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
7,2014,2014-10-19,7,22.232,WAS,,TEN,W 19-17,,,,,,,,,,,0.0%,,,,,,
8,2014,2014-10-27,8,22.240,WAS,@,DAL,W 20-17,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
9,2014,2014-11-16,10,22.260,WAS,,TAM,L 7-27,,4,16,4.00,0,3,2,9,4.50,0,66.7%,3.00,0,0,0.0,0,0
10,2014,2014-11-23,11,22.267,WAS,@,SFO,L 13-17,,,,,,,,,,,0.0%,,,,,,
11,2014,2014-11-30,12,22.274,WAS,@,IND,L 27-49,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
12,2014,2014-12-07,13,22.281,WAS,,STL,L 0-24,,1,8,8.00,0,4,3,36,12.00,0,75.0%,9.00,0,0,0.0,0,0
13,2014,2014-12-14,14,22.288,WAS,@,NYG,L 13-24,,1,1,1.00,0,3,3,62,20.67,0,100.0%,20.67,0,0,0.0,0,0
14,2014,2014-12-20,15,22.294,WAS,,PHI,W 27-24,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
15,2014,2014-12-28,16,22.302,WAS,,DAL,L 17-44,,,,,,,,,,,0.0%,,,,,,
