ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1987,1987-09-20,2,22.158,MIA,@,IND,W 23-10,,,,,,,
2,1987,1987-10-25,6,22.193,MIA,,BUF,L 31-34,,,,,,,
3,1987,1987-12-13,13,22.242,MIA,@,PHI,W 28-10,,,,,,,
4,1987,1987-12-20,14,22.249,MIA,,WAS,W 23-21,,,,,,,
5,1987,1987-12-28,15,22.257,MIA,,NWE,L 10-24,,,,,,,
6,1988,1988-09-04,1,23.142,MIA,@,CHI,L 7-34,,,,,,,
7,1988,1988-09-11,2,23.149,MIA,@,BUF,L 6-9,,,,,,,
8,1988,1988-09-18,3,23.156,MIA,,GNB,W 24-17,,,,,,,
9,1988,1988-09-25,4,23.163,MIA,@,IND,L 13-15,,,,,,,
10,1988,1988-10-02,5,23.170,MIA,,MIN,W 24-7,,,,,,,
11,1988,1988-10-09,6,23.177,MIA,@,RAI,W 24-14,,,,,,,
12,1988,1988-10-16,7,23.184,MIA,,SDG,W 31-28,,,,,,,
13,1988,1988-10-23,8,23.191,MIA,,NYJ,L 30-44,,,,,,,
14,1988,1988-10-30,9,23.198,MIA,@,TAM,W 17-14,,,,,,,
15,1988,1988-11-06,10,23.205,MIA,@,NWE,L 10-21,,,,,,,
16,1988,1988-11-14,11,23.213,MIA,,BUF,L 6-31,,,,,,,
17,1988,1988-11-20,12,23.219,MIA,,NWE,L 3-6,,,,,,,
18,1988,1988-11-27,13,23.226,MIA,@,NYJ,L 34-38,,,,,,,
19,1989,1989-11-05,9,24.204,MIA,,IND,W 19-13,,,,,,,
20,1989,1989-11-12,10,24.211,MIA,@,NYJ,W 31-23,,,,,,,
21,1989,1989-11-19,11,24.218,MIA,@,DAL,W 17-14,,,,,,,
22,1989,1989-11-26,12,24.225,MIA,,PIT,L 14-34,,,,,,,
23,1989,1989-12-03,13,24.232,MIA,@,KAN,L 21-26,,,,,,,
24,1989,1989-12-10,14,24.239,MIA,,NWE,W 31-10,,,,,,,
25,1989,1989-12-17,15,24.246,MIA,@,IND,L 13-42,,,,,,,
26,1989,1989-12-24,16,24.253,MIA,,KAN,L 24-27,,,,,,,
27,1990,1990-09-09,1,25.147,MIA,@,NWE,W 27-24,,,,,,,
28,1990,1990-09-16,2,25.154,MIA,,BUF,W 30-7,,,,,,,
29,1990,1990-09-23,3,25.161,MIA,@,NYG,L 3-20,,,,,,,
30,1990,1990-09-30,4,25.168,MIA,@,PIT,W 28-6,,,,,,,
31,1990,1990-10-07,5,25.175,MIA,,NYJ,W 20-16,,,,,,,
32,1990,1990-10-18,6,25.186,MIA,,NWE,W 17-10,,,,,,,
33,1990,1990-10-28,7,25.196,MIA,@,IND,W 27-7,,,,,,,
34,1990,1990-11-04,8,25.203,MIA,,PHO,W 23-3,,,,,,,
35,1990,1990-11-11,9,25.210,MIA,@,NYJ,W 17-3,,,,,,,
36,1990,1990-11-19,10,25.218,MIA,,RAI,L 10-13,,,,,,,
37,1990,1990-11-25,11,25.224,MIA,@,CLE,W 30-13,,,,,,,
38,1990,1990-12-02,12,25.231,MIA,@,WAS,L 20-42,,,,,,,
39,1990,1990-12-09,13,25.238,MIA,,PHI,W 23-20,,,,,,,
40,1990,1990-12-16,14,25.245,MIA,,SEA,W 24-17,,,,,,,
