ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2003,2003-09-08,1,23.118,PHI,,TAM,L 0-17,,2,,,,,0.0%,,,,,,
2,2003,2003-09-14,2,23.124,PHI,,NWE,L 10-31,*,,,,,,0.0%,,,,,,
3,2003,2003-09-28,3,23.138,PHI,@,BUF,W 23-13,,2,2,17,8.50,0,100.0%,8.50,0,0,0.0,,
4,2003,2003-10-05,4,23.145,PHI,,WAS,W 27-25,*,6,4,39,9.75,0,66.7%,6.50,0,0,0.0,,
5,2003,2003-10-12,5,23.152,PHI,@,DAL,L 21-23,,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,,
6,2003,2003-10-19,6,23.159,PHI,@,NYG,W 14-10,,1,1,25,25.00,0,100.0%,25.00,0,0,0.0,,
7,2003,2003-10-26,7,23.166,PHI,,NYJ,W 24-17,,4,3,32,10.67,0,75.0%,8.00,0,0,0.0,,
8,2003,2003-11-02,8,23.173,PHI,@,ATL,W 23-16,,8,6,97,16.17,0,75.0%,12.13,0,0,0.0,,
9,2003,2003-11-10,9,23.181,PHI,@,GNB,W 17-14,,3,,,,,0.0%,,,,,,
10,2003,2003-11-16,10,23.187,PHI,,NYG,W 28-10,*,2,2,29,14.50,0,100.0%,14.50,0,0,0.0,,
11,2003,2003-11-23,11,23.194,PHI,,NOR,W 33-20,,3,1,28,28.00,0,33.3%,9.33,0,0,0.0,,
12,2003,2003-11-30,12,23.201,PHI,@,CAR,W 25-16,,1,1,15,15.00,0,100.0%,15.00,0,0,0.0,,
13,2003,2003-12-07,13,23.208,PHI,,DAL,W 36-10,*,4,1,6,6.00,1,25.0%,1.50,1,6,0.0,,
14,2003,2003-12-15,14,23.216,PHI,@,MIA,W 34-27,,6,3,16,5.33,0,50.0%,2.67,0,0,0.0,,
15,2003,2003-12-27,16,23.228,PHI,@,WAS,W 31-7,*,3,2,12,6.00,0,66.7%,4.00,0,0,0.0,,
16,2004,2004-09-12,1,24.122,PHI,,NYG,W 31-17,,4,3,50,16.67,1,75.0%,12.50,1,6,0.0,,
17,2004,2004-09-20,2,24.130,PHI,,MIN,W 27-16,*,4,3,26,8.67,1,75.0%,6.50,1,6,0.0,,
18,2004,2004-09-26,3,24.136,PHI,@,DET,W 30-13,,4,4,74,18.50,0,100.0%,18.50,0,0,0.0,,
19,2004,2004-10-03,4,24.143,PHI,@,CHI,W 19-9,*,2,,,,,0.0%,,,,,,
20,2004,2004-10-17,5,24.157,PHI,,CAR,W 30-8,,2,,,,,0.0%,,,,,,
21,2004,2004-10-24,6,24.164,PHI,@,CLE,W 34-31,*,4,2,6,3.00,1,50.0%,1.50,1,6,0.0,,
22,2004,2004-10-31,7,24.171,PHI,,BAL,W 15-10,*,2,2,28,14.00,0,100.0%,14.00,0,0,0.0,,
23,2004,2004-11-07,8,24.178,PHI,@,PIT,L 3-27,,1,1,10,10.00,0,100.0%,10.00,0,0,0.0,,
24,2004,2004-11-15,9,24.186,PHI,@,DAL,W 49-21,,2,,,,,0.0%,,,,,,
25,2004,2004-11-21,10,24.192,PHI,,WAS,W 28-6,,4,3,20,6.67,0,75.0%,5.00,0,0,0.0,,
26,2004,2004-11-28,11,24.199,PHI,@,NYG,W 27-6,*,5,4,31,7.75,0,80.0%,6.20,0,0,0.0,,
27,2004,2004-12-05,12,24.206,PHI,,GNB,W 47-17,,5,4,42,10.50,1,80.0%,8.40,1,6,0.0,,
28,2004,2004-12-12,13,24.213,PHI,@,WAS,W 17-14,*,4,2,12,6.00,1,50.0%,3.00,1,6,0.0,,
29,2004,2004-12-19,14,24.220,PHI,,DAL,W 12-7,*,5,4,41,10.25,0,80.0%,8.20,0,0,0.0,,
30,2004,2004-12-27,15,24.228,PHI,@,STL,L 7-20,,2,,,,,0.0%,,,,,,
31,2004,2005-01-02,16,24.234,PHI,,CIN,L 10-38,*,4,2,37,18.50,0,50.0%,9.25,0,0,0.0,,
32,2005,2005-09-12,1,25.122,PHI,@,ATL,L 10-14,*,4,3,29,9.67,0,75.0%,7.25,0,0,0.0,,
33,2005,2005-09-18,2,25.128,PHI,,SFO,W 42-3,*,9,9,119,13.22,1,100.0%,13.22,1,6,0.0,,
34,2005,2005-09-25,3,25.135,PHI,,OAK,W 23-20,*,8,5,50,10.00,0,62.5%,6.25,0,0,0.0,,
35,2005,2005-10-02,4,25.142,PHI,@,KAN,W 37-31,*,10,9,67,7.44,1,90.0%,6.70,1,6,0.0,,
36,2005,2005-10-09,5,25.149,PHI,@,DAL,L 10-33,*,2,2,22,11.00,0,100.0%,11.00,0,0,0.0,,
37,2005,2005-10-23,6,25.163,PHI,,SDG,W 20-17,*,10,6,63,10.50,0,60.0%,6.30,0,0,0.0,,
38,2005,2005-10-30,7,25.170,PHI,@,DEN,L 21-49,*,5,1,1,1.00,1,20.0%,0.20,1,6,0.0,,
39,2005,2005-11-06,8,25.177,PHI,@,WAS,L 10-17,*,3,1,10,10.00,0,33.3%,3.33,0,0,0.0,,
40,2005,2005-11-14,9,25.185,PHI,,DAL,L 20-21,*,7,6,56,9.33,0,85.7%,8.00,0,0,0.0,,
41,2005,2005-11-20,10,25.191,PHI,@,NYG,L 17-27,*,12,7,84,12.00,0,58.3%,7.00,0,0,0.0,,
42,2005,2005-11-27,11,25.198,PHI,,GNB,W 19-14,*,4,2,28,14.00,0,50.0%,7.00,0,0,0.0,,
43,2005,2005-12-05,12,25.206,PHI,,SEA,L 0-42,*,10,2,46,23.00,0,20.0%,4.60,0,0,0.0,,
44,2005,2005-12-11,13,25.212,PHI,,NYG,L 23-26,*,4,2,25,12.50,0,50.0%,6.25,0,0,0.0,,
45,2005,2005-12-18,14,25.219,PHI,@,STL,W 17-16,*,5,2,0,0.00,0,40.0%,0.00,0,0,0.0,,
46,2005,2005-12-24,15,25.225,PHI,@,ARI,L 21-27,*,6,1,9,9.00,0,16.7%,1.50,0,0,0.0,,
47,2005,2006-01-01,16,25.233,PHI,,WAS,L 20-31,*,8,3,73,24.33,0,37.5%,9.13,0,0,0.0,,
48,2006,2006-09-10,1,26.120,PHI,@,HOU,W 24-10,*,6,6,56,9.33,0,100.0%,9.33,0,0,0.0,,
49,2006,2006-09-17,2,26.127,PHI,,NYG,L 24-30,*,8,7,111,15.86,0,87.5%,13.88,0,0,0.0,,
50,2006,2006-09-24,3,26.134,PHI,@,SFO,W 38-24,*,4,3,19,6.33,1,75.0%,4.75,1,6,0.0,,
51,2006,2006-10-02,4,26.142,PHI,,GNB,W 31-9,*,4,2,38,19.00,0,50.0%,9.50,0,0,0.0,,
52,2006,2006-10-08,5,26.148,PHI,,DAL,W 38-24,,5,2,63,31.50,0,40.0%,12.60,0,0,0.0,,
53,2006,2006-10-15,6,26.155,PHI,@,NOR,L 24-27,*,5,4,48,12.00,1,80.0%,9.60,1,6,0.0,,
54,2006,2006-10-22,7,26.162,PHI,@,TAM,L 21-23,*,6,4,38,9.50,0,66.7%,6.33,0,0,0.0,,
55,2006,2006-10-29,8,26.169,PHI,,JAX,L 6-13,*,3,1,11,11.00,0,33.3%,3.67,0,0,0.0,,
56,2006,2006-11-12,9,26.183,PHI,,WAS,W 27-3,*,3,1,8,8.00,0,33.3%,2.67,0,0,0.0,,
57,2006,2006-11-19,10,26.190,PHI,,TEN,L 13-31,*,13,7,57,8.14,1,53.8%,4.38,1,6,0.0,,
58,2006,2006-11-26,11,26.197,PHI,@,IND,L 21-45,*,4,4,21,5.25,1,100.0%,5.25,1,6,0.0,,
59,2006,2006-12-04,12,26.205,PHI,,CAR,W 27-24,*,2,0,0,,0,0.0%,0.00,0,0,0.0,,
60,2006,2006-12-10,13,26.211,PHI,@,WAS,W 21-19,*,4,3,10,3.33,1,75.0%,2.50,1,6,0.0,,
61,2006,2006-12-17,14,26.218,PHI,@,NYG,W 36-22,*,5,4,54,13.50,0,80.0%,10.80,0,0,0.0,,
62,2006,2006-12-25,15,26.226,PHI,@,DAL,W 23-7,*,3,2,77,38.50,0,66.7%,25.67,0,0,0.0,,
63,2006,2006-12-31,16,26.232,PHI,,ATL,W 24-17,*,,0,0,,0,0.0%,,0,0,0.0,,
64,2007,2007-09-09,1,27.119,PHI,@,GNB,L 13-16,*,3,2,14,7.00,0,66.7%,4.67,0,0,0.0,,
65,2007,2007-09-17,2,27.127,PHI,,WAS,L 12-20,*,3,2,12,6.00,0,66.7%,4.00,0,0,0.0,,
66,2007,2007-10-14,5,27.154,PHI,@,NYJ,W 16-9,*,2,1,8,8.00,0,50.0%,4.00,0,0,0.0,,
67,2007,2007-10-28,7,27.168,PHI,@,MIN,W 23-16,,1,0,0,,0,0.0%,0.00,0,0,0.0,,
68,2007,2007-11-04,8,27.175,PHI,,DAL,L 17-38,*,4,2,34,17.00,0,50.0%,8.50,0,0,0.0,,
69,2007,2007-11-11,9,27.182,PHI,@,WAS,W 33-25,*,5,4,49,12.25,1,80.0%,9.80,1,6,0.0,,
70,2007,2007-11-18,10,27.189,PHI,,MIA,W 17-7,*,7,4,44,11.00,0,57.1%,6.29,0,0,0.0,,
71,2007,2007-11-25,11,27.196,PHI,@,NWE,L 28-31,*,5,3,46,15.33,0,60.0%,9.20,0,0,0.0,,
