ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-09-09,1,22.094,DEN,@,BOS,W 13-10,0,0,,0,0,0,,0,0,0,2,17,0
2,1960,1960-09-18,2,22.103,DEN,@,BUF,W 27-21,0,0,,0,0,0,,0,0,0,4,28,0
3,1960,1960-09-23,3,22.108,DEN,@,NYT,L 24-28,0,0,,0,0,0,,0,0,0,1,9,0
4,1960,1960-10-16,5,22.131,DEN,,LAC,L 19-23,0,0,,0,0,0,,0,0,0,1,19,0
5,1960,1960-12-04,12,22.180,DEN,,NYT,L 27-30,0,0,,0,0,0,,0,0,0,1,0,0
6,1960,1960-12-17,14,22.193,DEN,@,OAK,L 10-48,0,0,,0,0,0,,0,0,0,2,25,0
7,1961,1961-09-10,1,23.095,DEN,@,BUF,W 22-10,0,0,,0,0,0,,0,0,0,2,26,0
8,1961,1961-11-12,10,23.158,DEN,,SDG,L 16-19,0,0,,0,0,0,,0,0,0,1,0,0
9,1961,1961-11-26,12,23.172,DEN,@,HOU,L 14-45,1,34,34.00,0,0,0,,0,0,0,1,0,0
10,1961,1961-12-03,13,23.179,DEN,,BOS,L 24-28,0,0,,0,0,0,,0,0,0,1,38,0
11,1961,1961-12-10,14,23.186,DEN,@,DTX,L 21-49,0,0,,0,0,0,,0,0,0,1,12,0
12,1962,1962-09-07,1,24.092,DEN,,SDG,W 30-21,0,0,,0,0,0,,0,0,0,1,0,0
13,1962,1962-09-21,3,24.106,DEN,@,BOS,L 16-41,0,0,,0,0,0,,0,0,0,2,4,0
14,1962,1962-10-05,5,24.120,DEN,,OAK,W 44-7,0,0,,0,0,0,,0,1,6,1,64,1
15,1962,1962-10-14,6,24.129,DEN,@,OAK,W 23-6,0,0,,0,0,0,,0,0,0,1,17,0
16,1962,1962-11-04,9,24.150,DEN,@,SDG,W 23-20,0,0,,0,0,0,,0,0,0,1,0,0
17,1962,1962-12-02,13,24.178,DEN,@,HOU,L 17-34,0,0,,0,0,0,,0,0,0,1,3,0
18,1963,1963-09-14,2,25.099,DEN,@,HOU,L 14-20,0,0,,0,0,0,,0,0,0,1,10,0
19,1963,1963-10-06,4,25.121,DEN,,SDG,W 50-34,0,0,,0,0,0,,0,1,6,2,52,1
20,1963,1963-10-18,6,25.133,DEN,@,BOS,L 21-40,0,4,,0,0,,,0,0,0,1,2,0
21,1963,1963-10-26,7,25.141,DEN,@,NYJ,T 35-35,0,0,,0,0,0,,0,0,0,1,0,0
22,1963,1963-12-08,12,25.184,DEN,@,KAN,L 21-52,0,0,,0,0,0,,0,0,0,1,0,0
23,1964,1964-09-20,2,26.105,DEN,@,BUF,L 13-30,0,0,,0,0,0,,0,0,0,1,12,0
24,1964,1964-10-11,5,26.126,DEN,,KAN,W 33-27,0,0,,0,0,0,,0,0,0,3,42,0
25,1964,1964-11-20,11,26.166,DEN,@,BOS,L 7-12,0,0,,0,0,0,,0,0,0,1,20,0
26,1964,1964-11-29,12,26.175,DEN,,OAK,T 20-20,0,0,,0,0,0,,0,0,0,1,36,0
27,1964,1964-12-20,14,26.196,DEN,@,HOU,L 15-34,0,0,,0,0,0,,0,0,0,1,15,0
28,1965,1965-09-11,1,27.096,DEN,@,SDG,L 31-34,0,0,,0,0,0,,0,0,0,1,31,0
29,1965,1965-09-19,2,27.104,DEN,,BUF,L 15-30,0,0,,0,0,0,,0,0,0,2,32,0
30,1965,1965-10-17,6,27.132,DEN,,HOU,W 28-17,0,0,,0,0,0,,0,0,0,2,28,0
31,1965,1965-11-14,10,27.160,DEN,@,HOU,W 31-21,0,0,,0,0,0,,0,0,0,1,0,0
32,1967,1967-09-24,2,29.109,SFO,,ATL,W 38-7,0,0,,0,0,0,,0,0,0,1,0,0
33,1967,1967-10-08,4,29.123,SFO,@,RAM,W 27-24,0,0,,0,0,0,,0,0,0,1,5,0
34,1967,1967-10-22,6,29.137,SFO,,NOR,W 27-13,0,0,,0,0,0,,0,0,0,1,4,0
35,1967,1967-12-03,12,29.179,SFO,,CHI,L 14-28,0,0,,0,1,0,0.00,0,0,0,0,0,0
