ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-09-08,1,23.112,OAK,@,NWE,L 20-30,,1,0,0,,0,0.0%,0.00,0,0,0.0,,
2,2005,2005-09-18,2,23.122,OAK,,KAN,L 17-23,,1,0,0,,0,0.0%,0.00,0,0,0.0,,
3,2005,2005-10-23,6,23.157,OAK,,BUF,W 38-17,*,2,2,11,5.50,0,100.0%,5.50,0,0,0.0,,
4,2005,2005-10-30,7,23.164,OAK,@,TEN,W 34-25,*,2,2,14,7.00,0,100.0%,7.00,0,0,0.0,,
5,2005,2005-11-06,8,23.171,OAK,@,KAN,L 23-27,,2,1,1,1.00,0,50.0%,0.50,0,0,0.0,,
6,2005,2005-11-13,9,23.178,OAK,,DEN,L 17-31,,1,0,0,,0,0.0%,0.00,0,0,0.0,,
7,2005,2005-11-20,10,23.185,OAK,@,WAS,W 16-13,*,,0,0,,0,0.0%,,0,0,0.0,,
8,2005,2005-12-18,14,23.213,OAK,,CLE,L 7-9,,,0,0,,0,0.0%,,0,0,0.0,,
9,2005,2005-12-24,15,23.219,OAK,@,DEN,L 3-22,*,1,1,11,11.00,0,100.0%,11.00,0,0,0.0,,
10,2005,2005-12-31,16,23.226,OAK,,NYG,L 21-30,*,1,0,0,,0,0.0%,0.00,0,0,0.0,,
11,2006,2006-10-01,3,24.135,OAK,,CLE,L 21-24,,,0,0,,0,0.0%,,0,0,0.0,,
12,2008,2008-09-07,1,26.111,KAN,@,NWE,L 10-17,,,0,0,,0,0.0%,,0,0,0.0,0,0
13,2008,2008-09-14,2,26.118,KAN,,OAK,L 8-23,,,,,,,0.0%,,,,,,
14,2008,2008-09-21,3,26.125,KAN,@,ATL,L 14-38,,,,,,,0.0%,,,,,,
15,2008,2008-09-28,4,26.132,KAN,,DEN,W 33-19,,,,,,,0.0%,,,,,,
16,2008,2008-10-05,5,26.139,KAN,@,CAR,L 0-34,,,,,,,0.0%,,,,,,
17,2008,2008-10-26,7,26.160,KAN,@,NYJ,L 24-28,,,,,,,0.0%,,,,,,
18,2008,2008-11-02,8,26.167,KAN,,TAM,L 27-30,,,,,,,0.0%,,,,,,
19,2009,2009-09-13,1,27.117,CIN,,DEN,L 7-12,,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,0,0
20,2009,2009-09-20,2,27.124,CIN,@,GNB,W 31-24,*,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,0,0
21,2009,2009-09-27,3,27.131,CIN,,PIT,W 23-20,*,0,,,,,0.0%,,,,,,
22,2009,2009-10-04,4,27.138,CIN,@,CLE,W 23-20,*,3,3,44,14.67,0,100.0%,14.67,0,0,0.0,0,0
23,2009,2009-10-11,5,27.145,CIN,@,BAL,W 17-14,,2,1,6,6.00,0,50.0%,3.00,0,0,0.0,0,0
24,2009,2009-10-18,6,27.152,CIN,,HOU,L 17-28,,3,1,6,6.00,0,33.3%,2.00,0,0,0.0,1,0
25,2009,2009-10-25,7,27.159,CIN,,CHI,W 45-10,,1,1,3,3.00,1,100.0%,3.00,1,6,0.0,0,0
26,2009,2009-11-08,8,27.173,CIN,,BAL,W 17-7,*,3,2,32,16.00,0,66.7%,10.67,0,0,0.0,0,0
27,2009,2009-11-15,9,27.180,CIN,@,PIT,W 18-12,*,3,3,14,4.67,0,100.0%,4.67,0,0,0.0,0,0
28,2009,2009-11-22,10,27.187,CIN,@,OAK,L 17-20,*,2,2,12,6.00,0,100.0%,6.00,0,0,0.0,0,0
29,2009,2009-11-29,11,27.194,CIN,,CLE,W 16-7,*,2,2,11,5.50,1,100.0%,5.50,1,6,0.0,0,0
30,2009,2009-12-06,12,27.201,CIN,,DET,W 23-13,*,3,1,16,16.00,0,33.3%,5.33,0,0,0.0,0,0
31,2009,2009-12-13,13,27.208,CIN,@,MIN,L 10-30,,2,2,19,9.50,0,100.0%,9.50,0,0,0.0,0,0
32,2009,2009-12-20,14,27.215,CIN,@,SDG,L 24-27,*,9,7,82,11.71,0,77.8%,9.11,0,0,0.0,0,0
33,2009,2009-12-27,15,27.222,CIN,,KAN,W 17-10,*,2,,,,,0.0%,,,,,,
34,2010,2010-10-31,7,28.165,CIN,,MIA,L 14-22,*,,,,,,0.0%,,,,,,
35,2010,2010-11-08,8,28.173,CIN,,PIT,L 21-27,,,,,,,0.0%,,,,,,
