ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-10-04,4,24.328,PIT,,SDG,W 38-28,,,,,,,,,,,0.0%,,,,,,,,,,
2,2010,2010-09-12,1,25.306,PIT,,ATL,W 15-9,,6,19,3.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
3,2010,2010-09-19,2,25.313,PIT,@,TEN,W 19-11,,4,8,2.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,0,0
4,2010,2010-09-26,3,25.320,PIT,@,TAM,W 38-13,,5,31,6.20,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
5,2010,2010-10-03,4,25.327,PIT,,BAL,L 14-17,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0
6,2010,2010-10-17,5,25.341,PIT,,CLE,W 28-10,,6,31,5.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
7,2010,2010-10-24,6,25.348,PIT,@,MIA,W 23-22,,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
8,2010,2010-10-31,7,25.355,PIT,@,NOR,L 10-20,,3,19,6.33,0,0,0,0,,0,0.0%,,1,20,20.00,0,0,0,0.0,0,0
9,2010,2010-11-08,8,25.363,PIT,@,CIN,W 27-21,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
10,2010,2010-11-14,9,26.004,PIT,,NWE,L 26-39,,0,0,,0,0,0,0,,0,0.0%,,1,20,20.00,0,0,0,0.0,0,0
11,2010,2010-11-21,10,26.011,PIT,,OAK,W 35-3,,5,27,5.40,0,1,1,16,16.00,1,100.0%,16.00,2,41,20.50,0,1,6,0.0,0,0
12,2010,2010-11-28,11,26.018,PIT,@,BUF,W 19-16,,5,25,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
13,2010,2010-12-05,12,26.025,PIT,@,BAL,W 13-10,,4,10,2.50,0,2,2,23,11.50,1,100.0%,11.50,0,0,,0,1,6,0.0,0,0
14,2010,2010-12-12,13,26.032,PIT,,CIN,W 23-7,,1,4,4.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0
15,2010,2010-12-19,14,26.039,PIT,,NYJ,L 17-22,,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
16,2010,2010-12-23,15,26.043,PIT,,CAR,W 27-3,,4,43,10.75,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,1,0
17,2010,2011-01-02,16,26.053,PIT,@,CLE,W 41-9,,3,12,4.00,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,0,0
18,2011,2011-09-11,1,26.305,PIT,@,BAL,L 7-35,,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
19,2011,2011-09-18,2,26.312,PIT,,SEA,W 24-0,,10,49,4.90,1,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,6,0.0,0,0
20,2011,2011-09-25,3,26.319,PIT,@,IND,W 23-20,,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
21,2011,2011-10-02,4,26.326,PIT,@,HOU,L 10-17,,6,40,6.67,0,1,1,12,12.00,0,100.0%,12.00,1,18,18.00,0,0,0,0.0,0,0
22,2011,2011-10-09,5,26.333,PIT,,TEN,W 38-17,*,15,49,3.27,0,3,3,12,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
23,2011,2011-10-16,6,26.340,PIT,,JAX,W 17-13,,4,22,5.50,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,0,0
24,2011,2011-10-23,7,26.347,PIT,@,ARI,W 32-20,,6,29,4.83,0,3,3,10,3.33,0,100.0%,3.33,0,0,,0,0,0,0.0,0,0
25,2011,2011-10-30,8,26.354,PIT,,NWE,W 25-17,,7,11,1.57,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,0,0
26,2011,2011-11-06,9,26.361,PIT,,BAL,L 20-23,,3,2,0.67,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
27,2011,2011-11-13,10,27.003,PIT,@,CIN,W 24-17,,7,25,3.57,0,1,1,-8,-8.00,0,100.0%,-8.00,0,0,,0,0,0,0.0,0,0
28,2011,2011-11-27,11,27.017,PIT,@,KAN,W 13-9,,3,22,7.33,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
29,2011,2011-12-04,12,27.024,PIT,,CIN,W 35-7,,8,51,6.38,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
30,2011,2011-12-08,13,27.028,PIT,,CLE,W 14-3,,6,35,5.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
31,2011,2011-12-19,14,27.039,PIT,@,SFO,L 3-20,,2,-1,-0.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
32,2011,2011-12-24,15,27.044,PIT,,STL,W 27-0,,8,35,4.38,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,1,6,0.0,0,0
33,2011,2012-01-01,16,27.052,PIT,@,CLE,W 13-9,,19,92,4.84,1,5,3,18,6.00,0,60.0%,3.60,0,0,,0,1,6,0.0,0,0
34,2012,2012-09-09,1,27.304,PIT,@,DEN,L 19-31,*,11,20,1.82,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,0.0,0,0
35,2012,2012-09-16,2,27.311,PIT,,NYJ,W 27-10,*,12,25,2.08,1,1,1,14,14.00,0,100.0%,14.00,0,0,,0,1,6,0.0,0,0
36,2012,2012-09-23,3,27.318,PIT,@,OAK,L 31-34,*,9,27,3.00,0,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,0,0
37,2012,2012-10-07,4,27.332,PIT,,PHI,W 16-14,,13,41,3.15,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
38,2012,2012-10-11,5,27.336,PIT,@,TEN,L 23-26,,5,14,2.80,0,5,4,105,26.25,0,80.0%,21.00,0,0,,0,0,0,0.0,0,0
39,2012,2012-11-04,8,27.360,PIT,@,NYG,W 24-20,*,26,147,5.65,1,2,2,4,2.00,0,100.0%,2.00,0,0,,0,1,6,0.0,0,0
40,2012,2012-11-12,9,28.002,PIT,,KAN,W 16-13,*,8,21,2.63,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,0.0,0,0
41,2012,2012-11-18,10,28.008,PIT,,BAL,L 10-13,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
42,2012,2012-11-25,11,28.015,PIT,@,CLE,L 14-20,,2,7,3.50,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,0.0,0,0
43,2012,2012-12-02,12,28.022,PIT,@,BAL,W 23-20,,9,43,4.78,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
44,2012,2012-12-09,13,28.029,PIT,,SDG,L 24-34,,2,0,0.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
45,2012,2012-12-16,14,28.036,PIT,@,DAL,L 24-27,,3,30,10.00,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,0,0
46,2012,2012-12-23,15,28.043,PIT,,CIN,L 10-13,,3,4,1.33,0,2,2,32,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,0,0
47,2012,2012-12-30,16,28.050,PIT,,CLE,W 24-10,,6,26,4.33,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,0,0
48,2013,2013-09-08,1,28.302,PIT,,TEN,L 9-16,*,7,8,1.14,0,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,0.0,0,0
49,2013,2013-09-16,2,28.310,PIT,@,CIN,L 10-20,,3,4,1.33,0,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,0.0,0,0
50,2013,2013-09-22,3,28.316,PIT,,CHI,L 23-40,,,,,,,,,,,0.0%,,,,,,,,,,
51,2013,2013-09-29,4,28.323,PIT,@,MIN,L 27-34,,,,,,,,,,,0.0%,,,,,,,,,,
