ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,23.100,OAK,@,DEN,L 7-9,0,0,,0,,,,,,
2,1981,1981-09-14,2,23.108,OAK,@,MIN,W 36-10,0,0,,0,,,,,,
3,1981,1981-09-20,3,23.114,OAK,,SEA,W 20-10,0,0,,0,0,0,0.0,1,12,0
4,1981,1981-09-27,4,23.121,OAK,@,DET,L 0-16,0,0,,0,,,,,,
5,1981,1981-10-04,5,23.128,OAK,,DEN,L 0-17,0,0,,0,,,,,,
6,1981,1981-10-11,6,23.135,OAK,@,KAN,L 0-27,1,5,5.00,0,0,0,0.0,0,0,0
7,1981,1981-10-18,7,23.142,OAK,,TAM,W 18-16,6,30,5.00,0,0,0,0.0,0,0,0
8,1981,1981-10-25,8,23.149,OAK,,KAN,L 17-28,5,44,8.80,0,0,0,0.0,0,0,0
9,1981,1981-11-01,9,23.156,OAK,,NWE,W 27-17,8,57,7.13,0,0,0,0.0,0,0,0
10,1981,1981-11-08,10,23.163,OAK,@,HOU,L 16-17,4,33,8.25,0,0,0,0.0,0,0,0
11,1981,1981-11-15,11,23.170,OAK,@,MIA,W 33-17,3,36,12.00,0,0,0,0.0,0,0,0
12,1981,1981-11-22,12,23.177,OAK,,SDG,L 21-55,1,11,11.00,0,0,0,0.0,0,0,0
13,1981,1981-11-29,13,23.184,OAK,@,SEA,W 32-31,0,0,,0,,,,,,
14,1981,1981-12-07,14,23.192,OAK,,PIT,W 30-27,2,56,28.00,1,1,6,0.0,0,0,0
15,1981,1981-12-13,15,23.198,OAK,,CHI,L 6-23,4,11,2.75,0,0,0,0.0,0,0,0
16,1981,1981-12-21,16,23.206,OAK,@,SDG,L 10-23,1,1,1.00,0,0,0,0.0,0,0,0
17,1982,1982-09-12,1,24.106,RAI,@,SFO,W 23-17,,,,,,,,,,
18,1982,1982-09-19,2,24.113,RAI,@,ATL,W 38-14,0,0,,0,0,0,0.0,1,0,0
19,1982,1982-11-22,3,24.177,RAI,,SDG,W 28-24,,,,,,,,,,
20,1982,1982-11-28,4,24.183,RAI,@,CIN,L 17-31,,,,,,,,,,
21,1982,1982-12-05,5,24.190,RAI,,SEA,W 28-23,,,,,,,,,,
22,1982,1982-12-12,6,24.197,RAI,@,KAN,W 21-16,0,0,,0,0,0,1.0,0,0,0
23,1982,1982-12-18,7,24.203,RAI,,RAM,W 37-31,,,,,,,,,,
24,1982,1982-12-26,8,24.211,RAI,,DEN,W 27-10,,,,,,,,,,
25,1982,1983-01-02,9,24.218,RAI,@,SDG,W 41-34,,,,,,,,,,
26,1983,1983-09-04,1,25.098,RAI,@,CIN,W 20-10,,,,,,,,,,
27,1983,1983-09-11,2,25.105,RAI,,HOU,W 20-6,,,,,,,,,,
28,1983,1983-09-19,3,25.113,RAI,,MIA,W 27-14,,,,,,,,,,
29,1983,1983-09-25,4,25.119,RAI,@,DEN,W 22-7,,,,,,,,,,
30,1983,1983-10-02,5,25.126,RAI,@,WAS,L 35-37,,,,,,,,,,
31,1983,1983-10-09,6,25.133,RAI,,KAN,W 21-20,,,,,,,,,,
32,1983,1983-10-16,7,25.140,RAI,@,SEA,L 36-38,,,,,,,,,,
33,1983,1983-10-23,8,25.147,RAI,@,DAL,W 40-38,0,0,,0,0,0,0.0,1,13,0
34,1983,1983-10-30,9,25.154,RAI,,SEA,L 21-34,,,,,,,,,,
35,1983,1983-11-06,10,25.161,RAI,@,KAN,W 28-20,,,,,,,,,,
36,1983,1983-11-13,11,25.168,RAI,,DEN,W 22-20,,,,,,,,,,
37,1983,1983-11-20,12,25.175,RAI,@,BUF,W 27-24,,,,,,,,,,
38,1983,1983-11-27,13,25.182,RAI,,NYG,W 27-12,,,,,,,,,,
39,1983,1983-12-01,14,25.186,RAI,@,SDG,W 42-10,,,,,,,,,,
40,1983,1983-12-11,15,25.196,RAI,,STL,L 24-34,,,,,,,,,,
41,1983,1983-12-18,16,25.203,RAI,,SDG,W 30-14,,,,,,,,,,
42,1984,1984-09-02,1,26.096,RAI,@,HOU,W 24-14,,,,,,,,,,
43,1984,1984-09-09,2,26.103,RAI,,GNB,W 28-7,,,,,,,,,,
44,1984,1984-09-16,3,26.110,RAI,@,KAN,W 22-20,,,,,,,,,,
45,1984,1984-09-24,4,26.118,RAI,,SDG,W 33-30,,,,,,,,,,
46,1984,1984-09-30,5,26.124,RAI,@,DEN,L 13-16,,,,,,,,,,
47,1984,1984-10-07,6,26.131,RAI,,SEA,W 28-14,,,,,,,,,,
48,1984,1984-10-14,7,26.138,RAI,,MIN,W 23-20,,,,,,,,,,
49,1984,1984-10-21,8,26.145,RAI,@,SDG,W 44-37,0,0,,0,0,0,0.0,1,0,0
50,1984,1984-10-28,9,26.152,RAI,,DEN,L 19-22,,,,,,,,,,
51,1984,1984-11-04,10,26.159,RAI,@,CHI,L 6-17,,,,,,,,,,
52,1984,1984-11-12,11,26.167,RAI,@,SEA,L 14-17,,,,,,,,,,
53,1984,1984-11-18,12,26.173,RAI,,KAN,W 17-7,,,,,,,,,,
54,1984,1984-11-25,13,26.180,RAI,,IND,W 21-7,,,,,,,,,,
55,1984,1984-12-02,14,26.187,RAI,@,MIA,W 45-34,,,,,,,,,,
56,1984,1984-12-10,15,26.195,RAI,@,DET,W 24-3,,,,,,,,,,
57,1984,1984-12-16,16,26.201,RAI,,PIT,L 7-13,,,,,,,,,,
58,1985,1985-09-08,1,27.102,NYG,,PHI,W 21-0,,,,,,,,,,
59,1985,1985-09-15,2,27.109,NYG,@,GNB,L 20-23,,,,,,,,,,
60,1985,1985-09-22,3,27.116,NYG,,STL,W 27-17,,,,,,,,,,
61,1985,1985-09-29,4,27.123,NYG,@,PHI,W 16-10,,,,,,,,,,
62,1985,1985-10-06,5,27.130,NYG,,DAL,L 29-30,,,,,,,,,,
63,1985,1985-10-13,6,27.137,NYG,@,CIN,L 30-35,,,,,,,,,,
64,1985,1985-10-20,7,27.144,NYG,,WAS,W 17-3,,,,,,,,,,
65,1985,1985-10-27,8,27.151,NYG,@,NOR,W 21-13,,,,,,,,,,
66,1985,1985-11-03,9,27.158,NYG,,TAM,W 22-20,,,,,,,,,,
67,1985,1985-11-10,10,27.165,NYG,,RAM,W 24-19,,,,,,,,,,
68,1985,1985-11-18,11,27.173,NYG,@,WAS,L 21-23,,,,,,,,,,
69,1985,1985-11-24,12,27.179,NYG,@,STL,W 34-3,,,,,,,,,,
70,1985,1985-12-01,13,27.186,NYG,,CLE,L 33-35,,,,,,,,,,
71,1985,1985-12-08,14,27.193,NYG,@,HOU,W 35-14,0,0,,0,0,0,0.0,1,0,0
72,1985,1985-12-15,15,27.200,NYG,@,DAL,L 21-28,,,,,,,,,,
73,1985,1985-12-21,16,27.206,NYG,,PIT,W 28-10,,,,,,,,,,
74,1987,1987-09-13,1,29.107,SDG,@,KAN,L 13-20,,,,,,,,,,
