ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1960,1960-09-11,1,23.040,HOU,@,OAK,W 37-22,12,59,4.92,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
2,1960,1960-09-18,2,23.047,HOU,,LAC,W 38-28,8,68,8.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,32,32.00,0,2,57,28.50,0,0,0
3,1960,1960-09-25,3,23.054,HOU,,OAK,L 13-14,12,36,3.00,0,3,19,6.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
4,1960,1960-10-09,4,23.068,HOU,,NYT,W 27-21,12,64,5.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,1,6
5,1960,1960-10-16,5,23.075,HOU,,DTX,W 20-10,9,21,2.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,27,27.00,0,1,1,1.00,0,0,0
6,1960,1960-10-23,6,23.082,HOU,@,NYT,W 42-28,6,9,1.50,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
7,1960,1960-10-30,7,23.089,HOU,@,BUF,L 24-25,12,60,5.00,0,3,88,29.33,2,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
8,1960,1960-11-06,8,23.096,HOU,@,DEN,W 45-25,16,105,6.56,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
9,1960,1960-11-13,9,23.103,HOU,@,LAC,L 21-24,6,18,3.00,0,4,38,9.50,2,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,2,12
10,1960,1960-11-20,10,23.110,HOU,,DEN,W 20-10,9,54,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,24,24.00,0,0,0,,0,0,0
11,1960,1960-11-25,11,23.115,HOU,@,BOS,W 24-10,17,55,3.24,0,1,24,24.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
12,1960,1960-12-04,12,23.124,HOU,@,DTX,L 0-24,2,0,0.00,0,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
13,1960,1960-12-11,13,23.131,HOU,,BUF,W 31-23,19,57,3.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,52,26.00,0,0,0,,0,0,0
14,1960,1960-12-18,14,23.138,HOU,,BOS,W 37-21,12,38,3.17,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,88,88.00,1,1,38,38.00,0,1,6
15,1961,1961-09-09,1,24.038,HOU,,OAK,W 55-0,22,82,3.73,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
16,1961,1961-09-24,2,24.053,HOU,@,SDG,L 24-34,7,17,2.43,0,6,31,5.17,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,37,37.00,0,1,11,11.00,0,0,0
17,1961,1961-10-01,3,24.060,HOU,@,DTX,L 21-26,9,56,6.22,0,2,77,38.50,1,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,2,65,32.50,0,0,0,,0,1,6
18,1961,1961-10-08,4,24.067,HOU,,BUF,L 12-22,8,19,2.38,0,1,-4,-4.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,59,29.50,0,1,20,20.00,0,0,0
19,1961,1961-10-13,5,24.072,HOU,@,BOS,T 31-31,11,40,3.64,1,2,7,3.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
20,1961,1961-10-22,6,24.081,HOU,,DTX,W 38-7,18,54,3.00,0,2,29,14.50,1,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,1,6
21,1961,1961-10-29,7,24.088,HOU,@,BUF,W 28-16,13,5,0.38,0,2,46,23.00,0,0,0,,0,0,0,,0,0,,,2,26,13.00,0,2,5,2.50,0,0,0
22,1961,1961-11-05,8,24.095,HOU,@,DEN,W 55-14,11,118,10.73,1,4,68,17.00,1,0,0,,0,0,0,,0,0,,,2,37,18.50,0,0,0,,0,2,12
