ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1970,1970-09-20,1,23.073,HOU,@,PIT,W 19-7,0,0,,0,0,0,,0,0,0,,0,0,,,8,345,43.13,0
2,1970,1970-09-27,2,23.080,HOU,,MIA,L 10-20,0,0,,0,0,0,,0,0,0,,0,0,,,3,101,33.67,0
3,1970,1970-10-04,3,23.087,HOU,@,CIN,W 20-13,0,0,,0,0,0,,0,0,0,,0,0,,,6,273,45.50,0
4,1970,1970-10-11,4,23.094,HOU,,BAL,L 20-24,0,0,,0,0,0,,0,0,0,,0,0,,,4,166,41.50,0
5,1970,1970-10-18,5,23.101,HOU,,PIT,L 3-7,0,0,,0,0,0,,0,0,0,,0,0,,,7,305,43.57,0
6,1970,1970-10-25,6,23.108,HOU,@,SDG,T 31-31,0,0,,0,0,0,,0,0,0,,0,0,,,3,132,44.00,0
7,1970,1970-11-01,7,23.115,HOU,@,STL,L 0-44,0,0,,0,0,0,,0,0,0,,0,0,,,9,382,42.44,0
8,1970,1970-11-08,8,23.122,HOU,@,KAN,L 9-24,0,0,,0,0,0,,0,0,0,,0,0,,,5,197,39.40,0
9,1970,1970-11-15,9,23.129,HOU,,SFO,L 20-30,0,0,,0,0,0,,0,0,0,,0,0,,,7,293,41.86,1
10,1970,1970-11-22,10,23.136,HOU,@,CLE,L 14-28,0,0,,0,0,0,,0,0,0,,0,0,,,4,164,41.00,0
11,1970,1970-11-29,11,23.143,HOU,,DEN,W 31-21,0,0,,0,0,0,,0,0,0,,0,0,,,8,343,42.88,0
12,1970,1970-12-07,12,23.151,HOU,,CLE,L 10-21,0,0,,0,0,0,,0,0,0,,0,0,,,8,338,42.25,0
13,1970,1970-12-13,13,23.157,HOU,,CIN,L 20-30,0,0,,0,0,0,,0,0,0,,0,0,,,4,195,48.75,0
14,1970,1970-12-20,14,23.164,HOU,@,DAL,L 10-52,0,0,,0,0,0,,0,0,0,,0,0,,,8,325,40.63,0
15,1971,1971-09-26,2,24.079,BUF,,MIA,L 14-29,0,0,,0,0,0,,0,0,0,,0,0,,,5,204,40.80,0
16,1971,1971-10-03,3,24.086,BUF,@,MIN,L 0-19,0,0,,0,0,0,,0,0,0,,0,0,,,5,208,41.60,0
17,1971,1971-10-10,4,24.093,BUF,,BAL,L 0-43,0,0,,0,0,0,,0,0,0,,0,0,,,7,281,40.14,0
18,1971,1971-10-17,5,24.100,BUF,@,NYJ,L 17-28,0,0,,0,0,0,,0,0,0,,0,0,,,4,191,47.75,0
19,1971,1971-10-23,6,24.106,BUF,@,SDG,L 3-20,0,0,,0,0,0,,0,0,0,,0,0,,,6,266,44.33,0
20,1971,1971-10-31,7,24.114,BUF,,STL,L 23-28,0,0,,0,0,0,,0,0,0,,0,0,,,5,223,44.60,0
21,1971,1971-11-07,8,24.121,BUF,@,MIA,L 0-34,0,0,,0,0,0,,0,0,0,,0,0,,,2,73,36.50,0
22,1971,1971-11-14,9,24.128,BUF,@,NWE,L 33-38,0,0,,0,0,0,,0,0,0,,0,0,,,9,318,35.33,1
23,1971,1971-11-21,10,24.135,BUF,,NYJ,L 7-20,0,0,,0,0,0,,0,0,0,,0,0,,,6,234,39.00,0
24,1971,1971-11-28,11,24.142,BUF,,NWE,W 27-20,0,0,,0,0,0,,0,0,0,,0,0,,,5,207,41.40,0
25,1971,1971-12-05,12,24.149,BUF,@,BAL,L 0-24,0,0,,0,0,0,,0,0,0,,0,0,,,7,294,42.00,0
26,1971,1971-12-12,13,24.156,BUF,,HOU,L 14-20,0,0,,0,0,0,,0,0,0,,0,0,,,7,300,42.86,0
27,1971,1971-12-19,14,24.163,BUF,@,KAN,L 9-22,0,0,,0,0,0,,0,0,0,,0,0,,,4,167,41.75,0
28,1972,1972-09-17,1,25.070,BUF,,NYJ,L 24-41,0,0,,0,0,0,,0,0,0,,0,0,,,4,168,42.00,0
29,1972,1972-09-24,2,25.077,BUF,,SFO,W 27-20,0,0,,0,0,0,,0,0,0,,0,0,,,8,372,46.50,0
30,1972,1972-10-01,3,25.084,BUF,,BAL,L 0-17,0,0,,0,0,0,,0,0,0,,0,0,,,9,345,38.33,0
31,1972,1972-10-08,4,25.091,BUF,,NWE,W 38-14,0,0,,0,0,0,,0,0,0,,0,0,,,4,129,32.25,0
32,1972,1972-10-15,5,25.098,BUF,@,OAK,L 16-28,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,5,202,40.40,0
33,1972,1972-10-22,6,25.105,BUF,@,MIA,L 23-24,1,8,8.00,0,0,0,,0,0,0,,0,0,,,6,225,37.50,0
34,1972,1972-10-29,7,25.112,BUF,,PIT,L 21-38,0,0,,0,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,2,73,36.50,0
35,1972,1972-11-05,8,25.119,BUF,,MIA,L 16-30,0,0,,0,0,0,,0,0,0,,0,0,,,5,144,28.80,1
36,1972,1972-11-12,9,25.126,BUF,@,NYJ,L 3-41,0,0,,0,0,0,,0,0,0,,0,0,,,3,100,33.33,0
37,1972,1972-11-19,10,25.133,BUF,@,NWE,W 27-24,0,0,,0,0,0,,0,0,0,,0,0,,,8,330,41.25,0
38,1972,1972-11-26,11,25.140,BUF,@,CLE,L 10-27,0,0,,0,0,0,,0,0,0,,0,0,,,9,333,37.00,0
39,1972,1972-12-03,12,25.147,BUF,@,BAL,L 7-35,0,0,,0,0,0,,0,0,0,,0,0,,,8,366,45.75,0
40,1972,1972-12-10,13,25.154,BUF,,DET,T 21-21,1,10,10.00,0,0,0,,0,0,0,,0,0,,,3,113,37.67,0
41,1972,1972-12-17,14,25.161,BUF,@,WAS,W 24-17,0,0,,0,0,0,,0,0,0,,0,0,,,6,204,34.00,0
42,1973,1973-09-16,1,26.069,BUF,@,NWE,W 31-13,0,0,,0,0,0,,0,0,0,,0,0,,,2,85,42.50,0
43,1973,1973-09-23,2,26.076,BUF,@,SDG,L 7-34,0,0,,0,0,0,,0,0,0,,0,0,,,6,219,36.50,0
44,1973,1973-09-30,3,26.083,BUF,,NYJ,W 9-7,0,0,,0,0,0,,0,0,0,,0,0,,,3,125,41.67,0
45,1973,1973-10-07,4,26.090,BUF,,PHI,W 27-26,0,0,,0,0,0,,0,0,0,,0,0,,,3,131,43.67,0
