ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1952,1952-09-28,1,24.098,RAM,@,CLE,L 7-37,3,9,3.00,0,0,0,,0,0,0,,0,0,,,,,,
2,1952,1952-10-03,2,24.103,RAM,,DET,L 14-17,5,33,6.60,0,3,77,25.67,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
3,1952,1952-10-12,3,24.112,RAM,@,GNB,W 30-28,6,2,0.33,0,3,32,10.67,0,0,0,,0,0,,,,,,
4,1952,1952-10-19,4,24.119,RAM,@,DET,L 16-24,3,12,4.00,0,1,14,14.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
5,1952,1952-10-26,5,24.126,RAM,,CHI,W 31-7,4,34,8.50,1,0,0,,0,0,0,,0,0,,,,,,
6,1952,1952-11-02,6,24.133,RAM,,DTX,W 42-20,3,19,6.33,0,1,63,63.00,1,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00
7,1952,1952-11-09,7,24.140,RAM,@,DTX,W 27-6,1,8,8.00,0,0,0,,0,0,0,,0,0,,,,,,
8,1952,1952-11-16,8,24.147,RAM,@,CHI,W 40-24,10,31,3.10,0,2,10,5.00,0,0,0,,0,0,,,,,,
9,1952,1952-11-23,9,24.154,RAM,,SFO,W 35-9,13,38,2.92,0,0,0,,0,0,0,,0,0,,,,,,
10,1952,1952-12-07,11,24.168,RAM,,GNB,W 45-27,3,18,6.00,0,3,50,16.67,0,0,0,,0,0,,,,,,
11,1952,1952-12-14,12,24.175,RAM,,PIT,W 28-14,1,20,20.00,0,1,19,19.00,0,0,0,,0,0,,,,,,
12,1953,1953-09-27,1,25.097,RAM,,NYG,W 21-7,5,60,12.00,0,1,17,17.00,0,0,0,,0,0,,,,,,
13,1953,1953-10-04,2,25.104,RAM,@,SFO,L 30-31,2,2,1.00,0,0,0,,0,0,0,,0,0,,,,,,
14,1953,1953-10-11,3,25.111,RAM,@,GNB,W 38-20,1,3,3.00,0,2,71,35.50,1,0,0,,0,0,,,,,,
15,1953,1953-10-18,4,25.118,RAM,@,DET,W 31-19,9,82,9.11,0,0,0,,0,0,0,,0,0,,,,,,
16,1953,1953-10-25,5,25.125,RAM,,CHI,W 38-24,9,34,3.78,1,2,19,9.50,0,0,0,,0,0,,,,,,
17,1953,1953-11-01,6,25.132,RAM,,DET,W 37-24,12,130,10.83,2,1,16,16.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
18,1953,1953-11-08,7,25.139,RAM,,SFO,L 27-31,11,119,10.82,0,0,0,,0,0,0,,0,0,,,,,,
19,1953,1953-11-15,8,25.146,RAM,@,CRD,T 24-24,10,26,2.60,1,5,28,5.60,0,0,0,,0,0,,,,,,
20,1953,1953-11-22,9,25.153,RAM,@,BAL,W 21-13,15,88,5.87,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
21,1953,1953-11-29,10,25.160,RAM,@,CHI,L 21-24,14,60,4.29,0,2,15,7.50,0,0,0,,0,0,,,,,,
22,1953,1953-12-05,11,25.166,RAM,,BAL,W 45-2,6,76,12.67,0,1,50,50.00,0,0,0,,0,0,,,,,,
23,1953,1953-12-12,12,25.173,RAM,,GNB,W 33-17,3,25,8.33,0,3,44,14.67,1,2,2,100.00,60,0,0,118.7,0,0,30.00,30.00
24,1954,1954-09-26,1,26.096,RAM,@,BAL,W 48-0,5,33,6.60,1,4,135,33.75,1,1,1,100.00,34,0,0,118.7,0,0,34.00,34.00
25,1954,1954-10-03,2,26.103,RAM,,SFO,T 24-24,15,87,5.80,0,3,22,7.33,1,0,0,,0,0,,,,,,
26,1954,1954-10-10,3,26.110,RAM,@,DET,L 3-21,3,-3,-1.00,0,1,6,6.00,0,0,0,,0,0,,,,,,
27,1954,1954-10-17,4,26.117,RAM,@,GNB,L 17-35,7,51,7.29,0,2,51,25.50,0,0,0,,0,0,,,,,,
28,1954,1954-10-31,6,26.131,RAM,,DET,L 24-27,13,115,8.85,0,2,12,6.00,0,0,0,,0,0,,,,,,
29,1954,1954-11-07,7,26.138,RAM,@,SFO,W 42-34,6,42,7.00,2,2,44,22.00,0,0,0,,0,0,,,,,,
30,1954,1954-11-14,8,26.145,RAM,,CRD,W 28-17,5,17,3.40,0,0,0,,0,0,0,,0,0,,,,,,
31,1954,1954-11-21,9,26.152,RAM,@,NYG,W 17-16,2,-2,-1.00,0,0,0,,0,0,0,,0,0,,,,,,
32,1954,1954-12-04,11,26.165,RAM,,BAL,L 21-22,15,101,6.73,1,1,4,4.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
33,1954,1954-12-12,12,26.173,RAM,,GNB,W 35-27,11,49,4.45,0,3,50,16.67,0,0,0,,0,0,,,,,,
34,1955,1955-11-06,7,27.137,RAM,,SFO,W 27-14,5,28,5.60,0,1,11,11.00,0,0,0,,0,0,,,,,,
35,1955,1955-11-13,8,27.144,RAM,@,CHI,L 3-24,6,20,3.33,0,2,-2,-1.00,0,0,0,,0,0,,,,,,
36,1955,1955-11-20,9,27.151,RAM,@,BAL,T 17-17,1,6,6.00,0,4,85,21.25,0,0,0,,0,0,,,,,,
37,1955,1955-11-27,10,27.158,RAM,@,PHI,W 23-21,0,0,,0,1,9,9.00,0,0,0,,0,0,,,,,,
38,1955,1955-12-04,11,27.165,RAM,,BAL,W 20-14,0,0,,0,8,90,11.25,0,0,0,,0,0,,,,,,
39,1955,1955-12-11,12,27.172,RAM,,GNB,W 31-17,3,16,5.33,0,3,52,17.33,0,0,0,,0,0,,,,,,
40,1956,1956-09-30,1,28.100,RAM,,PHI,W 27-7,10,21,2.10,0,3,24,8.00,0,0,0,,0,0,,,,,,
41,1956,1956-10-21,4,28.121,CLE,@,WAS,L 9-20,1,3,3.00,0,0,0,,0,0,0,,0,0,,,,,,
42,1956,1956-11-04,6,28.135,CLE,@,GNB,W 24-7,0,0,,0,1,31,31.00,0,0,0,,0,0,,,,,,
43,1956,1956-11-11,7,28.142,CLE,,BAL,L 7-21,0,0,,0,3,32,10.67,0,0,0,,0,0,,,,,,
44,1956,1956-11-25,9,28.156,CLE,,WAS,L 17-20,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,,,
