ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1987,1987-10-04,3,23.255,WAS,,STL,W 28-21,0,0,,0,0,0,,0,1,20,20.00,0,3,118,39.33,0,0,0
2,1987,1987-10-19,5,23.270,WAS,@,DAL,W 13-7,0,0,,0,0,0,,0,0,0,,0,3,28,9.33,0,0,0
3,1988,1988-10-09,6,24.261,WAS,@,DAL,W 35-17,0,0,,0,0,0,,0,4,98,24.50,0,3,33,11.00,0,0,0
4,1988,1988-10-16,7,24.268,WAS,,PHO,W 33-17,0,0,,0,0,0,,0,5,112,22.40,0,3,33,11.00,0,0,0
5,1988,1988-10-23,8,24.275,WAS,@,GNB,W 20-17,0,0,,0,0,0,,0,3,50,16.67,0,5,28,5.60,0,0,0
6,1988,1988-10-30,9,24.282,WAS,@,HOU,L 17-41,0,0,,0,0,0,,0,3,56,18.67,0,1,10,10.00,0,0,0
7,1988,1988-12-11,15,24.324,WAS,,DAL,L 17-24,0,0,,0,0,0,,0,1,13,13.00,0,0,0,,0,0,0
8,1989,1989-09-10,1,25.231,NOR,,DAL,W 28-0,1,13,13.00,0,0,0,,0,0,0,,0,3,67,22.33,1,1,6
9,1989,1989-09-17,2,25.238,NOR,@,GNB,L 34-35,1,23,23.00,0,0,0,,0,1,24,24.00,0,1,2,2.00,0,0,0
10,1989,1989-09-24,3,25.245,NOR,@,TAM,L 10-20,0,0,,0,0,0,,0,4,66,16.50,0,0,0,,0,0,0
11,1989,1989-10-01,4,25.252,NOR,,WAS,L 14-16,0,0,,0,0,0,,0,3,45,15.00,0,3,22,7.33,0,0,0
12,1989,1989-10-08,5,25.259,DAL,@,GNB,L 13-31,0,0,,0,0,0,,0,0,0,,0,1,6,6.00,0,0,0
13,1989,1989-10-15,6,25.266,DAL,,SFO,L 14-31,2,21,10.50,0,0,0,,0,3,65,21.67,0,0,0,,0,0,0
14,1989,1989-10-22,7,25.273,DAL,@,KAN,L 28-36,1,9,9.00,0,1,12,12.00,0,2,40,20.00,0,3,8,2.67,0,0,0
15,1989,1989-10-29,8,25.280,DAL,,PHO,L 10-19,4,92,23.00,1,0,0,,0,2,44,22.00,0,5,38,7.60,0,1,6
16,1989,1989-11-05,9,25.287,DAL,@,WAS,W 13-3,0,0,,0,1,7,7.00,0,0,0,,0,4,31,7.75,0,0,0
17,1989,1989-11-12,10,25.294,DAL,@,PHO,L 20-24,4,76,19.00,0,0,0,,0,3,77,25.67,0,3,16,5.33,0,0,0
18,1989,1989-11-19,11,25.301,DAL,,MIA,L 14-17,1,9,9.00,0,1,-7,-7.00,0,0,0,,0,2,12,6.00,0,0,0
19,1989,1989-11-23,12,25.305,DAL,,PHI,L 0-27,3,25,8.33,0,0,0,,0,2,30,15.00,0,2,13,6.50,0,0,0
20,1989,1989-12-03,13,25.315,DAL,,RAM,L 31-35,0,0,,0,0,0,,0,3,62,20.67,0,2,22,11.00,0,0,0
21,1989,1989-12-16,15,25.328,DAL,@,NYG,L 0-15,0,0,,0,0,0,,0,2,25,12.50,0,0,0,,0,0,0
22,1989,1989-12-24,16,25.336,DAL,,GNB,L 10-20,3,36,12.00,0,0,0,,0,2,51,25.50,0,2,14,7.00,0,0,0
23,1990,1990-11-04,9,26.286,DAL,@,NYJ,L 9-24,0,0,,0,0,0,,0,0,0,,0,5,45,9.00,0,0,0
24,1990,1990-11-11,10,26.293,DAL,,SFO,L 6-24,,,,,,,,,0,0,,0,0,0,,0,,
25,1990,1990-11-18,11,26.300,DAL,@,RAM,W 24-21,0,0,,0,0,0,,0,1,19,19.00,0,2,19,9.50,0,0,0
26,1990,1990-11-22,12,26.304,DAL,,WAS,W 27-17,0,0,,0,0,0,,0,0,0,,0,3,12,4.00,0,0,0
27,1990,1990-12-02,13,26.314,DAL,,NOR,W 17-13,0,0,,0,0,0,,0,0,0,,0,1,13,13.00,0,0,0
28,1990,1990-12-16,14,26.328,DAL,,PHO,W 41-10,0,0,,0,0,0,,0,0,0,,0,4,11,2.75,0,0,0
29,1990,1990-12-23,15,26.335,DAL,@,PHI,L 3-17,0,0,,0,0,0,,0,2,40,20.00,0,2,-2,-1.00,0,0,0
30,1990,1990-12-30,16,26.342,DAL,@,ATL,L 7-26,0,0,,0,0,0,,0,1,16,16.00,0,3,23,7.67,0,0,0
31,1991,1991-09-15,3,27.236,DAL,,PHI,L 0-24,0,0,,0,0,0,,0,0,0,,0,1,1,1.00,0,0,0
32,1991,1991-09-22,4,27.243,DAL,@,PHO,W 17-9,0,0,,0,0,0,,0,1,21,21.00,0,1,9,9.00,0,0,0
33,1991,1991-09-29,5,27.250,DAL,,NYG,W 21-16,,,,,,,,,0,0,,0,0,0,,0,,
34,1991,1991-10-06,6,27.257,DAL,@,GNB,W 20-17,0,0,,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
35,1991,1991-10-13,7,27.264,DAL,,CIN,W 35-23,0,0,,0,0,0,,0,0,0,,0,3,35,11.67,0,0,0
36,1991,1991-10-27,8,27.278,DAL,@,DET,L 10-34,0,0,,0,0,0,,0,1,15,15.00,0,1,12,12.00,0,0,0
