ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1993,1993-09-05,1,23.016,SFO,@,PIT,W 24-13
2,1993,1993-09-13,2,23.024,SFO,@,CLE,L 13-23
3,1993,1993-09-19,3,23.030,SFO,,ATL,W 37-30
4,1993,1993-09-26,4,23.037,SFO,@,NOR,L 13-16
5,1993,1993-10-03,5,23.044,SFO,,MIN,W 38-19
6,1993,1993-10-17,6,23.058,SFO,@,DAL,L 17-26
7,1993,1993-10-24,7,23.065,SFO,,PHO,W 28-14
8,1993,1993-10-31,8,23.072,SFO,,RAM,W 40-17
9,1993,1993-11-14,9,23.086,SFO,@,TAM,W 45-21
10,1993,1993-11-22,10,23.094,SFO,,NOR,W 42-7
11,1993,1993-11-28,11,23.100,SFO,@,RAM,W 35-10
12,1993,1993-12-05,12,23.107,SFO,,CIN,W 21-8
13,1993,1993-12-11,13,23.113,SFO,@,ATL,L 24-27
14,1993,1993-12-19,14,23.121,SFO,@,DET,W 55-17
15,1993,1993-12-25,15,23.127,SFO,,HOU,L 7-10
16,1993,1994-01-03,16,23.136,SFO,,PHI,L 34-37
