ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
33,2000,2000-10-08,6,26.002,NWE,,IND,W 24-16,,0,0,,0,0.0,1,20,0
34,2000,2000-10-15,7,26.009,NWE,,NYJ,L 17-34,,,,,,,,,
35,2000,2000-10-22,8,26.016,NWE,@,IND,L 23-30,,,,,,,,,
36,2000,2000-11-05,9,26.030,NWE,,BUF,L 13-16,*,,,,,,,,
37,2000,2000-11-12,10,26.037,NWE,@,CLE,L 11-19,*,,,,,,,,
38,2000,2000-11-19,11,26.044,NWE,,CIN,W 16-13,*,,,,,,,,
39,2000,2000-11-23,12,26.048,NWE,@,DET,L 9-34,*,,,,,,,,
40,2000,2000-12-04,13,26.059,NWE,,KAN,W 30-24,,,,,,,,,
41,2000,2000-12-10,14,26.065,NWE,@,CHI,L 17-24,*,,,,,,,,
42,2000,2000-12-17,15,26.072,NWE,@,BUF,W 13-10,*,,,,,,,,
43,2001,2001-09-09,1,26.338,NWE,@,CIN,L 17-23,,,,,,,,,
44,2001,2001-09-23,2,26.352,NWE,,NYJ,L 3-10,,,,,,,,,
45,2001,2001-09-30,3,26.359,NWE,,IND,W 44-13,,,,,,,,,
46,2001,2001-10-07,4,27.001,NWE,@,MIA,L 10-30,*,,,,,,,,
47,2001,2001-10-14,5,27.008,NWE,,SDG,W 29-26,*,,,,,,,,
48,2001,2001-10-21,6,27.015,NWE,@,IND,W 38-17,*,,,,,,,,
49,2001,2001-10-28,7,27.022,NWE,@,DEN,L 20-31,*,,,,,,,,
50,2001,2001-11-04,8,27.029,NWE,@,ATL,W 24-10,*,0,0,,0,1.0,0,0,0
51,2001,2001-11-11,9,27.036,NWE,,BUF,W 21-11,*,,,,,,,,
52,2001,2001-11-18,10,27.043,NWE,,STL,L 17-24,*,,,,,,,,
53,2001,2001-11-25,11,27.050,NWE,,NOR,W 34-17,,,,,,,,,
54,2001,2001-12-02,12,27.057,NWE,@,NYJ,W 17-16,*,,,,,,,,
55,2001,2001-12-09,13,27.064,NWE,,CLE,W 27-16,*,0,0,,0,0.0,1,-4,0
56,2001,2001-12-16,14,27.071,NWE,@,BUF,W 12-9,*,,,,,,,,
57,2001,2001-12-22,15,27.077,NWE,,MIA,W 20-13,*,,,,,,,,
58,2001,2002-01-06,16,27.092,NWE,@,CAR,W 38-6,*,,,,,,,,
59,2002,2002-09-09,1,27.338,NWE,,PIT,W 30-14,*,,,,,,,,
60,2002,2002-09-15,2,27.344,NWE,@,NYJ,W 44-7,*,0,0,,0,1.0,0,0,0
61,2002,2002-09-22,3,27.351,NWE,,KAN,W 41-38,*,0,0,,0,0.5,0,0,0
62,2002,2002-09-29,4,27.358,NWE,@,SDG,L 14-21,*,,,,,,,,
63,2002,2002-10-06,5,28.000,NWE,@,MIA,L 13-26,*,,,,,,,,
64,2002,2002-10-13,6,28.007,NWE,,GNB,L 10-28,*,,,,,,,,
65,2002,2002-10-27,7,28.021,NWE,,DEN,L 16-24,*,,,,,,,,
66,2002,2002-11-03,8,28.028,NWE,@,BUF,W 38-7,*,,,,,,,,
67,2002,2002-11-10,9,28.035,NWE,@,CHI,W 33-30,*,,,,,,,,
68,2002,2002-11-17,10,28.042,NWE,@,OAK,L 20-27,*,,,,,,,,
69,2002,2002-12-08,13,28.063,NWE,,BUF,W 27-17,*,0,0,,0,0.0,1,0,0
70,2002,2002-12-16,14,28.071,NWE,@,TEN,L 7-24,*,,,,,,,,
71,2002,2002-12-22,15,28.077,NWE,,NYJ,L 17-30,*,,,,,,,,
72,2002,2002-12-29,16,28.084,NWE,,MIA,W 27-24,,,,,,,,,
73,2003,2003-09-07,1,28.336,NOR,@,SEA,L 10-27,*,,,,,,,,
74,2003,2003-09-14,2,28.343,NOR,,HOU,W 31-10,*,,,,,,,,
75,2003,2003-09-21,3,28.350,NOR,@,TEN,L 12-27,*,,,,,,,,
76,2003,2003-09-28,4,28.357,NOR,,IND,L 21-55,*,,,,,,,,
77,2003,2003-10-12,6,29.006,NOR,,CHI,W 20-13,*,,,,,,,,
78,2003,2003-10-19,7,29.013,NOR,@,ATL,W 45-17,*,,,,,,,,
79,2003,2003-10-26,8,29.020,NOR,,CAR,L 20-23,*,,,,,,,,
80,2003,2003-11-02,9,29.027,NOR,@,TAM,W 17-14,*,,,,,,,,
81,2003,2003-11-16,10,29.041,NOR,,ATL,W 23-20,*,,,,,,,,
82,2003,2003-11-23,11,29.048,NOR,@,PHI,L 20-33,*,,,,,,,,
83,2003,2003-11-30,12,29.055,NOR,@,WAS,W 24-20,*,,,,,,,,
84,2003,2003-12-07,13,29.062,NOR,,TAM,L 7-14,*,,,,,,,,
85,2003,2003-12-14,14,29.069,NOR,,NYG,W 45-7,*,,,,,,,,
86,2003,2003-12-21,15,29.076,NOR,@,JAX,L 19-20,*,,,,,,,,
87,2003,2003-12-28,16,29.083,NOR,,DAL,W 13-7,*,0,0,,0,0.0,1,2,0
88,2004,2004-09-12,1,29.342,NOR,,SEA,L 7-21,*,,,,,,,,
89,2004,2004-09-19,2,29.349,NOR,,SFO,W 30-27,*,,,,,,,,
90,2004,2004-09-26,3,29.356,NOR,@,STL,W 28-25,*,,,,,,,,
91,2004,2004-10-03,4,29.363,NOR,@,ARI,L 10-34,*,,,,,,,,
92,2004,2004-10-10,5,30.004,NOR,,TAM,L 17-20,*,,,,,,,,
93,2004,2004-10-17,6,30.011,NOR,,MIN,L 31-38,*,,,,,,,,
94,2004,2004-10-24,7,30.018,NOR,@,OAK,W 31-26,*,0,0,,0,0.0,1,55,0
95,2004,2004-11-07,8,30.032,NOR,@,SDG,L 17-43,*,,,,,,,,
96,2004,2004-11-14,9,30.039,NOR,,KAN,W 27-20,*,,,,,,,,
97,2004,2004-11-21,10,30.046,NOR,,DEN,L 13-34,*,,,,,,,,
98,2004,2004-11-28,11,30.053,NOR,@,ATL,L 21-24,*,,,,,,,,
99,2004,2004-12-05,12,30.060,NOR,,CAR,L 21-32,*,,,,,,,,
100,2004,2004-12-12,13,30.067,NOR,@,DAL,W 27-13,*,,,,,,,,
101,2004,2004-12-19,14,30.074,NOR,@,TAM,W 21-17,*,,,,,,,,
102,2004,2004-12-26,15,30.081,NOR,,ATL,W 26-13,*,,,,,,,,
103,2004,2005-01-02,16,30.088,NOR,@,CAR,W 21-18,*,,,,,,,,
104,2005,2005-09-11,1,30.340,MIA,,DEN,W 34-10,*,,,,,,,,
105,2005,2005-09-18,2,30.347,MIA,@,NYJ,L 7-17,*,,,,,,,,
106,2005,2005-09-25,3,30.354,MIA,,CAR,W 27-24,*,0,0,,0,1.0,0,0,0
107,2005,2005-10-09,4,31.003,MIA,@,BUF,L 14-20,*,,,,,,,,
108,2005,2005-10-16,5,31.010,MIA,@,TAM,L 13-27,*,,,,,,,,
109,2005,2005-10-21,6,31.015,MIA,,KAN,L 20-30,*,0,0,,0,1.0,0,0,0
