ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
24,2015,2015-12-13,13,22.247,DET,@,STL,L 14-21,,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0
25,2015,2015-12-21,14,22.255,DET,@,NOR,W 35-27,*,5,4,79,19.75,0,80.0%,15.80,0,0,,0,0,0
26,2015,2015-12-27,15,22.261,DET,,SFO,W 32-17,*,5,4,49,12.25,0,80.0%,9.80,0,0,,0,0,0
27,2015,2016-01-03,16,22.268,DET,@,CHI,W 24-20,*,7,5,25,5.00,1,71.4%,3.57,0,0,,0,1,6
28,2016,2016-09-11,1,23.154,DET,@,IND,W 39-35,*,5,5,46,9.20,1,100.0%,9.20,0,0,,0,1,6
29,2016,2016-09-18,2,23.161,DET,,TEN,L 15-16,*,7,4,53,13.25,0,57.1%,7.57,0,0,,0,0,0
30,2016,2016-09-25,3,23.168,DET,@,GNB,L 27-34,*,8,5,69,13.80,0,62.5%,8.63,0,0,,0,0,0
31,2016,2016-10-02,4,23.175,DET,@,CHI,L 14-17,*,5,4,42,10.50,0,80.0%,8.40,0,0,,0,0,0
32,2016,2016-10-30,8,23.203,DET,@,HOU,L 13-20,*,10,7,79,11.29,0,70.0%,7.90,0,0,,0,0,0
33,2016,2016-11-06,9,23.210,DET,@,MIN,W 22-16,*,8,7,92,13.14,0,87.5%,11.50,0,0,,0,0,0
34,2016,2016-11-20,10,23.224,DET,,JAX,W 26-19,*,5,3,70,23.33,0,60.0%,14.00,1,1,1.00,1,1,6
35,2016,2016-11-24,11,23.228,DET,,MIN,W 16-13,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
36,2016,2016-12-04,12,23.238,DET,@,NOR,W 28-13,*,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0
37,2016,2016-12-11,13,23.245,DET,,CHI,W 20-17,*,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0
38,2016,2016-12-18,14,23.252,DET,@,NYG,L 6-17,*,7,4,36,9.00,0,57.1%,5.14,0,0,,0,0,0
39,2016,2016-12-26,15,23.260,DET,@,DAL,L 21-42,*,12,8,93,11.63,0,66.7%,7.75,0,0,,0,0,0
40,2016,2017-01-01,16,23.266,DET,,GNB,L 24-31,*,6,6,61,10.17,0,100.0%,10.17,0,0,,0,0,0
41,2017,2017-09-10,1,24.153,DET,,ARI,W 35-23,*,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0
42,2017,2017-09-18,2,24.161,DET,@,NYG,W 24-10,*,5,5,42,8.40,1,100.0%,8.40,0,0,,0,1,6
43,2017,2017-09-24,3,24.167,DET,,ATL,L 26-30,*,7,2,9,4.50,0,28.6%,1.29,0,0,,0,0,0
44,2017,2017-10-01,4,24.174,DET,@,MIN,W 14-7,*,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0
45,2017,2017-10-08,5,24.181,DET,,CAR,L 24-27,*,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0
46,2017,2017-10-15,6,24.188,DET,@,NOR,L 38-52,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0
47,2017,2017-10-29,7,24.202,DET,,PIT,L 15-20,*,6,2,58,29.00,0,33.3%,9.67,0,0,,0,0,0
48,2017,2017-11-06,8,24.210,DET,@,GNB,W 30-17,,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0
49,2017,2017-11-12,9,24.216,DET,,CLE,W 38-24,*,3,2,39,19.50,1,66.7%,13.00,0,0,,0,1,6
50,2017,2017-11-19,10,24.223,DET,@,CHI,W 27-24,*,7,4,49,12.25,0,57.1%,7.00,0,0,,0,0,0
51,2017,2017-11-23,11,24.227,DET,,MIN,L 23-30,*,4,4,34,8.50,0,100.0%,8.50,0,0,,0,0,0
52,2017,2017-12-03,12,24.237,DET,@,BAL,L 20-44,,4,4,38,9.50,0,100.0%,9.50,0,0,,0,0,0
53,2017,2017-12-10,13,24.244,DET,@,TAM,W 24-21,,11,10,94,9.40,0,90.9%,8.55,0,0,,0,0,0
54,2017,2017-12-16,14,24.250,DET,,CHI,W 20-10,,7,5,33,6.60,1,71.4%,4.71,0,0,,0,1,6
55,2017,2017-12-24,15,24.258,DET,@,CIN,L 17-26,,8,5,83,16.60,1,62.5%,10.38,0,0,,0,1,6
56,2017,2017-12-31,16,24.265,DET,,GNB,W 35-11,,6,1,9,9.00,0,16.7%,1.50,0,0,,0,0,0
57,2018,2018-09-09,1,25.152,IND,,CIN,L 23-34,*,5,4,51,12.75,1,80.0%,10.20,0,0,,0,1,6
58,2018,2018-09-16,2,25.159,IND,@,WAS,W 21-9,,4,3,26,8.67,1,75.0%,6.50,0,0,,0,1,6
59,2018,2018-09-23,3,25.166,IND,@,PHI,L 16-20,*,11,5,33,6.60,0,45.5%,3.00,0,0,,0,0,0
