ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2016,2016-09-11,1,24.062,CHI,@,HOU,L 14-23,*
2,2016,2016-09-19,2,24.070,CHI,,PHI,L 14-29,*
3,2016,2016-09-25,3,24.076,CHI,@,DAL,L 17-31,*
4,2016,2016-10-02,4,24.083,CHI,,DET,W 17-14,*
5,2016,2016-10-09,5,24.090,CHI,@,IND,L 23-29,*
6,2016,2016-10-16,6,24.097,CHI,,JAX,L 16-17,*
7,2016,2016-10-20,7,24.101,CHI,@,GNB,L 10-26,*
8,2016,2016-10-31,8,24.112,CHI,,MIN,W 20-10,*
9,2016,2016-11-13,9,24.125,CHI,@,TAM,L 10-36,*
10,2016,2016-11-20,10,24.132,CHI,@,NYG,L 16-22,*
11,2016,2016-11-27,11,24.139,CHI,,TEN,L 21-27,*
12,2016,2016-12-04,12,24.146,CHI,,SFO,W 26-6,*
13,2016,2016-12-11,13,24.153,CHI,@,DET,L 17-20,*
14,2016,2016-12-18,14,24.160,CHI,,GNB,L 27-30,*
15,2016,2016-12-24,15,24.166,CHI,,WAS,L 21-41,*
16,2016,2017-01-01,16,24.174,CHI,@,MIN,L 10-38,*
17,2017,2017-09-10,1,25.061,CHI,,ATL,L 17-23,*
18,2017,2017-09-17,2,25.068,CHI,@,TAM,L 7-29,*
19,2017,2017-09-24,3,25.075,CHI,,PIT,W 23-17,*
20,2017,2017-09-28,4,25.079,CHI,@,GNB,L 14-35,*
21,2017,2017-10-09,5,25.090,CHI,,MIN,L 17-20,*
22,2017,2017-10-15,6,25.096,CHI,@,BAL,W 27-24,*
23,2017,2017-10-22,7,25.103,CHI,,CAR,W 17-3,*
24,2017,2017-10-29,8,25.110,CHI,@,NOR,L 12-20,*
25,2017,2017-11-12,9,25.124,CHI,,GNB,L 16-23,*
26,2017,2017-11-19,10,25.131,CHI,,DET,L 24-27,*
27,2017,2017-11-26,11,25.138,CHI,@,PHI,L 3-31,*
28,2017,2017-12-03,12,25.145,CHI,,SFO,L 14-15,*
29,2017,2017-12-10,13,25.152,CHI,@,CIN,W 33-7,*
30,2017,2017-12-16,14,25.158,CHI,@,DET,L 10-20,*
31,2017,2017-12-24,15,25.166,CHI,,CLE,W 20-3,*
32,2017,2017-12-31,16,25.173,CHI,@,MIN,L 10-23,*
33,2018,2018-09-09,1,26.060,CHI,@,GNB,L 23-24,*
34,2018,2018-09-17,2,26.068,CHI,,SEA,W 24-17,*
35,2018,2018-09-23,3,26.074,CHI,@,ARI,W 16-14,*
