ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1999,1999-10-24,7,22.183,DEN,@,NWE,L 23-24,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,,
2,1999,1999-10-31,8,22.190,DEN,,MIN,L 20-23,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,,
3,1999,1999-11-07,9,22.197,DEN,@,SDG,W 33-17,,4,2,36,18.00,0,50.0%,9.00,0,0,,0,0,0,0.0,,
4,1999,1999-11-14,10,22.204,DEN,@,SEA,L 17-20,,1,,,,,0.0%,,,,,,,,,,
5,1999,1999-11-22,11,22.212,DEN,,OAK,W 27-21,,2,1,8,8.00,0,50.0%,4.00,1,0,0.00,0,0,0,0.0,,
6,1999,1999-12-05,12,22.225,DEN,,KAN,L 10-16,,1,,,,,0.0%,,,,,,,,,,
7,1999,1999-12-13,13,22.233,DEN,@,JAX,L 24-27,,0,0,0,,0,0.0%,,2,49,24.50,0,0,0,0.0,,
8,1999,1999-12-19,14,22.239,DEN,,SEA,W 36-30,,0,0,0,,0,0.0%,,1,30,30.00,0,0,0,0.0,,
9,1999,1999-12-25,15,22.245,DEN,@,DET,W 17-7,,0,,,,,0.0%,,,,,,,,,,
10,1999,2000-01-02,16,22.253,DEN,,SDG,L 6-12,,0,,,,,0.0%,,,,,,,,,,
11,2000,2000-09-17,3,23.146,DEN,@,OAK,W 33-24,,1,0,0,,0,0.0%,0.00,1,13,13.00,0,0,0,0.0,,
12,2000,2000-09-24,4,23.153,DEN,,KAN,L 22-23,,,,,,,0.0%,,,,,,,,,,
13,2000,2000-10-01,5,23.160,DEN,,NWE,L 19-28,,,,,,,0.0%,,,,,,,,,,
14,2000,2000-10-08,6,23.167,DEN,@,SDG,W 21-7,,,,,,,0.0%,,,,,,,,,,
15,2000,2000-10-15,7,23.174,DEN,,CLE,W 44-10,,1,,,,,0.0%,,,,,,,,,,
16,2000,2000-10-22,8,23.181,DEN,@,CIN,L 21-31,,0,,,,,0.0%,,,,,,,,,,
17,2000,2000-11-05,9,23.195,DEN,@,NYJ,W 30-23,,,,,,,0.0%,,,,,,,,,,
18,2000,2000-11-19,11,23.209,DEN,,SDG,W 38-37,,0,,,,,0.0%,,,,,,,,,,
19,2000,2000-11-26,12,23.216,DEN,@,SEA,W 38-31,,1,,,,,0.0%,,,,,,,,,,
20,2000,2000-12-03,13,23.223,DEN,@,NOR,W 38-23,,0,,,,,0.0%,,,,,,,,,,
21,2000,2000-12-10,14,23.230,DEN,,SEA,W 31-24,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,,
22,2000,2000-12-17,15,23.237,DEN,@,KAN,L 7-20,,0,,,,,0.0%,,,,,,,,,,
23,2002,2002-09-08,1,25.137,HOU,,DAL,W 19-10,,2,1,19,19.00,1,50.0%,9.50,0,0,,0,1,6,0.0,,
24,2002,2002-09-15,2,25.144,HOU,@,SDG,L 3-24,,,,,,,0.0%,,,,,,,,,,
25,2002,2002-09-22,3,25.151,HOU,,IND,L 3-23,,,,,,,0.0%,,,,,,,,,,
26,2002,2002-09-29,4,25.158,HOU,@,PHI,L 17-35,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,,
27,2002,2002-10-13,5,25.172,HOU,,BUF,L 24-31,,3,3,17,5.67,1,100.0%,5.67,0,0,,0,1,6,0.0,,
28,2002,2002-10-20,6,25.179,HOU,@,CLE,L 17-34,*,8,6,78,13.00,0,75.0%,9.75,0,0,,0,0,0,0.0,,
29,2002,2002-10-27,7,25.186,HOU,@,JAX,W 21-19,,4,3,78,26.00,1,75.0%,19.50,0,0,,0,1,6,0.0,,
30,2002,2002-11-03,8,25.193,HOU,,CIN,L 3-38,*,6,4,46,11.50,0,66.7%,7.67,0,0,,0,0,0,0.0,,
31,2002,2002-11-10,9,25.200,HOU,@,TEN,L 10-17,*,7,3,19,6.33,0,42.9%,2.71,0,0,,0,0,0,0.0,,
32,2002,2002-11-17,10,25.207,HOU,,JAX,L 21-24,*,5,4,41,10.25,0,80.0%,8.20,0,0,,0,0,0,0.0,,
33,2002,2002-11-24,11,25.214,HOU,,NYG,W 16-14,,6,4,70,17.50,0,66.7%,11.67,0,0,,0,0,0,0.0,,
34,2002,2002-12-01,12,25.221,HOU,@,IND,L 3-19,*,7,4,41,10.25,0,57.1%,5.86,0,0,,0,0,0,0.0,,
35,2002,2002-12-08,13,25.228,HOU,@,PIT,W 24-6,,3,3,33,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,,
36,2002,2002-12-15,14,25.235,HOU,,BAL,L 19-23,*,12,8,77,9.63,0,66.7%,6.42,0,0,,0,0,0,0.0,,
37,2002,2002-12-22,15,25.242,HOU,@,WAS,L 10-26,*,7,3,30,10.00,0,42.9%,4.29,0,0,,0,0,0,0.0,,
38,2002,2002-12-29,16,25.249,HOU,,TEN,L 3-13,,8,3,42,14.00,0,37.5%,5.25,0,0,,0,0,0,0.0,,
39,2003,2003-09-07,1,26.136,HOU,@,MIA,W 21-20,*,7,3,20,6.67,0,42.9%,2.86,0,0,,0,0,0,0.0,,
40,2003,2003-09-14,2,26.143,HOU,@,NOR,L 10-31,,5,2,12,6.00,0,40.0%,2.40,0,0,,0,0,0,0.0,,
41,2003,2003-09-21,3,26.150,HOU,,KAN,L 14-42,,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,,
42,2003,2003-09-28,4,26.157,HOU,,JAX,W 24-20,,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,0.0,,
43,2003,2003-10-12,5,26.171,HOU,@,TEN,L 17-38,,8,6,47,7.83,0,75.0%,5.88,0,0,,0,0,0,0.0,,
44,2003,2003-10-19,6,26.178,HOU,,NYJ,L 14-19,,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,0.0,,
45,2003,2003-10-26,7,26.185,HOU,@,IND,L 21-30,*,4,4,37,9.25,1,100.0%,9.25,0,0,,0,1,6,0.0,,
46,2003,2003-11-02,8,26.192,HOU,,CAR,W 14-10,*,4,4,58,14.50,1,100.0%,14.50,0,0,,0,1,6,0.0,,
47,2003,2003-11-09,9,26.199,HOU,@,CIN,L 27-34,*,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,0.0,,
48,2003,2003-11-16,10,26.206,HOU,@,BUF,W 12-10,,1,,,,,0.0%,,,,,,,,,,
49,2003,2003-11-23,11,26.213,HOU,,NWE,L 20-23,,2,1,16,16.00,1,50.0%,8.00,0,0,,0,1,6,0.0,,
50,2003,2003-11-30,12,26.220,HOU,,ATL,W 17-13,,4,4,40,10.00,0,100.0%,10.00,0,0,,0,0,0,0.0,,
51,2003,2003-12-07,13,26.227,HOU,@,JAX,L 0-27,*,5,4,29,7.25,0,80.0%,5.80,0,0,,0,0,0,0.0,,
52,2003,2003-12-14,14,26.234,HOU,@,TAM,L 3-16,,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,0.0,,
53,2003,2003-12-21,15,26.241,HOU,,TEN,L 24-27,*,6,3,33,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,,
54,2003,2003-12-28,16,26.248,HOU,,IND,L 17-20,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,0.0,,
55,2004,2004-09-12,1,27.141,HOU,,SDG,L 20-27,,1,,,,,0.0%,,,,,,,,,,
56,2004,2004-09-19,2,27.148,HOU,@,DET,L 16-28,,,,,,,0.0%,,,,,,,,,,
57,2004,2004-09-26,3,27.155,HOU,@,KAN,W 24-21,*,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,,
58,2004,2004-10-03,4,27.162,HOU,,OAK,W 30-17,*,2,1,27,27.00,0,50.0%,13.50,0,0,,0,0,0,0.0,,
59,2004,2004-10-10,5,27.169,HOU,,MIN,L 28-34,*,1,,,,,0.0%,,,,,,,,,,
60,2004,2004-10-17,6,27.176,HOU,@,TEN,W 20-10,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,,
61,2004,2004-10-31,7,27.190,HOU,,JAX,W 20-6,*,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,0.0,,
62,2004,2004-11-07,8,27.197,HOU,@,DEN,L 13-31,,1,,,,,0.0%,,,,,,,,,,
63,2004,2004-11-14,9,27.204,HOU,@,IND,L 14-49,*,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,0.0,,
64,2004,2004-11-21,10,27.211,HOU,,GNB,L 13-16,,,,,,,0.0%,,,,,,,,,,
65,2004,2004-11-28,11,27.218,HOU,,TEN,W 31-21,,4,4,42,10.50,1,100.0%,10.50,0,0,,0,1,6,0.0,,
66,2004,2004-12-05,12,27.225,HOU,@,NYJ,L 7-29,*,4,,,,,0.0%,,,,,,,,,,
67,2004,2004-12-12,13,27.232,HOU,,IND,L 14-23,,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,0.0,,
68,2004,2004-12-19,14,27.239,HOU,@,CHI,W 24-5,*,2,,,,,0.0%,,,,,,,,,,
69,2004,2004-12-26,15,27.246,HOU,@,JAX,W 21-0,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,,
70,2004,2005-01-02,16,27.253,HOU,,CLE,L 14-22,*,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,0.0,,
71,2005,2005-09-11,1,28.140,CLE,,CIN,L 13-27,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
72,2005,2005-09-18,2,28.147,CLE,@,GNB,W 26-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
73,2005,2005-09-25,3,28.154,CLE,@,IND,L 6-13,*,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
74,2006,2006-10-29,7,29.188,NOR,,BAL,L 22-35,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
75,2006,2006-11-05,8,29.195,NOR,@,TAM,W 31-14,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,0.0,,
76,2006,2006-11-12,9,29.202,NOR,@,PIT,L 31-38,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,0.0,,
77,2006,2006-11-19,10,29.209,NOR,,CIN,L 16-31,,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,0.0,,
78,2006,2006-11-26,11,29.216,NOR,@,ATL,W 31-13,,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,,
79,2006,2006-12-03,12,29.223,NOR,,SFO,W 34-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
80,2006,2006-12-10,13,29.230,NOR,@,DAL,W 42-17,,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0,0.0,,
81,2006,2006-12-17,14,29.237,NOR,,WAS,L 10-16,*,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,0.0,,
82,2006,2006-12-24,15,29.244,NOR,@,NYG,W 30-7,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
83,2006,2006-12-31,16,29.251,NOR,,CAR,L 21-31,*,3,3,33,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,,
84,2007,2007-09-06,1,30.135,NOR,@,IND,L 10-41,*,1,0,0,,0,0.0%,0.00,1,8,8.00,0,0,0,0.0,,
85,2007,2007-09-16,2,30.145,NOR,@,TAM,L 14-31,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
86,2007,2007-09-24,3,30.153,NOR,,TEN,L 14-31,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
87,2007,2007-10-07,4,30.166,NOR,,CAR,L 13-16,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
88,2007,2007-10-14,5,30.173,NOR,@,SEA,W 28-17,,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,0.0,,
89,2007,2007-10-21,6,30.180,NOR,,ATL,W 22-16,*,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,,
90,2007,2007-10-28,7,30.187,NOR,@,SFO,W 31-10,*,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,0.0,,
91,2007,2007-11-04,8,30.194,NOR,,JAX,W 41-24,*,3,3,75,25.00,0,100.0%,25.00,0,0,,0,0,0,0.0,,
92,2007,2007-11-11,9,30.201,NOR,,STL,L 29-37,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,1,6,0.0,,
93,2007,2007-11-18,10,30.208,NOR,@,HOU,L 10-23,,3,3,25,8.33,0,100.0%,8.33,0,0,,0,0,0,0.0,,
94,2007,2007-11-25,11,30.215,NOR,@,CAR,W 31-6,,5,4,32,8.00,1,80.0%,6.40,0,0,,0,1,6,0.0,,
95,2007,2007-12-02,12,30.222,NOR,,TAM,L 23-27,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,,
96,2007,2007-12-10,13,30.230,NOR,@,ATL,W 34-14,,2,1,36,36.00,0,50.0%,18.00,0,0,,0,0,0,0.0,,
97,2007,2007-12-16,14,30.236,NOR,,ARI,W 31-24,*,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,,
98,2007,2007-12-23,15,30.243,NOR,,PHI,L 23-38,,7,3,38,12.67,0,42.9%,5.43,0,0,,0,0,0,0.0,,
99,2007,2007-12-30,16,30.250,NOR,@,CHI,L 25-33,,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0,0.0,,
100,2008,2008-09-07,1,31.136,NOR,,TAM,W 24-20,*,,,,,,0.0%,,,,,,,,,,
101,2008,2008-09-21,3,31.150,NOR,@,DEN,L 32-34,*,2,2,41,20.50,0,100.0%,20.50,0,0,,0,0,0,0.0,0,0
102,2008,2008-09-28,4,31.157,NOR,,SFO,W 31-17,,5,3,30,10.00,0,60.0%,6.00,0,0,,0,0,0,0.0,1,0
103,2008,2008-10-06,5,31.165,NOR,,MIN,L 27-30,,6,4,61,15.25,0,66.7%,10.17,0,0,,0,0,0,0.0,0,0
104,2008,2008-10-12,6,31.171,NOR,,OAK,W 34-3,,3,3,53,17.67,0,100.0%,17.67,0,0,,0,0,0,0.0,0,0
105,2008,2008-10-19,7,31.178,NOR,@,CAR,L 7-30,,5,4,56,14.00,0,80.0%,11.20,0,0,,0,0,0,0.0,0,0
106,2008,2008-10-26,8,31.185,NOR,,SDG,W 37-32,,10,7,82,11.71,0,70.0%,8.20,0,0,,0,0,0,0.0,0,0
107,2008,2008-11-09,9,31.199,NOR,@,ATL,L 20-34,,6,5,65,13.00,0,83.3%,10.83,0,0,,0,0,0,0.0,0,0
108,2008,2008-11-16,10,31.206,NOR,@,KAN,W 30-20,,,,,,,0.0%,,,,,,,,,,
109,2008,2008-11-24,11,31.214,NOR,,GNB,W 51-29,*,5,4,36,9.00,1,80.0%,7.20,0,0,,0,1,6,0.0,0,0
110,2008,2008-11-30,12,31.220,NOR,@,TAM,L 20-23,,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,0.0,0,0
111,2008,2008-12-07,13,31.227,NOR,,ATL,W 29-25,,,,,,,0.0%,,,,,,,,,,
112,2008,2008-12-11,14,31.231,NOR,@,CHI,L 24-27,*,3,3,35,11.67,0,100.0%,11.67,0,0,,0,0,0,0.0,0,0
113,2008,2008-12-21,15,31.241,NOR,@,DET,W 42-7,,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0,0.0,0,0
114,2008,2008-12-28,16,31.248,NOR,,CAR,L 31-33,*,7,3,56,18.67,0,42.9%,8.00,0,0,,0,0,0,0.0,1,0
