ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1969,1969-09-21,1,23.110,PHI,,CLE,L 20-27,0,0,,0,4,78,19.50,0,0,0,,0
2,1969,1969-10-19,5,23.138,PHI,@,DAL,L 14-49,0,0,,0,1,19,19.00,0,0,0,,0
3,1969,1969-11-02,7,23.152,PHI,@,NYG,W 23-20,0,0,,0,0,0,,0,2,26,13.00,0
4,1969,1969-11-30,11,23.180,PHI,@,NOR,L 17-26,1,10,10.00,0,0,0,,0,0,0,,0
5,1970,1970-09-20,1,24.109,ATL,@,NOR,W 14-3,,,,,,,,,,,,
