ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1990,1990-09-09,1,23.364,KAN,,MIN,W 24-21,,3,21,7.00,1,,,0,0,,0,1,6
2,1990,1990-09-17,2,24.007,KAN,@,DEN,L 23-24,,0,0,,0,,,1,3,3.00,0,0,0
3,1990,1990-09-23,3,24.013,KAN,@,GNB,W 17-3,,0,0,,0,,,0,0,,0,0,
4,1990,1990-09-30,4,24.020,KAN,,CLE,W 34-0,,0,0,,0,,,2,7,3.50,0,0,0
5,1990,1990-10-07,5,24.027,KAN,@,IND,L 19-23,,0,0,,0,,,0,0,,0,0,
6,1990,1990-10-14,6,24.034,KAN,,DET,W 43-24,,2,14,7.00,0,,,0,0,,0,0,0
7,1990,1990-10-21,7,24.041,KAN,@,SEA,L 7-19,,1,7,7.00,0,,,0,0,,0,0,0
8,1990,1990-11-04,8,24.055,KAN,,RAI,W 9-7,,1,3,3.00,0,,,0,0,,0,0,0
9,1990,1990-11-11,9,24.062,KAN,,SEA,L 16-17,,0,0,,0,,,0,0,,0,0,
10,1990,1990-11-18,10,24.069,KAN,,SDG,W 27-10,,3,20,6.67,2,,,0,0,,0,2,12
11,1990,1990-11-25,11,24.076,KAN,@,RAI,W 27-24,,2,22,11.00,2,,,0,0,,0,2,12
12,1990,1990-12-02,12,24.083,KAN,@,NWE,W 37-7,,0,0,,0,,,4,26,6.50,0,0,0
13,1990,1990-12-09,13,24.090,KAN,,DEN,W 31-20,,3,25,8.33,0,,,0,0,,0,0,0
14,1990,1990-12-16,14,24.097,KAN,,HOU,L 10-27,,1,3,3.00,0,,,0,0,,0,0,0
15,1990,1990-12-23,15,24.104,KAN,@,SDG,W 24-21,,2,17,8.50,0,,,2,12,6.00,0,0,0
16,1990,1990-12-29,16,24.110,KAN,@,CHI,W 21-10,,1,5,5.00,0,,,1,-1,-1.00,0,0,0
17,1991,1991-09-08,2,24.363,KAN,,NOR,L 10-17,,3,27,9.00,0,,,0,0,,0,0,0
18,1991,1991-09-16,3,25.006,KAN,@,HOU,L 7-17,,0,0,,0,,,,,,,,
19,1991,1991-09-22,4,25.012,KAN,,SEA,W 20-13,,1,7,7.00,0,,,0,0,,0,0,0
20,1991,1991-09-29,5,25.019,KAN,@,SDG,W 14-13,,0,0,,0,,,,,,,,
21,1991,1991-10-07,6,25.027,KAN,,BUF,W 33-6,,4,24,6.00,0,,,0,0,,0,0,0
22,1991,1991-10-13,7,25.033,KAN,,MIA,W 42-7,,1,9,9.00,0,,,0,0,,0,0,0
23,1991,1991-10-20,8,25.040,KAN,@,DEN,L 16-19,,1,6,6.00,0,,,0,0,,0,0,0
24,1991,1991-10-28,9,25.048,KAN,,RAI,W 24-21,,1,8,8.00,1,,,0,0,,0,1,6
25,1991,1991-11-10,10,25.061,KAN,@,RAM,W 27-20,,0,0,,0,,,,,,,,
26,1991,1991-11-17,11,25.068,KAN,,DEN,L 20-24,,0,0,,0,,,,,,,,
27,1991,1991-11-24,12,25.075,KAN,@,CLE,L 15-20,,1,9,9.00,0,,,0,0,,0,0,0
28,1991,1991-12-01,13,25.082,KAN,@,SEA,W 19-6,,0,0,,0,,,,,,,,
29,1991,1991-12-08,14,25.089,KAN,,SDG,W 20-17,,0,0,,0,,,,,,,,
30,1991,1991-12-14,15,25.095,KAN,@,SFO,L 14-28,,2,7,3.50,0,,,0,0,,0,0,0
31,1991,1991-12-22,16,25.103,KAN,@,RAI,W 27-21,,0,0,,0,,,,,,,,
32,1992,1992-09-06,1,25.362,KAN,@,SDG,W 24-10,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
33,1992,1992-09-13,2,26.003,KAN,,SEA,W 26-7,,0,0,,0,0.0%,,,,,,,
34,1992,1992-09-20,3,26.010,KAN,@,HOU,L 20-23,,0,0,,0,0.0%,,,,,,,
35,1992,1992-09-28,4,26.018,KAN,,RAI,W 27-7,3,0,0,,0,0.0%,0.00,,,,,,
36,1992,1992-10-04,5,26.024,KAN,@,DEN,L 19-20,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
37,1992,1992-10-11,6,26.031,KAN,,PHI,W 24-17,,0,0,,0,0.0%,,,,,,,
38,1992,1992-11-15,10,26.066,KAN,,WAS,W 35-16,,0,0,,0,0.0%,,,,,,,
