ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1999,1999-10-31,7,23.343,DAL,@,IND,L 24-34,,,,,,,0.0%,,,,,,,,,,,
2,1999,1999-11-08,8,23.351,DAL,@,MIN,L 17-27,,,,,,,0.0%,,,,,,,,,,,
3,1999,1999-11-14,9,23.357,DAL,,GNB,W 27-13,,0,,,,,0.0%,,,,,,,,,,,
4,1999,1999-11-21,10,23.364,DAL,@,ARI,L 9-13,,,,,,,0.0%,,,,,,,,,,,
5,1999,1999-12-24,15,24.032,DAL,@,NOR,L 24-31,,,,,,,0.0%,,,,,,,,,,,
6,1999,2000-01-02,16,24.041,DAL,,NYG,W 26-18,,,,,,,0.0%,,,,,,,,,,,
7,2000,2000-10-16,7,24.329,JAX,@,TEN,L 13-27,,,,,,,0.0%,,,,,,,,,,,
8,2000,2000-12-10,14,25.018,JAX,,ARI,W 44-10,,,,,,,0.0%,,,,,,,,,,,
9,2000,2000-12-23,16,25.031,JAX,@,NYG,L 25-28,,,,,,,0.0%,,,,,,,,,,,
10,2003,2003-09-07,1,27.289,BUF,,NWE,W 31-0,,,,,,,0.0%,,,,,,,,,,,
11,2003,2003-09-14,2,27.296,BUF,@,JAX,W 38-17,,0,,,,,0.0%,,,,,,,,,,,
12,2003,2003-09-21,3,27.303,BUF,@,MIA,L 7-17,,,,,,,0.0%,,,,,,,,,,,
13,2003,2003-09-28,4,27.310,BUF,,PHI,L 13-23,,,,,,,0.0%,,,,,,,,,,,
14,2003,2003-10-05,5,27.317,BUF,,CIN,W 22-16,,,,,,,0.0%,,,,,,,,,,,
15,2003,2003-10-12,6,27.324,BUF,@,NYJ,L 3-30,,0,,,,,0.0%,,,,,,,,,,,
16,2003,2003-10-19,7,27.331,BUF,,WAS,W 24-7,,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,,0,0,0
17,2003,2003-10-26,8,27.338,BUF,@,KAN,L 5-38,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
18,2003,2003-11-09,9,27.352,BUF,@,DAL,L 6-10,,,,,,,0.0%,,,,,,,,,,,
19,2003,2003-11-16,10,27.359,BUF,,HOU,L 10-12,,1,,,,,0.0%,,,,,,,,,,,
20,2003,2003-11-23,11,28.001,BUF,,IND,L 14-17,,,,,,,0.0%,,,,,,,,,,,
21,2003,2003-11-30,12,28.008,BUF,@,NYG,W 24-7,,1,1,9,9.00,0,100.0%,9.00,1,14,14.00,0,0,0,,0,0,0
22,2003,2003-12-07,13,28.015,BUF,,NYJ,W 17-6,,,,,,,0.0%,,,,,,,,,,,
23,2003,2003-12-14,14,28.022,BUF,@,TEN,L 26-28,*,1,,,,,0.0%,,,,,,,,,,,
24,2003,2003-12-21,15,28.029,BUF,,MIA,L 3-20,,,,,,,0.0%,,,,,,,,,,,
25,2003,2003-12-27,16,28.035,BUF,@,NWE,L 0-31,,,,,,,0.0%,,,,,,,,,,,
26,2004,2004-09-12,1,28.295,BUF,,JAX,L 10-13,,2,,,,,0.0%,,,,,,,,,,,
27,2004,2004-09-19,2,28.302,BUF,@,OAK,L 10-13,*,,,,,,0.0%,,,,,,,,,,,
28,2004,2004-10-03,3,28.316,BUF,,NWE,L 17-31,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0
29,2004,2004-10-10,4,28.323,BUF,@,NYJ,L 14-16,,0,,,,,0.0%,,,,,,,,,,,
30,2004,2004-10-17,5,28.330,BUF,,MIA,W 20-13,,,0,0,,0,0.0%,,0,0,,0,1,3,3.00,0,0,0
31,2004,2004-10-24,6,28.337,BUF,@,BAL,L 6-20,,,,,,,0.0%,,,,,,,,,,,
32,2004,2004-10-31,7,28.344,BUF,,ARI,W 38-14,,0,,,,,0.0%,,,,,,,,,,,
33,2004,2004-11-07,8,28.351,BUF,,NYJ,W 22-17,,,,,,,0.0%,,,,,,,,,,,
34,2004,2004-11-14,9,28.358,BUF,@,NWE,L 6-29,,,,,,,0.0%,,,,,,,,,,,
35,2004,2004-11-21,10,28.365,BUF,,STL,W 37-17,,0,,,,,0.0%,,,,,,,,,,,
36,2004,2004-11-28,11,29.006,BUF,@,SEA,W 38-9,,0,,,,,0.0%,,,,,,,,,,,
