ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
73,2004,2004-11-21,10,27.116,TAM,,SFO,W 35-3,,,,,,,,,,,
74,2004,2004-11-28,11,27.123,TAM,@,CAR,L 14-21,,,,,,,,,,,
75,2004,2004-12-05,12,27.130,TAM,,ATL,W 27-0,,,,,,,,,,,
76,2004,2004-12-19,14,27.144,TAM,,NOR,L 17-21,,,,,,,,,,,
77,2004,2004-12-26,15,27.151,TAM,,CAR,L 20-37,,,,,,,,,,,
78,2004,2005-01-02,16,27.158,TAM,@,ARI,L 7-12,*,,,,,,,,,,
79,2005,2005-09-11,1,28.045,TAM,@,MIN,W 24-13,*,,,,,,,,,,
80,2005,2005-09-18,2,28.052,TAM,,BUF,W 19-3,,,,,,,,,,,
81,2005,2005-09-25,3,28.059,TAM,@,GNB,W 17-16,*,,,,,,,,,,
82,2005,2005-10-09,5,28.073,TAM,@,NYJ,L 12-14,*,,,,,,,,,,
83,2005,2005-10-16,6,28.080,TAM,,MIA,W 27-13,*,,,,,,,,,,
84,2005,2005-11-27,11,28.122,TAM,,CHI,L 10-13,*,,,,,,,,,,
85,2005,2005-12-04,12,28.129,TAM,@,NOR,W 10-3,*,0,0,,0,0.0,,,1,21,0
86,2005,2005-12-11,13,28.136,TAM,@,CAR,W 20-10,*,,,,,,,,,,
87,2005,2005-12-17,14,28.142,TAM,@,NWE,L 0-28,*,,,,,,,,,,
88,2005,2005-12-24,15,28.149,TAM,,ATL,W 27-24,*,0,0,,0,1.0,,,0,0,0
89,2005,2006-01-01,16,28.157,TAM,,NOR,W 27-13,*,,,,,,,,,,
90,2006,2006-09-10,1,29.044,CIN,@,KAN,W 23-10,*,,,,,,,,,,
91,2006,2006-09-17,2,29.051,CIN,,CLE,W 34-17,*,,,,,,,,,,
92,2006,2006-10-22,6,29.086,CIN,,CAR,W 17-14,,,,,,,,,,,
93,2006,2006-10-29,7,29.093,CIN,,ATL,L 27-29,*,,,,,,,,,,
94,2006,2006-11-05,8,29.100,CIN,@,BAL,L 20-26,*,,,,,,,,,,
95,2006,2006-11-12,9,29.107,CIN,,SDG,L 41-49,*,,,,,,,,,,
96,2006,2006-11-26,11,29.121,CIN,@,CLE,W 30-0,*,,,,,,,,,,
97,2006,2006-11-30,12,29.125,CIN,,BAL,W 13-7,*,,,,,,,,,,
98,2006,2006-12-10,13,29.135,CIN,,OAK,W 27-10,*,0,0,,0,1.0,,,0,0,0
99,2006,2006-12-18,14,29.143,CIN,@,IND,L 16-34,*,,,,,,,,,,
100,2006,2006-12-24,15,29.149,CIN,@,DEN,L 23-24,*,0,0,,0,0.0,,,1,46,0
101,2006,2006-12-31,16,29.156,CIN,,PIT,L 17-23,*,,,,,,,,,,
102,2007,2007-09-10,1,30.044,CIN,,BAL,W 27-20,*,,,,,,,,,,
103,2007,2007-09-16,2,30.050,CIN,@,CLE,L 45-51,*,0,0,,0,0.0,,,1,7,0
104,2007,2007-09-23,3,30.057,CIN,@,SEA,L 21-24,*,,,,,,,,,,
105,2007,2007-10-01,4,30.065,CIN,,NWE,L 13-34,*,,,,,,,,,,
106,2007,2007-10-14,5,30.078,CIN,@,KAN,L 20-27,*,,,,,,,,,,
107,2007,2007-10-21,6,30.085,CIN,,NYJ,W 38-31,*,,,,,,,,,,
108,2007,2007-10-28,7,30.092,CIN,,PIT,L 13-24,*,,,,,,,,,,
109,2007,2007-11-04,8,30.099,CIN,@,BUF,L 21-33,*,,,,,,,,,,
110,2007,2007-11-11,9,30.106,CIN,@,BAL,W 21-7,*,,,,,,,,,,
111,2007,2007-11-18,10,30.113,CIN,,ARI,L 27-35,*,,,,,,,,,,
112,2007,2007-11-25,11,30.120,CIN,,TEN,W 35-6,*,,,,,,,,,,
113,2007,2007-12-02,12,30.127,CIN,@,PIT,L 10-24,*,,,,,,,,,,
114,2007,2007-12-09,13,30.134,CIN,,STL,W 19-10,*,0,0,,0,0.0,,,1,0,0
115,2007,2007-12-15,14,30.140,CIN,@,SFO,L 13-20,*,0,0,,0,0.5,,,0,0,0
116,2008,2008-09-07,1,31.041,CIN,@,BAL,L 10-17,*,0,0,,0,0.0,4,2,0,0,0
117,2008,2008-10-19,7,31.083,CIN,,PIT,L 10-38,*,0,0,,0,0.0,4,3,0,0,0
118,2008,2008-10-26,8,31.090,CIN,@,HOU,L 6-35,*,0,0,,0,0.0,6,2,0,0,0
