ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1999,1999-09-26,3,22.060,TAM,,DEN,W 13-10,,,,,,,,,,,
2,1999,1999-10-03,4,22.067,TAM,@,MIN,L 14-21,,,,,,,,,,,
3,1999,1999-10-10,5,22.074,TAM,@,GNB,L 23-26,,,,,,,,,,,
4,1999,1999-10-24,6,22.088,TAM,,CHI,W 6-3,,,,,,,,,,,
5,1999,1999-10-31,7,22.095,TAM,@,DET,L 3-20,,,,,,,,,,,
6,1999,1999-11-07,8,22.102,TAM,@,NOR,W 31-16,,,,,,,,,,,
7,1999,1999-11-14,9,22.109,TAM,,KAN,W 17-10,,,,,,,,,,,
8,1999,1999-11-28,11,22.123,TAM,@,SEA,W 16-3,,,,,,,,,,,
9,1999,1999-12-06,12,22.131,TAM,,MIN,W 24-17,,,,,,,,,,,
10,1999,1999-12-12,13,22.137,TAM,,DET,W 23-16,,,,,,,,,,,
11,1999,1999-12-19,14,22.144,TAM,@,OAK,L 0-45,,,,,,,,,,,
12,1999,1999-12-26,15,22.151,TAM,,GNB,W 29-10,,,,,,,,,,,
13,2000,2000-09-24,4,23.058,TAM,,NYJ,L 17-21,,,,,,,,,,,
14,2000,2000-10-01,5,23.065,TAM,@,WAS,L 17-20,,,,,,,,,,,
15,2000,2000-10-09,6,23.073,TAM,@,MIN,L 23-30,,,,,,,,,,,
16,2000,2000-10-19,7,23.083,TAM,,DET,L 14-28,,,,,,,,,,,
17,2000,2000-10-29,8,23.093,TAM,,MIN,W 41-13,,,,,,,,,,,
18,2000,2000-11-05,9,23.100,TAM,@,ATL,W 27-14,,,,,,,,,,,
19,2000,2000-11-12,10,23.107,TAM,,GNB,W 20-15,,,,,,,,,,,
20,2000,2000-11-19,11,23.114,TAM,@,CHI,L 10-13,,,,,,,,,,,
21,2000,2000-11-26,12,23.121,TAM,,BUF,W 31-17,,,,,,,,,,,
22,2000,2000-12-03,13,23.128,TAM,,DAL,W 27-7,,,,,,,,,,,
23,2000,2000-12-10,14,23.135,TAM,@,MIA,W 16-13,,,,,,,,,,,
24,2000,2000-12-18,15,23.143,TAM,,STL,W 38-35,,,,,,,,,,,
25,2000,2000-12-24,16,23.149,TAM,@,GNB,L 14-17,,,,,,,,,,,
26,2001,2001-09-09,1,24.043,TAM,@,DAL,W 10-6,*,0,0,,0,0.0,,,1,13,0
27,2001,2001-09-30,2,24.064,TAM,@,MIN,L 16-20,*,,,,,,,,,,
28,2001,2001-10-07,3,24.071,TAM,,GNB,W 14-10,*,0,0,,0,0.0,,,1,0,0
29,2001,2001-10-14,4,24.078,TAM,@,TEN,L 28-31,*,,,,,,,,,,
30,2001,2001-10-28,6,24.092,TAM,,MIN,W 41-14,*,0,0,,0,0.0,,,1,0,0
31,2001,2001-11-04,7,24.099,TAM,@,GNB,L 20-21,*,0,0,,0,1.0,,,0,0,0
32,2001,2001-11-11,8,24.106,TAM,@,DET,W 20-17,*,0,18,,0,,,,,,
33,2001,2001-11-18,9,24.113,TAM,,CHI,L 24-27,*,,,,,,,,,,
34,2001,2001-11-26,10,24.121,TAM,@,STL,W 24-17,*,,,,,,,,,,
35,2001,2001-12-02,11,24.127,TAM,@,CIN,W 16-13,*,,,,,,,,,,
36,2001,2001-12-09,12,24.134,TAM,,DET,W 15-12,*,,,,,,,,,,
37,2001,2001-12-16,13,24.141,TAM,@,CHI,L 3-27,*,,,,,,,,,,
38,2001,2001-12-23,14,24.148,TAM,,NOR,W 48-21,*,0,0,,0,0.0,,,1,29,0
39,2001,2001-12-29,15,24.154,TAM,,BAL,W 22-10,*,0,0,,0,1.5,,,0,0,0
40,2001,2002-01-06,16,24.162,TAM,,PHI,L 13-17,*,,,,,,,,,,
41,2002,2002-09-08,1,25.042,TAM,,NOR,L 20-26,*,,,,,,,,,,
42,2002,2002-09-15,2,25.049,TAM,@,BAL,W 25-0,*,,,,,,,,,,
43,2002,2002-09-23,3,25.057,TAM,,STL,W 26-14,*,0,0,,0,0.0,,,1,20,0
44,2002,2002-09-29,4,25.063,TAM,@,CIN,W 35-7,*,,,,,,,,,,
45,2002,2002-10-06,5,25.070,TAM,@,ATL,W 20-6,*,,,,,,,,,,
46,2002,2002-10-13,6,25.077,TAM,,CLE,W 17-3,*,,,,,,,,,,
47,2002,2002-10-20,7,25.084,TAM,@,PHI,L 10-20,*,,,,,,,,,,
48,2002,2002-10-27,8,25.091,TAM,@,CAR,W 12-9,*,,,,,,,,,,
49,2002,2002-11-03,9,25.098,TAM,,MIN,W 38-24,*,,,,,,,,0,2,0
50,2002,2002-11-17,10,25.112,TAM,,CAR,W 23-10,*,,,,,,,,,,
51,2002,2002-11-24,11,25.119,TAM,,GNB,W 21-7,*,0,-1,,0,0.0,,,1,58,0
52,2002,2002-12-01,12,25.126,TAM,@,NOR,L 20-23,*,,,,,,,,,,
53,2002,2002-12-08,13,25.133,TAM,,ATL,W 34-10,*,0,0,,0,0.0,,,1,21,0
54,2002,2002-12-15,14,25.140,TAM,@,DET,W 23-20,*,,,,,,,,,,
55,2002,2002-12-23,15,25.148,TAM,,PIT,L 7-17,*,,,,,,,,,,
56,2002,2002-12-29,16,25.154,TAM,@,CHI,W 15-0,*,1,21,21.00,0,0.0,,,0,0,0
57,2003,2003-09-07,1,26.041,ARI,@,DET,L 24-42,*,,,,,,,,,,
58,2003,2003-09-14,2,26.048,ARI,,SEA,L 0-38,*,,,,,,,,,,
59,2003,2003-09-21,3,26.055,ARI,,GNB,W 20-13,*,0,0,,0,0.0,,,1,22,0
60,2003,2003-09-28,4,26.062,ARI,@,STL,L 13-37,*,0,0,,0,0.0,,,1,28,0
61,2003,2003-10-05,5,26.069,ARI,@,DAL,L 7-24,*,,,,,,,,,,
62,2003,2003-10-12,6,26.076,ARI,,BAL,L 18-26,*,,,,,,,,,,
63,2003,2003-10-26,7,26.090,ARI,,SFO,W 16-13,*,,,,,,,,,,
64,2003,2003-11-02,8,26.097,ARI,,CIN,W 17-14,*,0,0,,0,0.0,,,1,14,0
65,2003,2003-11-09,9,26.104,ARI,@,PIT,L 15-28,*,,,,,,,,,,
66,2003,2003-11-16,10,26.111,ARI,@,CLE,L 6-44,*,,,,,,,,,,
67,2003,2003-11-23,11,26.118,ARI,,STL,L 27-30,*,,,,,,,,,,
68,2003,2003-11-30,12,26.125,ARI,@,CHI,L 3-28,*,,,,,,,,,,
69,2003,2003-12-07,13,26.132,ARI,@,SFO,L 14-50,*,,,,,,,,,,
70,2003,2003-12-14,14,26.139,ARI,,CAR,L 17-20,*,0,0,,0,0.0,,,1,21,0
71,2003,2003-12-21,15,26.146,ARI,@,SEA,L 10-28,*,0,0,,0,0.0,,,1,7,0
72,2003,2003-12-28,16,26.153,ARI,,MIN,W 18-17,*,0,0,,0,0.0,,,1,30,0
