ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1998,1998-09-06,1,28.263,ARI,@,DAL,L 10-38,,0,0,,0,8,368,46.00,0
2,1998,1998-09-13,2,28.270,ARI,@,SEA,L 14-33,,0,0,,0,6,234,39.00,0
3,1998,1998-09-20,3,28.277,ARI,,PHI,W 17-3,,0,0,,0,7,255,36.43,0
4,1998,1998-09-27,4,28.284,ARI,@,STL,W 20-17,,0,0,,0,5,200,40.00,0
5,1998,1998-10-04,5,28.291,ARI,,OAK,L 20-23,,0,0,,0,6,264,44.00,0
6,1998,1998-10-11,6,28.298,ARI,,CHI,W 20-7,,0,0,,0,4,197,49.25,1
7,1998,1998-10-18,7,28.305,ARI,@,NYG,L 7-34,,0,0,,0,5,213,42.60,0
8,1998,1998-11-01,8,28.319,ARI,@,DET,W 17-15,,0,0,,0,7,285,40.71,0
9,1998,1998-11-08,9,28.326,ARI,,WAS,W 29-27,,0,0,,0,6,254,42.33,0
10,1998,1998-11-15,10,28.333,ARI,,DAL,L 28-35,,0,0,,0,2,94,47.00,0
11,1998,1998-11-22,11,28.340,ARI,@,WAS,W 45-42,,0,0,,0,3,119,39.67,0
12,1998,1998-11-29,12,28.347,ARI,@,KAN,L 24-34,,0,0,,0,5,234,46.80,0
13,1998,1998-12-06,13,28.354,ARI,,NYG,L 19-23,,0,0,,0,6,228,38.00,0
14,1998,1998-12-13,14,28.361,ARI,@,PHI,W 20-17,,0,0,,0,2,66,33.00,0
15,1998,1998-12-20,15,29.003,ARI,,NOR,W 19-17,,0,0,,0,2,63,31.50,0
16,1998,1998-12-27,16,29.010,ARI,,SDG,W 16-13,,0,0,,0,7,304,43.43,0
17,1999,1999-09-12,1,29.269,ARI,@,PHI,W 25-24,,0,0,,0,5,172,34.40,0
18,1999,1999-09-19,2,29.276,ARI,@,MIA,L 16-19,,0,0,,0,5,201,40.20,0
19,1999,1999-09-27,3,29.284,ARI,,SFO,L 10-24,,0,0,,0,6,252,42.00,0
20,1999,1999-10-03,4,29.290,ARI,@,DAL,L 7-35,,0,0,,0,8,362,45.25,0
21,1999,1999-10-10,5,29.297,ARI,,NYG,W 14-3,,0,0,,0,9,419,46.56,0
22,1999,1999-10-17,6,29.304,ARI,,WAS,L 10-24,,0,0,,0,7,309,44.14,0
23,1999,1999-10-31,7,29.318,ARI,,NWE,L 3-27,,0,0,,0,9,390,43.33,0
