ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-12-02,12,24.261,GNB,,MIN,W 23-14,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
2,2012,2012-12-09,13,24.268,GNB,,DET,W 27-20,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
3,2012,2012-12-16,14,24.275,GNB,@,CHI,W 21-13,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
4,2012,2012-12-23,15,24.282,GNB,,TEN,W 55-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,62,31.00,0,0,0,0.0,0,0
5,2012,2012-12-30,16,24.289,GNB,@,MIN,L 34-37,,0,0,0,,0,0.0%,,0,0,,0,3,86,28.67,0,2,41,20.50,0,0,0,0.0,0,0
6,2013,2013-09-08,1,25.176,GNB,@,SFO,L 28-34,,0,0,0,,0,0.0%,,0,0,,0,3,40,13.33,0,1,9,9.00,0,0,0,0.0,0,0
7,2013,2013-09-15,2,25.183,GNB,,WAS,W 38-20,,0,0,0,,0,0.0%,,0,0,,0,1,14,14.00,0,1,11,11.00,0,0,0,0.0,0,0
8,2013,2013-09-22,3,25.190,GNB,@,CIN,L 30-34,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,2,21,10.50,0,0,0,,0,0,0,0.0,0,0
9,2013,2013-10-20,7,25.218,DET,,CIN,L 24-27,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
10,2013,2013-10-27,8,25.225,DET,,DAL,W 31-30,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,1,44,44.00,0,0,0,,0,0,0,0.0,0,1
11,2013,2013-11-10,9,25.239,DET,@,CHI,W 21-19,*,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
12,2013,2013-11-17,10,25.246,DET,@,PIT,L 27-37,*,3,1,19,19.00,0,33.3%,6.33,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,1
13,2013,2013-11-24,11,25.253,DET,,TAM,L 21-24,,0,0,0,,0,0.0%,,0,0,,0,2,49,24.50,0,2,42,21.00,0,0,0,0.0,0,0
14,2013,2013-11-28,12,25.257,DET,,GNB,W 40-10,,1,1,5,5.00,1,100.0%,5.00,1,24,24.00,0,3,70,23.33,0,4,46,11.50,0,1,6,0.0,0,0
15,2013,2013-12-08,13,25.267,DET,@,PHI,L 20-34,,0,0,0,,0,0.0%,,0,0,,0,4,172,43.00,1,2,71,35.50,1,0,12,0.0,1,0
16,2013,2013-12-16,14,25.275,DET,,BAL,L 16-18,,0,0,0,,0,0.0%,,0,0,,0,1,33,33.00,0,4,26,6.50,0,0,0,0.0,0,0
