ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1962,1962-09-23,2,23.090,DTX,@,OAK,W 26-16,5,6,1.20,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
2,1962,1962-09-30,3,23.097,DTX,,BUF,W 41-21,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
3,1962,1962-10-07,4,23.104,DTX,@,SDG,L 28-32,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,32,16.00,0,0,0
4,1962,1962-10-12,5,23.109,DTX,@,BOS,W 27-7,2,2,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,1962,1962-10-21,6,23.118,DTX,,NYT,W 20-17,10,62,6.20,0,4,57,14.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1962,1962-10-28,7,23.125,DTX,@,HOU,W 31-7,17,68,4.00,0,1,16,16.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1962,1962-11-04,8,23.132,DTX,,HOU,L 6-14,5,31,6.20,0,4,48,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
8,1962,1962-11-11,9,23.139,DTX,@,NYT,W 52-31,19,102,5.37,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
9,1962,1962-11-18,10,23.146,DTX,@,DEN,W 24-3,14,54,3.86,0,3,20,6.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
10,1962,1962-11-25,11,23.153,DTX,,OAK,W 35-7,12,109,9.08,0,2,27,13.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
11,1962,1962-12-02,12,23.160,DTX,@,BUF,L 14-23,5,49,9.80,0,5,52,10.40,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
12,1962,1962-12-09,13,23.167,DTX,,DEN,W 17-10,15,105,7.00,1,4,45,11.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
13,1962,1962-12-16,14,23.174,DTX,,SDG,W 26-17,4,5,1.25,0,6,68,11.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
14,1963,1963-09-07,1,24.074,KAN,@,DEN,W 59-7,6,28,4.67,0,3,39,13.00,1,1,1,100.00,33,1,0,158.3,0,0,33.00,53.00,0,0,,0,1,6
15,1963,1963-09-22,2,24.089,KAN,@,BUF,T 27-27,6,6,1.00,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
16,1963,1963-09-29,3,24.096,KAN,@,SDG,L 10-24,5,11,2.20,0,4,21,5.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
17,1963,1963-10-06,4,24.103,KAN,,HOU,W 28-7,16,46,2.88,0,4,53,13.25,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
18,1963,1963-10-13,5,24.110,KAN,,BUF,L 26-35,13,71,5.46,1,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
19,1963,1963-10-20,6,24.117,KAN,,SDG,L 17-38,15,60,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1963,1963-10-27,7,24.124,KAN,@,HOU,L 7-28,9,36,4.00,0,3,14,4.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1963,1963-11-03,8,24.131,KAN,@,OAK,L 7-10,15,101,6.73,0,2,14,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
22,1963,1963-11-08,9,24.136,KAN,,OAK,L 7-22,9,19,2.11,1,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
23,1963,1963-11-17,10,24.145,KAN,@,BOS,T 24-24,10,29,2.90,1,4,97,24.25,1,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
24,1963,1963-12-01,11,24.159,KAN,@,NYJ,L 0-17,11,31,2.82,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
25,1963,1963-12-08,12,24.166,KAN,,DEN,W 52-21,13,81,6.23,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
26,1963,1963-12-14,13,24.172,KAN,,BOS,W 35-3,9,36,4.00,0,1,19,19.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
27,1963,1963-12-22,14,24.180,KAN,,NYJ,W 48-0,5,13,2.60,0,2,27,13.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
28,1964,1964-09-13,1,25.080,KAN,@,BUF,L 17-34,12,60,5.00,0,3,22,7.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
29,1964,1964-09-27,2,25.094,KAN,@,OAK,W 21-9,5,22,4.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
30,1964,1964-10-04,3,25.101,KAN,,HOU,W 28-7,2,-1,-0.50,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1964,1964-10-11,4,25.108,KAN,@,DEN,L 27-33,2,4,2.00,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
32,1964,1964-10-18,5,25.115,KAN,,BUF,L 22-35,6,20,3.33,0,1,55,55.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
33,1964,1964-10-23,6,25.120,KAN,@,BOS,L 7-24,9,27,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
34,1964,1964-11-01,7,25.129,KAN,,DEN,W 49-39,4,-8,-2.00,0,4,103,25.75,2,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
35,1964,1964-11-08,8,25.136,KAN,,OAK,W 42-7,5,16,3.20,1,1,20,20.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
36,1964,1964-11-15,9,25.143,KAN,,SDG,L 14-28,1,-3,-3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
37,1964,1964-11-22,10,25.150,KAN,@,HOU,W 28-19,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
38,1964,1964-11-29,11,25.157,KAN,@,NYJ,L 14-27,10,39,3.90,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
39,1964,1964-12-06,12,25.164,KAN,,BOS,L 24-31,4,15,3.75,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
40,1964,1964-12-13,13,25.171,KAN,@,SDG,W 49-6,4,16,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
41,1964,1964-12-20,14,25.178,KAN,,NYJ,W 24-7,7,40,5.71,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
42,1965,1965-09-12,1,26.079,KAN,@,OAK,L 10-37,10,36,3.60,0,2,27,13.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
