ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2015,2015-09-13,1,23.242,KAN,@,HOU,W 27-20,,1,0,0,,0,0.0%,0.00,0,0
2,2015,2015-09-17,2,23.246,KAN,,DEN,L 24-31,,2,2,54,27.00,0,100.0%,27.00,0,0
3,2015,2015-09-28,3,23.257,KAN,@,GNB,L 28-38,*,0,0,0,,0,0.0%,,0,0
4,2015,2015-10-04,4,23.263,KAN,@,CIN,L 21-36,,1,1,8,8.00,0,100.0%,8.00,0,0
5,2015,2015-10-11,5,23.270,KAN,,CHI,L 17-18,,0,0,0,,0,0.0%,,0,0
6,2015,2015-10-18,6,23.277,KAN,@,MIN,L 10-16,*,3,2,23,11.50,0,66.7%,7.67,0,0
7,2015,2015-10-25,7,23.284,KAN,,PIT,W 23-13,*,2,1,2,2.00,0,50.0%,1.00,0,0
8,2016,2016-09-11,1,24.241,KAN,,SDG,W 33-27,,0,0,0,,0,0.0%,,0,0
9,2016,2016-09-18,2,24.248,KAN,@,HOU,L 12-19,,0,0,0,,0,0.0%,,0,0
10,2016,2016-09-25,3,24.255,KAN,,NYJ,W 24-3,,0,0,0,,0,0.0%,,0,0
11,2016,2016-10-02,4,24.262,KAN,@,PIT,L 14-43,,0,0,0,,0,0.0%,,0,0
12,2016,2016-10-16,5,24.276,KAN,@,OAK,W 26-10,,0,0,0,,0,0.0%,,0,0
13,2016,2016-10-23,6,24.283,KAN,,NOR,W 27-21,,0,0,0,,0,0.0%,,0,0
14,2016,2016-10-30,7,24.290,KAN,@,IND,W 30-14,,0,0,0,,0,0.0%,,0,0
15,2016,2016-11-06,8,24.297,KAN,,JAX,W 19-14,,1,1,0,0.00,0,100.0%,0.00,0,0
16,2016,2016-11-13,9,24.304,KAN,@,CAR,W 20-17,,0,0,0,,0,0.0%,,0,0
17,2016,2016-11-20,10,24.311,KAN,,TAM,L 17-19,,0,0,0,,0,0.0%,,0,0
18,2016,2016-11-27,11,24.318,KAN,@,DEN,W 30-27,*,1,1,-1,-1.00,0,100.0%,-1.00,0,0
19,2016,2016-12-04,12,24.325,KAN,@,ATL,W 29-28,,0,0,0,,0,0.0%,,0,0
20,2016,2016-12-08,13,24.329,KAN,,OAK,W 21-13,,0,0,0,,0,0.0%,,0,0
21,2016,2016-12-18,14,24.339,KAN,,TEN,L 17-19,*,1,0,0,,0,0.0%,0.00,0,0
22,2016,2016-12-25,15,24.346,KAN,,DEN,W 33-10,,0,0,0,,0,0.0%,,0,0
23,2016,2017-01-01,16,24.353,KAN,@,SDG,W 37-27,*,0,0,0,,0,0.0%,,0,0
24,2017,2017-09-10,1,25.239,JAX,@,HOU,W 29-7,,1,1,18,18.00,0,100.0%,18.00,0,0
25,2017,2017-09-17,2,25.246,JAX,,TEN,L 16-37,,0,0,0,,0,0.0%,,0,0
26,2017,2017-09-24,3,25.253,JAX,,BAL,W 44-7,,1,1,12,12.00,0,100.0%,12.00,0,0
27,2017,2017-10-01,4,25.260,JAX,@,NYJ,L 20-23,,1,0,0,,0,0.0%,0.00,0,0
28,2017,2017-10-08,5,25.267,JAX,@,PIT,W 30-9,,1,0,0,,0,0.0%,0.00,0,0
29,2017,2017-10-15,6,25.274,JAX,,LAR,L 17-27,,3,2,11,5.50,0,66.7%,3.67,0,0
30,2017,2017-10-22,7,25.281,JAX,@,IND,W 27-0,,1,0,0,,0,0.0%,0.00,0,0
31,2017,2017-11-05,8,25.295,JAX,,CIN,W 23-7,,1,1,6,6.00,0,100.0%,6.00,0,0
32,2017,2017-11-12,9,25.302,JAX,,LAC,W 20-17,,0,0,0,,0,0.0%,,0,0
33,2017,2017-11-19,10,25.309,JAX,@,CLE,W 19-7,,1,1,12,12.00,0,100.0%,12.00,0,0
34,2017,2017-11-26,11,25.316,JAX,@,ARI,L 24-27,,2,1,7,7.00,0,50.0%,3.50,0,0
35,2017,2017-12-03,12,25.323,JAX,,IND,W 30-10,,1,1,29,29.00,0,100.0%,29.00,0,0
36,2017,2017-12-10,13,25.330,JAX,,SEA,W 30-24,,1,0,0,,0,0.0%,0.00,0,0
37,2017,2017-12-17,14,25.337,JAX,,HOU,W 45-7,,2,1,15,15.00,0,50.0%,7.50,0,0
38,2017,2017-12-24,15,25.344,JAX,@,SFO,L 33-44,,6,5,39,7.80,1,83.3%,6.50,1,6
39,2017,2017-12-31,16,25.351,JAX,@,TEN,L 10-15,*,2,0,0,,0,0.0%,0.00,0,0
40,2018,2018-09-09,1,26.238,JAX,@,NYG,W 20-15,,2,0,0,,0,0.0%,0.00,0,0
41,2018,2018-09-16,2,26.245,JAX,,NWE,W 31-20,,1,1,17,17.00,0,100.0%,17.00,0,0
42,2018,2018-09-23,3,26.252,JAX,,TEN,L 6-9,*,1,0,0,,0,0.0%,0.00,0,0
