ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-26,3,23.231,DEN,,IND,L 13-27,,,,,,,,,,,
2,2010,2010-10-03,4,23.238,DEN,@,TEN,W 26-20,,0,0,,0,0.0,0,0,0,0,0
3,2010,2010-10-17,6,23.252,DEN,,NYJ,L 20-24,,0,0,,0,0.0,1,0,1,18,0
4,2010,2010-10-24,7,23.259,DEN,,OAK,L 14-59,,1,10,10.00,0,0.0,0,0,0,0,0
5,2010,2010-10-31,8,23.266,DEN,@,SFO,L 16-24,,,,,,,,,,,
6,2010,2010-11-14,9,23.280,DEN,,KAN,W 49-29,,0,0,,0,0.0,0,1,0,0,0
7,2010,2010-11-22,10,23.288,DEN,@,SDG,L 14-35,,0,0,,0,0.0,0,1,0,0,0
8,2010,2010-11-28,11,23.294,DEN,,STL,L 33-36,,0,0,,0,0.0,1,1,0,0,0
9,2010,2010-12-05,12,23.301,DEN,@,KAN,L 6-10,,0,0,,0,0.0,0,1,0,0,0
10,2010,2010-12-12,13,23.308,DEN,@,ARI,L 13-43,,0,0,,0,0.0,3,1,0,0,0
11,2010,2010-12-19,14,23.315,DEN,@,OAK,L 23-39,,2,8,4.00,0,0.0,1,0,0,0,0
12,2010,2010-12-26,15,23.322,DEN,,HOU,W 24-23,,0,0,,0,0.0,0,0,1,2,0
13,2010,2011-01-02,16,23.329,DEN,,SDG,L 28-33,,0,0,,0,0.0,1,1,0,0,0
